timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of Artificial Light,artificial-light,"A timeline of major milestones in the technologies humans used to create artificial light, from early oil lamps to modern LED illumination.",technology,19,1962,year,The first practical visible-spectrum LED is made,"Nick Holonyak Jr. produced the first practical visible LED, opening a new era in solid-state lighting.",5,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/LED,0.93,electronics;invention
Timeline of Artificial Light,artificial-light,"A timeline of major milestones in the technologies humans used to create artificial light, from early oil lamps to modern LED illumination.",technology,20,1993,year,Efficient blue LED is achieved,Shuji Nakamura's efficient blue LED made bright white LED lighting feasible.,5,Japan,,Nobel Prize,https://www.nobelprize.org/prizes/physics/2014/press-release/,0.99,electronics;energy
Timeline of Artificial Light,artificial-light,"A timeline of major milestones in the technologies humans used to create artificial light, from early oil lamps to modern LED illumination.",technology,21,2014,year,Blue LED inventors receive the Nobel Prize,"The Nobel Prize in Physics recognized the blue LED breakthrough that enabled long-lasting, efficient white light sources.",4,"Stockholm, Sweden",,Nobel Prize,https://www.nobelprize.org/prizes/physics/2014/summary/,0.99,science;recognition
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,1,5th century BCE,approximate,Persian Royal Road courier system operates,"The Achaemenid Empire maintained relay couriers across the Royal Road, dramatically accelerating state communication over long distances.",4,Persian Empire,,Encyclopaedia Britannica,https://www.britannica.com/topic/postal-system,0.93,communication;empire
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,2,490 BCE,year,News of Marathon is carried by runner,The legendary run associated with Marathon became an enduring symbol of the limits of human-speed message delivery.,2,Greece,,Encyclopaedia Britannica,https://www.britannica.com/sports/marathon-running,0.9,greece;communication
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,3,20 BCE,year,Augustus organizes the cursus publicus,Rome established an imperial relay post that improved the speed and reliability of official messages across the empire.,4,Roman Empire,,Encyclopaedia Britannica,https://www.britannica.com/topic/postal-system,0.93,rome;communication
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,4,8th century,approximate,Abbasid postal intelligence network expands,"The barid system linked administration, intelligence, and long-distance communication across the caliphate.",3,Abbasid Caliphate,,Encyclopaedia Britannica,https://www.britannica.com/topic/barid,0.88,islam;communication
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,5,13th century,approximate,Mongol Yam relay system links Eurasia,The Mongol Empire's relay stations enabled unusually rapid communication across a vast territory.,4,Eurasia,,Encyclopaedia Britannica,https://www.britannica.com/topic/yam-Mongol-government,0.88,empire;communication
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,6,1450,year,Printing press accelerates information reproduction,"Movable type did not speed a single courier, but it radically increased how quickly the same message could be multiplied and distributed.",5,"Mainz, Germany",,Encyclopaedia Britannica,https://www.britannica.com/technology/printing-press,0.93,printing;communication
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,7,1653,year,Paris experiments with organized urban post,Early city postal reforms showed how scheduled delivery could compress message times inside growing urban centers.,2,"Paris, France",,Encyclopaedia Britannica,https://www.britannica.com/topic/postal-system,0.93,urban-life;communication
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,8,1794,year,French semaphore telegraph enters service,Claude Chappe's optical telegraph sent messages across relay towers faster than horse couriers over hundreds of miles.,5,France,,Encyclopaedia Britannica,https://www.britannica.com/technology/semaphore,0.9,communication;invention
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,9,1837,year,Electric telegraph systems are developed,"Cooke, Wheatstone, and Morse helped turn electricity into a practical medium for near-instant long-distance messaging.",5,Britain and United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.93,electricity;communication
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,10,1844-05-24,day,Morse sends the first famous public telegraph message,The message 'What hath God wrought' demonstrated that long-distance communication had entered a new era.,5,"Washington, D.C., United States",,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.93,telegraph;communication
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,11,1860-04,month,Pony Express begins service,"The Pony Express cut transcontinental U.S. mail delivery to about ten days, setting a high-water mark for horse-based communication.",4,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/Pony-Express,0.93,mail;transport
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,12,1861-10,month,Transcontinental telegraph ends the Pony Express era,"Once telegraph lines crossed North America, electronic transmission outpaced even the fastest courier relays.",5,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/Pony-Express/Final-days,0.93,telegraph;mail
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,13,1866,year,A durable transatlantic cable is completed,"For the first time, messages could routinely cross the Atlantic in minutes instead of weeks.",5,North Atlantic,,Encyclopaedia Britannica,https://www.britannica.com/technology/transatlantic-cable,0.93,telegraph;globalization
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,14,1876,year,Telephone is patented,Alexander Graham Bell's telephone made real-time voice communication over distance commercially viable.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/invention/telephone,0.93,telephone;communication
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,15,1895,year,Wireless radio signaling is demonstrated,Marconi's radio work untethered long-distance messaging from wired networks.,5,Italy,,Encyclopaedia Britannica,https://www.britannica.com/technology/radio-technology,0.92,radio;communication
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,16,1915-01-25,day,First official transcontinental telephone call is made,A coast-to-coast call in the United States showed that real-time voice communication could span a continent.,4,United States,,Library of Congress,https://www.loc.gov/item/today-in-history/january-25/,0.96,telephone;communication
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,17,1962,year,Telstar relays live transatlantic television,Communications satellites brought almost immediate global broadcasting into everyday life.,5,Atlantic orbit,,Encyclopaedia Britannica,https://www.britannica.com/technology/communications-satellite,0.93,space;communication
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,18,1969,year,ARPANET goes online,Packet-switched networking laid the foundations for global digital messaging and the modern internet.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/ARPANET,0.93,internet;communication
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,19,1973,year,First handheld cellular phone call is made,Mobile telephony started to detach personal communication from fixed locations.,4,"New York City, United States",,Encyclopaedia Britannica,https://www.britannica.com/technology/mobile-telephone,0.92,mobile;communication
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,20,1988,year,TAT-8 brings transatlantic fiber-optic service,Fiber-optic cable vastly increased the volume and speed of intercontinental data transmission.,5,North Atlantic,,Encyclopaedia Britannica,https://www.britannica.com/science/fiber-optics,0.93,internet;fiber-optics
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,21,1992,year,SMS texting begins on public networks,Short Message Service made near-instant written communication commonplace for consumers.,4,Europe,,Encyclopaedia Britannica,https://www.britannica.com/technology/text-messaging,0.9,mobile;communication
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,22,2004,year,Social media accelerates viral communication,Platforms for user-generated networking dramatically reduced the time for information to reach mass audiences.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/social-media,0.9,internet;media
Timeline of the Velocity of Information,velocity-of-information,"A timeline of major breakthroughs that reduced the time needed to send news and messages across long distances, from couriers to fiber-optic networks.",technology,23,2019,year,5G networks begin wider deployment,Low-latency mobile broadband further reduced delay in global communication and data exchange.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/technology/5G,0.9,mobile;internet
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,1,c. 3000 BCE,approximate,Organized beekeeping appears in ancient Egypt,Egyptian evidence shows honey production had become a managed source of sweetness rather than only a wild harvest.,4,Ancient Egypt,,Encyclopaedia Britannica,https://www.britannica.com/topic/beekeeping,0.93,food;agriculture
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,2,c. 3000 BCE,approximate,Sugarcane cultivation spreads in New Guinea and Island Southeast Asia,Early sugarcane domestication created the plant basis for later global sugar economies.,4,New Guinea,,Encyclopaedia Britannica,https://www.britannica.com/plant/sugarcane,0.93,agriculture;food
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,3,1500 BCE,year,Honey becomes a major ritual and medicinal sweetener,"Ancient Near Eastern and Mediterranean societies used honey widely in food, ritual, and medicine.",3,Eastern Mediterranean,,Encyclopaedia Britannica,https://www.britannica.com/topic/honey,0.93,food;religion
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,4,500 BCE,year,Crystallized sugar develops in India,"Indian techniques for processing sugarcane into crystals made sweetness easier to store, transport, and trade.",5,India,,Encyclopaedia Britannica,https://www.britannica.com/topic/sugar,0.93,india;trade
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,5,327 BCE,year,Alexander's army encounters sugarcane,"Greek reports described a reed that produced honey without bees, helping transmit knowledge of sugar westward.",3,India,,Encyclopaedia Britannica,https://www.britannica.com/topic/sugar,0.93,greece;trade
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,6,6th century,approximate,Sugar refining spreads in the Sasanian world,Persian production and refining helped make sugar a strategic commodity before the Islamic expansions.,3,Persia,,Encyclopaedia Britannica,https://www.britannica.com/topic/sugar,0.93,persia;trade
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,7,8th century,approximate,Islamic expansion globalizes cane sugar,Arab agronomy and trade spread sugarcane cultivation and sugar-making techniques across the Mediterranean and beyond.,5,Middle East and Mediterranean,,Encyclopaedia Britannica,https://www.britannica.com/topic/sugar,0.93,islam;trade
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,8,12th century,approximate,Crusaders intensify European demand for sugar,Contact with eastern Mediterranean sugar production increased sugar's prestige and demand in Europe.,3,Europe,,Encyclopaedia Britannica,https://www.britannica.com/topic/sugar,0.93,europe;trade
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,9,1493,year,Sugarcane reaches the Caribbean on Columbus's second voyage,The transfer of cane to the Americas set up the plantation economies that would reshape global diets and labor systems.,5,Caribbean,,Encyclopaedia Britannica,https://www.britannica.com/topic/sugar,0.93,colonialism;food
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,10,1647,year,Barbados perfects the plantation sugar complex,English Caribbean plantations turned sugar into a mass Atlantic commodity tied to slavery and empire.,5,Barbados,,Encyclopaedia Britannica,https://www.britannica.com/place/Barbados/Economy,0.9,slavery;trade
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,11,1747,year,Marggraf identifies sugar in beets,"Andreas Marggraf showed that sugar beets contained sucrose, opening a future alternative to cane sugar.",4,Prussia,,Encyclopaedia Britannica,https://www.britannica.com/biography/Andreas-Sigismund-Marggraf,0.93,science;food
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,12,1801,year,The first beet-sugar factory opens,Franz Achard's factory made beet sugar an industrial possibility in continental Europe.,4,Silesia,,Encyclopaedia Britannica,https://www.britannica.com/topic/sugar,0.93,industry;food
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,13,1811,year,Napoleonic policy boosts beet sugar,The Continental System encouraged Europe to build domestic beet-sugar production when colonial cane supplies were disrupted.,4,France,,Encyclopaedia Britannica,https://www.britannica.com/topic/sugar,0.93,war;industry
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,14,1879,year,Saccharin is discovered,The accidental discovery of saccharin began the modern age of high-intensity artificial sweeteners.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/sweetener,0.93,chemistry;food
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,15,c. 1880,approximate,Industrial sugar becomes a mass consumer staple,"Refining, steam transport, and global trade made sugar inexpensive enough for everyday consumption across industrial societies.",4,Atlantic world,,Encyclopaedia Britannica,https://www.britannica.com/topic/sugar,0.93,industry;consumer-culture
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,16,1965,year,Aspartame is discovered,"James Schlatter discovered aspartame, a sweetener that later became widely used in diet foods and beverages.",4,United States,,U.S. Food and Drug Administration,https://www.fda.gov/food/food-additives-petitions/aspartame-and-other-sweeteners-food,0.97,food;chemistry
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,17,1967,year,High-fructose corn syrup is developed,Enzymatic processing made it possible to convert corn syrup into a cheaper industrial sweetener for processed foods.,5,Japan,,Encyclopaedia Britannica,https://www.britannica.com/topic/nutritive-sweetener,0.93,industry;food
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,18,1976,year,Sucralose is discovered,Sucralose expanded the market for no-calorie sweeteners suitable for many processed foods.,4,United Kingdom,,U.S. Food and Drug Administration,https://www.fda.gov/food/food-additives-petitions/aspartame-and-other-sweeteners-food,0.97,food;chemistry
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,19,1984,year,Aspartame expands into carbonated drinks,Approval for broader beverage use helped turn diet soda into a major consumer category.,4,United States,,U.S. Food and Drug Administration,https://www.fda.gov/food/food-additives-petitions/aspartame-and-other-sweeteners-food,0.97,consumer-culture;food
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,20,2008,year,Stevia sweeteners gain wider U.S. acceptance,FDA no-objection responses helped plant-derived high-intensity sweeteners enter the mainstream food market.,4,United States,,U.S. Food and Drug Administration,https://www.fda.gov/food/food-additives-petitions/aspartame-and-other-sweeteners-food,0.97,food;regulation
Timeline of the Evolution of Sweetness,evolution-of-sweetness,"A timeline of major shifts in how humans sourced, processed, traded, and engineered sweetness, from honey and sugarcane to industrial sweeteners.",culture,21,c. 2010,approximate,Consumer backlash targets added sugar,Public-health campaigns and labeling rules pushed manufacturers toward reformulation and lower-sugar products.,4,Global,,World Health Organization,https://www.who.int/news-room/fact-sheets/detail/healthy-diet,0.98,health;food
Timeline of the History of Silence,history-of-silence,A timeline of how human environments grew louder and how societies repeatedly tried to protect or recreate silence.,society,1,6th century BCE,approximate,Pythagorean discipline links silence to self-mastery,Classical traditions treated silence as a moral and intellectual practice rather than merely the absence of sound.,2,Greece,,Encyclopaedia Britannica,https://www.britannica.com/topic/Pythagoreanism,0.9,philosophy;society
Timeline of the History of Silence,history-of-silence,A timeline of how human environments grew louder and how societies repeatedly tried to protect or recreate silence.,society,2,c. 530,approximate,Benedictine monastic rules formalize quiet discipline,"Monastic life in Christian Europe made regulated silence central to prayer, work, and communal order.",4,Italy,,Encyclopaedia Britannica,https://www.britannica.com/topic/Rule-of-Saint-Benedict,0.93,religion;society
Timeline of the History of Silence,history-of-silence,A timeline of how human environments grew louder and how societies repeatedly tried to protect or recreate silence.,society,3,13th century,approximate,Mechanical clocks make public soundkeeping routine,Tower clocks introduced regular artificial sound into urban life through bells and hourly signals.,3,Europe,,Encyclopaedia Britannica,https://www.britannica.com/technology/clock,0.93,urban-life;technology
Timeline of the History of Silence,history-of-silence,A timeline of how human environments grew louder and how societies repeatedly tried to protect or recreate silence.,society,4,1450,year,Printing press amplifies urban information culture,Mass print intensified the density of public discourse and reduced the relative rarity of quiet informational spaces.,2,"Mainz, Germany",,Encyclopaedia Britannica,https://www.britannica.com/technology/printing-press,0.93,printing;urban-life
Timeline of the History of Silence,history-of-silence,A timeline of how human environments grew louder and how societies repeatedly tried to protect or recreate silence.,society,5,1711,year,Addison condemns London noise in The Spectator,Early modern observers increasingly treated noise as a civic problem worth public complaint.,3,"London, England",,British Library,https://www.bl.uk/collection-items/the-spectator,0.96,literature;urban-life
Timeline of the History of Silence,history-of-silence,A timeline of how human environments grew louder and how societies repeatedly tried to protect or recreate silence.,society,6,c. 1760,approximate,Industrial Revolution begins to transform soundscapes,"Factories, steam power, and dense industrial cities marked a lasting rise in ambient mechanical noise.",5,Britain,,Encyclopaedia Britannica,https://www.britannica.com/event/Industrial-Revolution,0.93,industry;society
Timeline of the History of Silence,history-of-silence,A timeline of how human environments grew louder and how societies repeatedly tried to protect or recreate silence.,society,7,1825,year,Steam railways spread high-volume transport noise,Rail transport made machine noise a permanent feature of daily life for towns and cities.,4,England,,Encyclopaedia Britannica,https://www.britannica.com/technology/railroad,0.93,transport;industry
Timeline of the History of Silence,history-of-silence,A timeline of how human environments grew louder and how societies repeatedly tried to protect or recreate silence.,society,8,1858,year,Street organs are targeted in urban anti-noise campaigns,Victorian reformers increasingly demanded regulation of intrusive commercial and street sound.,3,"London, England",,British Library,https://www.bl.uk/collection-items/the-spectator,0.96,urban-life;law
Timeline of the History of Silence,history-of-silence,A timeline of how human environments grew louder and how societies repeatedly tried to protect or recreate silence.,society,9,1876,year,Telephone creates private sound inside the home and office,"New communication technology moved some speech from public streets into interior, individualized listening spaces.",3,United States,,Encyclopaedia Britannica,https://www.britannica.com/invention/telephone,0.93,communication;daily-life
Timeline of the History of Silence,history-of-silence,A timeline of how human environments grew louder and how societies repeatedly tried to protect or recreate silence.,society,10,1906,year,The gramophone era expands recorded sound,Home audio technology allowed people to bring music and noise deliberately into private domestic spaces.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/technology/phonograph,0.93,music;technology
Timeline of the History of Silence,history-of-silence,A timeline of how human environments grew louder and how societies repeatedly tried to protect or recreate silence.,society,11,1929,year,New York forms a Noise Abatement Commission,One of the first major modern city campaigns treated excessive urban noise as a public-policy issue.,4,"New York City, United States",,New York City Municipal Archives,https://a860-historicalvitalrecords.nyc.gov/,0.8,law;urban-life
