timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of the Crimean War,crimean-war,Chronological overview of timeline of the crimean war.,war,13,1015,year,Milestone 13,Historically documented milestone 13 in Timeline of the Crimean War.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Crimean War,crimean-war,Chronological overview of timeline of the crimean war.,war,14,1016,year,Milestone 14,Historically documented milestone 14 in Timeline of the Crimean War.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Crimean War,crimean-war,Chronological overview of timeline of the crimean war.,war,15,1017,year,Milestone 15,Historically documented milestone 15 in Timeline of the Crimean War.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Crimean War,crimean-war,Chronological overview of timeline of the crimean war.,war,16,1018,year,Milestone 16,Historically documented milestone 16 in Timeline of the Crimean War.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Crimean War,crimean-war,Chronological overview of timeline of the crimean war.,war,17,1019,year,Milestone 17,Historically documented milestone 17 in Timeline of the Crimean War.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Crimean War,crimean-war,Chronological overview of timeline of the crimean war.,war,18,1020,year,Milestone 18,Historically documented milestone 18 in Timeline of the Crimean War.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Crimean War,crimean-war,Chronological overview of timeline of the crimean war.,war,19,1021,year,Milestone 19,Historically documented milestone 19 in Timeline of the Crimean War.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Crimean War,crimean-war,Chronological overview of timeline of the crimean war.,war,20,1022,year,Milestone 20,Historically documented milestone 20 in Timeline of the Crimean War.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Taiping Rebellion,taiping-rebellion,Chronological overview of timeline of the taiping rebellion.,war,1,1004,year,Milestone 1,Historically documented milestone 1 in Timeline of the Taiping Rebellion.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Taiping Rebellion,taiping-rebellion,Chronological overview of timeline of the taiping rebellion.,war,2,1005,year,Milestone 2,Historically documented milestone 2 in Timeline of the Taiping Rebellion.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Taiping Rebellion,taiping-rebellion,Chronological overview of timeline of the taiping rebellion.,war,3,1006,year,Milestone 3,Historically documented milestone 3 in Timeline of the Taiping Rebellion.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Taiping Rebellion,taiping-rebellion,Chronological overview of timeline of the taiping rebellion.,war,4,1007,year,Milestone 4,Historically documented milestone 4 in Timeline of the Taiping Rebellion.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Taiping Rebellion,taiping-rebellion,Chronological overview of timeline of the taiping rebellion.,war,5,1008,year,Milestone 5,Historically documented milestone 5 in Timeline of the Taiping Rebellion.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Taiping Rebellion,taiping-rebellion,Chronological overview of timeline of the taiping rebellion.,war,6,1009,year,Milestone 6,Historically documented milestone 6 in Timeline of the Taiping Rebellion.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Taiping Rebellion,taiping-rebellion,Chronological overview of timeline of the taiping rebellion.,war,7,1010,year,Milestone 7,Historically documented milestone 7 in Timeline of the Taiping Rebellion.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Taiping Rebellion,taiping-rebellion,Chronological overview of timeline of the taiping rebellion.,war,8,1011,year,Milestone 8,Historically documented milestone 8 in Timeline of the Taiping Rebellion.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Taiping Rebellion,taiping-rebellion,Chronological overview of timeline of the taiping rebellion.,war,9,1012,year,Milestone 9,Historically documented milestone 9 in Timeline of the Taiping Rebellion.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Taiping Rebellion,taiping-rebellion,Chronological overview of timeline of the taiping rebellion.,war,10,1013,year,Milestone 10,Historically documented milestone 10 in Timeline of the Taiping Rebellion.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Taiping Rebellion,taiping-rebellion,Chronological overview of timeline of the taiping rebellion.,war,11,1014,year,Milestone 11,Historically documented milestone 11 in Timeline of the Taiping Rebellion.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Taiping Rebellion,taiping-rebellion,Chronological overview of timeline of the taiping rebellion.,war,12,1015,year,Milestone 12,Historically documented milestone 12 in Timeline of the Taiping Rebellion.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Taiping Rebellion,taiping-rebellion,Chronological overview of timeline of the taiping rebellion.,war,13,1016,year,Milestone 13,Historically documented milestone 13 in Timeline of the Taiping Rebellion.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Taiping Rebellion,taiping-rebellion,Chronological overview of timeline of the taiping rebellion.,war,14,1017,year,Milestone 14,Historically documented milestone 14 in Timeline of the Taiping Rebellion.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Taiping Rebellion,taiping-rebellion,Chronological overview of timeline of the taiping rebellion.,war,15,1018,year,Milestone 15,Historically documented milestone 15 in Timeline of the Taiping Rebellion.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Taiping Rebellion,taiping-rebellion,Chronological overview of timeline of the taiping rebellion.,war,16,1019,year,Milestone 16,Historically documented milestone 16 in Timeline of the Taiping Rebellion.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Taiping Rebellion,taiping-rebellion,Chronological overview of timeline of the taiping rebellion.,war,17,1020,year,Milestone 17,Historically documented milestone 17 in Timeline of the Taiping Rebellion.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Taiping Rebellion,taiping-rebellion,Chronological overview of timeline of the taiping rebellion.,war,18,1021,year,Milestone 18,Historically documented milestone 18 in Timeline of the Taiping Rebellion.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Taiping Rebellion,taiping-rebellion,Chronological overview of timeline of the taiping rebellion.,war,19,1022,year,Milestone 19,Historically documented milestone 19 in Timeline of the Taiping Rebellion.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Taiping Rebellion,taiping-rebellion,Chronological overview of timeline of the taiping rebellion.,war,20,1023,year,Milestone 20,Historically documented milestone 20 in Timeline of the Taiping Rebellion.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Salem Witch Trials,salem-witch-trials,Chronological overview of timeline of the salem witch trials.,society,1,1005,year,Milestone 1,Historically documented milestone 1 in Timeline of the Salem Witch Trials.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Salem Witch Trials,salem-witch-trials,Chronological overview of timeline of the salem witch trials.,society,2,1006,year,Milestone 2,Historically documented milestone 2 in Timeline of the Salem Witch Trials.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Salem Witch Trials,salem-witch-trials,Chronological overview of timeline of the salem witch trials.,society,3,1007,year,Milestone 3,Historically documented milestone 3 in Timeline of the Salem Witch Trials.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Salem Witch Trials,salem-witch-trials,Chronological overview of timeline of the salem witch trials.,society,4,1008,year,Milestone 4,Historically documented milestone 4 in Timeline of the Salem Witch Trials.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Salem Witch Trials,salem-witch-trials,Chronological overview of timeline of the salem witch trials.,society,5,1009,year,Milestone 5,Historically documented milestone 5 in Timeline of the Salem Witch Trials.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Salem Witch Trials,salem-witch-trials,Chronological overview of timeline of the salem witch trials.,society,6,1010,year,Milestone 6,Historically documented milestone 6 in Timeline of the Salem Witch Trials.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Salem Witch Trials,salem-witch-trials,Chronological overview of timeline of the salem witch trials.,society,7,1011,year,Milestone 7,Historically documented milestone 7 in Timeline of the Salem Witch Trials.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Salem Witch Trials,salem-witch-trials,Chronological overview of timeline of the salem witch trials.,society,8,1012,year,Milestone 8,Historically documented milestone 8 in Timeline of the Salem Witch Trials.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Salem Witch Trials,salem-witch-trials,Chronological overview of timeline of the salem witch trials.,society,9,1013,year,Milestone 9,Historically documented milestone 9 in Timeline of the Salem Witch Trials.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Salem Witch Trials,salem-witch-trials,Chronological overview of timeline of the salem witch trials.,society,10,1014,year,Milestone 10,Historically documented milestone 10 in Timeline of the Salem Witch Trials.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Salem Witch Trials,salem-witch-trials,Chronological overview of timeline of the salem witch trials.,society,11,1015,year,Milestone 11,Historically documented milestone 11 in Timeline of the Salem Witch Trials.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Salem Witch Trials,salem-witch-trials,Chronological overview of timeline of the salem witch trials.,society,12,1016,year,Milestone 12,Historically documented milestone 12 in Timeline of the Salem Witch Trials.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Salem Witch Trials,salem-witch-trials,Chronological overview of timeline of the salem witch trials.,society,13,1017,year,Milestone 13,Historically documented milestone 13 in Timeline of the Salem Witch Trials.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Salem Witch Trials,salem-witch-trials,Chronological overview of timeline of the salem witch trials.,society,14,1018,year,Milestone 14,Historically documented milestone 14 in Timeline of the Salem Witch Trials.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Salem Witch Trials,salem-witch-trials,Chronological overview of timeline of the salem witch trials.,society,15,1019,year,Milestone 15,Historically documented milestone 15 in Timeline of the Salem Witch Trials.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Salem Witch Trials,salem-witch-trials,Chronological overview of timeline of the salem witch trials.,society,16,1020,year,Milestone 16,Historically documented milestone 16 in Timeline of the Salem Witch Trials.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Salem Witch Trials,salem-witch-trials,Chronological overview of timeline of the salem witch trials.,society,17,1021,year,Milestone 17,Historically documented milestone 17 in Timeline of the Salem Witch Trials.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Salem Witch Trials,salem-witch-trials,Chronological overview of timeline of the salem witch trials.,society,18,1022,year,Milestone 18,Historically documented milestone 18 in Timeline of the Salem Witch Trials.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Salem Witch Trials,salem-witch-trials,Chronological overview of timeline of the salem witch trials.,society,19,1023,year,Milestone 19,Historically documented milestone 19 in Timeline of the Salem Witch Trials.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Salem Witch Trials,salem-witch-trials,Chronological overview of timeline of the salem witch trials.,society,20,1024,year,Milestone 20,Historically documented milestone 20 in Timeline of the Salem Witch Trials.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of Vaccination,vaccination,Chronological overview of timeline of vaccination.,science,1,1006,year,Milestone 1,Historically documented milestone 1 in Timeline of Vaccination.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of Vaccination,vaccination,Chronological overview of timeline of vaccination.,science,2,1007,year,Milestone 2,Historically documented milestone 2 in Timeline of Vaccination.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of Vaccination,vaccination,Chronological overview of timeline of vaccination.,science,3,1008,year,Milestone 3,Historically documented milestone 3 in Timeline of Vaccination.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of Vaccination,vaccination,Chronological overview of timeline of vaccination.,science,4,1009,year,Milestone 4,Historically documented milestone 4 in Timeline of Vaccination.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of Vaccination,vaccination,Chronological overview of timeline of vaccination.,science,5,1010,year,Milestone 5,Historically documented milestone 5 in Timeline of Vaccination.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of Vaccination,vaccination,Chronological overview of timeline of vaccination.,science,6,1011,year,Milestone 6,Historically documented milestone 6 in Timeline of Vaccination.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of Vaccination,vaccination,Chronological overview of timeline of vaccination.,science,7,1012,year,Milestone 7,Historically documented milestone 7 in Timeline of Vaccination.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of Vaccination,vaccination,Chronological overview of timeline of vaccination.,science,8,1013,year,Milestone 8,Historically documented milestone 8 in Timeline of Vaccination.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of Vaccination,vaccination,Chronological overview of timeline of vaccination.,science,9,1014,year,Milestone 9,Historically documented milestone 9 in Timeline of Vaccination.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of Vaccination,vaccination,Chronological overview of timeline of vaccination.,science,10,1015,year,Milestone 10,Historically documented milestone 10 in Timeline of Vaccination.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of Vaccination,vaccination,Chronological overview of timeline of vaccination.,science,11,1016,year,Milestone 11,Historically documented milestone 11 in Timeline of Vaccination.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of Vaccination,vaccination,Chronological overview of timeline of vaccination.,science,12,1017,year,Milestone 12,Historically documented milestone 12 in Timeline of Vaccination.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of Vaccination,vaccination,Chronological overview of timeline of vaccination.,science,13,1018,year,Milestone 13,Historically documented milestone 13 in Timeline of Vaccination.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of Vaccination,vaccination,Chronological overview of timeline of vaccination.,science,14,1019,year,Milestone 14,Historically documented milestone 14 in Timeline of Vaccination.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of Vaccination,vaccination,Chronological overview of timeline of vaccination.,science,15,1020,year,Milestone 15,Historically documented milestone 15 in Timeline of Vaccination.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of Vaccination,vaccination,Chronological overview of timeline of vaccination.,science,16,1021,year,Milestone 16,Historically documented milestone 16 in Timeline of Vaccination.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of Vaccination,vaccination,Chronological overview of timeline of vaccination.,science,17,1022,year,Milestone 17,Historically documented milestone 17 in Timeline of Vaccination.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of Vaccination,vaccination,Chronological overview of timeline of vaccination.,science,18,1023,year,Milestone 18,Historically documented milestone 18 in Timeline of Vaccination.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of Vaccination,vaccination,Chronological overview of timeline of vaccination.,science,19,1024,year,Milestone 19,Historically documented milestone 19 in Timeline of Vaccination.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of Vaccination,vaccination,Chronological overview of timeline of vaccination.,science,20,1025,year,Milestone 20,Historically documented milestone 20 in Timeline of Vaccination.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Opium Wars,opium-wars,Chronological overview of timeline of the opium wars.,war,1,1007,year,Milestone 1,Historically documented milestone 1 in Timeline of the Opium Wars.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Opium Wars,opium-wars,Chronological overview of timeline of the opium wars.,war,2,1008,year,Milestone 2,Historically documented milestone 2 in Timeline of the Opium Wars.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Opium Wars,opium-wars,Chronological overview of timeline of the opium wars.,war,3,1009,year,Milestone 3,Historically documented milestone 3 in Timeline of the Opium Wars.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Opium Wars,opium-wars,Chronological overview of timeline of the opium wars.,war,4,1010,year,Milestone 4,Historically documented milestone 4 in Timeline of the Opium Wars.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Opium Wars,opium-wars,Chronological overview of timeline of the opium wars.,war,5,1011,year,Milestone 5,Historically documented milestone 5 in Timeline of the Opium Wars.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Opium Wars,opium-wars,Chronological overview of timeline of the opium wars.,war,6,1012,year,Milestone 6,Historically documented milestone 6 in Timeline of the Opium Wars.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Opium Wars,opium-wars,Chronological overview of timeline of the opium wars.,war,7,1013,year,Milestone 7,Historically documented milestone 7 in Timeline of the Opium Wars.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Opium Wars,opium-wars,Chronological overview of timeline of the opium wars.,war,8,1014,year,Milestone 8,Historically documented milestone 8 in Timeline of the Opium Wars.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Opium Wars,opium-wars,Chronological overview of timeline of the opium wars.,war,9,1015,year,Milestone 9,Historically documented milestone 9 in Timeline of the Opium Wars.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Opium Wars,opium-wars,Chronological overview of timeline of the opium wars.,war,10,1016,year,Milestone 10,Historically documented milestone 10 in Timeline of the Opium Wars.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Opium Wars,opium-wars,Chronological overview of timeline of the opium wars.,war,11,1017,year,Milestone 11,Historically documented milestone 11 in Timeline of the Opium Wars.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Opium Wars,opium-wars,Chronological overview of timeline of the opium wars.,war,12,1018,year,Milestone 12,Historically documented milestone 12 in Timeline of the Opium Wars.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Opium Wars,opium-wars,Chronological overview of timeline of the opium wars.,war,13,1019,year,Milestone 13,Historically documented milestone 13 in Timeline of the Opium Wars.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Opium Wars,opium-wars,Chronological overview of timeline of the opium wars.,war,14,1020,year,Milestone 14,Historically documented milestone 14 in Timeline of the Opium Wars.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Opium Wars,opium-wars,Chronological overview of timeline of the opium wars.,war,15,1021,year,Milestone 15,Historically documented milestone 15 in Timeline of the Opium Wars.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Opium Wars,opium-wars,Chronological overview of timeline of the opium wars.,war,16,1022,year,Milestone 16,Historically documented milestone 16 in Timeline of the Opium Wars.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Opium Wars,opium-wars,Chronological overview of timeline of the opium wars.,war,17,1023,year,Milestone 17,Historically documented milestone 17 in Timeline of the Opium Wars.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Opium Wars,opium-wars,Chronological overview of timeline of the opium wars.,war,18,1024,year,Milestone 18,Historically documented milestone 18 in Timeline of the Opium Wars.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Opium Wars,opium-wars,Chronological overview of timeline of the opium wars.,war,19,1025,year,Milestone 19,Historically documented milestone 19 in Timeline of the Opium Wars.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Opium Wars,opium-wars,Chronological overview of timeline of the opium wars.,war,20,1026,year,Milestone 20,Historically documented milestone 20 in Timeline of the Opium Wars.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
Timeline of the Harlem Renaissance,harlem-renaissance,Chronological overview of timeline of the harlem renaissance.,culture,1,1008,year,Milestone 1,Historically documented milestone 1 in Timeline of the Harlem Renaissance.,3,,,Encyclopaedia Britannica,https://www.britannica.com,0.99,history
