timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of Cartography,cartography,Major milestones in mapmaking from ancient world maps to satellite-based digital cartography.,geography,4,c. 276 BCE,approximate,Eratosthenes uses latitude and longitude,Eratosthenes advances scientific geography by using a coordinate-like grid and estimating Earth's circumference.,5,"Alexandria, Egypt",,Encyclopaedia Britannica,https://www.britannica.com/science/cartography,0.95,cartography;geography;greece
Timeline of Cartography,cartography,Major milestones in mapmaking from ancient world maps to satellite-based digital cartography.,geography,5,c. 150,approximate,Ptolemy's Geography compiled,Ptolemy systematizes coordinates and projection methods in a foundational text of mapmaking.,5,"Alexandria, Egypt",,Encyclopaedia Britannica,https://www.britannica.com/science/cartography,0.97,cartography;ptolemy
Timeline of Cartography,cartography,Major milestones in mapmaking from ancient world maps to satellite-based digital cartography.,geography,6,c. 600,approximate,Madaba mosaic map produced,A Byzantine mosaic map of the Holy Land preserves a detailed urban and pilgrimage geography.,3,"Madaba, Jordan",,Encyclopaedia Britannica,https://www.britannica.com/science/map/The-Middle-Ages,0.9,cartography;religion
Timeline of Cartography,cartography,Major milestones in mapmaking from ancient world maps to satellite-based digital cartography.,geography,7,1154,year,al-Idrisi completes Tabula Rogeriana,"The great Arabic world map synthesizes Mediterranean, African, and Eurasian geographic knowledge.",5,"Palermo, Sicily",,Encyclopaedia Britannica,https://www.britannica.com/biography/al-Idrisi,0.96,cartography;islamic-world
Timeline of Cartography,cartography,Major milestones in mapmaking from ancient world maps to satellite-based digital cartography.,geography,8,1275,year,Portolan charts spread in Mediterranean,Compass-based nautical charts begin transforming maritime navigation with coastal precision.,5,Mediterranean,,Encyclopaedia Britannica,https://www.britannica.com/science/map/The-Middle-Ages,0.94,cartography;navigation
Timeline of Cartography,cartography,Major milestones in mapmaking from ancient world maps to satellite-based digital cartography.,geography,9,1402,year,Kangnido world map compiled,Korean cartographers produce a major East Asian world map integrating Chinese and Islamic knowledge.,4,Korea,,Encyclopaedia Britannica,https://www.britannica.com/science/map,0.9,cartography;asia
Timeline of Cartography,cartography,Major milestones in mapmaking from ancient world maps to satellite-based digital cartography.,geography,10,1477,year,Ptolemy printed with maps,The first printed edition of Ptolemy's Geography with maps accelerates the spread of classical cartographic ideas.,4,"Bologna, Italy",,Encyclopaedia Britannica,https://www.britannica.com/science/map,0.94,cartography;printing
Timeline of Cartography,cartography,Major milestones in mapmaking from ancient world maps to satellite-based digital cartography.,geography,11,1507,year,Waldseemüller names America,Martin Waldseemüller's world map applies the name America to the New World.,5,"Saint-Dié, Lorraine",,Library of Congress,https://www.loc.gov/item/2003626426/,0.98,cartography;exploration
Timeline of Cartography,cartography,Major milestones in mapmaking from ancient world maps to satellite-based digital cartography.,geography,12,1569,year,Mercator projection published,Gerardus Mercator introduces the projection that becomes central to oceanic navigation.,5,Duisburg,,Encyclopaedia Britannica,https://www.britannica.com/science/Mercator-projection,0.97,cartography;navigation
Timeline of Cartography,cartography,Major milestones in mapmaking from ancient world maps to satellite-based digital cartography.,geography,13,1570,year,Ortelius publishes first modern atlas,"Abraham Ortelius issues Theatrum Orbis Terrarum, often considered the first modern atlas.",5,Antwerp,,Encyclopaedia Britannica,https://www.britannica.com/biography/Abraham-Ortelius,0.96,cartography;atlas
Timeline of Cartography,cartography,Major milestones in mapmaking from ancient world maps to satellite-based digital cartography.,geography,14,1675,year,Greenwich Observatory founded,The new observatory improves celestial observation and eventually strengthens longitude-based cartography.,4,"Greenwich, England",,Royal Museums Greenwich,https://www.rmg.co.uk/royal-observatory/history,0.98,cartography;astronomy
Timeline of Cartography,cartography,Major milestones in mapmaking from ancient world maps to satellite-based digital cartography.,geography,15,1791,year,Ordnance Survey begins mapping Britain,Britain's national mapping agency begins systematic topographic survey work.,4,United Kingdom,,Ordnance Survey,https://www.ordnancesurvey.co.uk/about/history,0.99,cartography;state
Timeline of Cartography,cartography,Major milestones in mapmaking from ancient world maps to satellite-based digital cartography.,geography,16,1854,year,John Snow maps cholera outbreak,Snow's Soho map shows how thematic mapping can reveal patterns of disease transmission.,5,"London, England",,Encyclopaedia Britannica,https://www.britannica.com/biography/John-Snow-British-physician,0.96,cartography;public-health
Timeline of Cartography,cartography,Major milestones in mapmaking from ancient world maps to satellite-based digital cartography.,geography,17,1884,year,Prime Meridian adopted internationally,An international conference selects Greenwich as the prime meridian for mapping and navigation.,5,"Washington, D.C., United States",,Encyclopaedia Britannica,https://www.britannica.com/science/prime-meridian,0.97,cartography;standards
Timeline of Cartography,cartography,Major milestones in mapmaking from ancient world maps to satellite-based digital cartography.,geography,18,1960,year,CORONA era begins in satellite mapping,Early reconnaissance satellites inaugurate a new age of remote sensing and global cartographic coverage.,4,United States,,USGS,https://www.usgs.gov/centers/eros/science/usgs-eros-archive-declassified-data-declassified-satellite-imagery-1,0.98,cartography;satellites
Timeline of Cartography,cartography,Major milestones in mapmaking from ancient world maps to satellite-based digital cartography.,geography,19,1972,year,Landsat 1 launched,The first Landsat satellite creates a durable civilian program for mapping Earth from space.,5,United States,,NASA,https://landsat.gsfc.nasa.gov/about/landsat-1/,0.99,cartography;satellites;earth-observation
Timeline of Cartography,cartography,Major milestones in mapmaking from ancient world maps to satellite-based digital cartography.,geography,20,2005,year,Google Maps popularizes web cartography,Interactive online maps bring digital navigation and spatial search to mass daily use.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/Google-Maps,0.93,cartography;digital-maps
Timeline of Refrigeration,refrigeration,"Major milestones in cooling, ice trade, and mechanical refrigeration.",technology,1,c. 2500 BCE,approximate,Ice and snow stored in ancient pits,Ancient societies in Egypt and Mesopotamia preserve food and drink with stored ice and evaporative cooling.,3,Ancient Near East,,Encyclopaedia Britannica,https://www.britannica.com/technology/refrigeration,0.93,refrigeration;ancient-world
Timeline of Refrigeration,refrigeration,"Major milestones in cooling, ice trade, and mechanical refrigeration.",technology,2,c. 400 BCE,approximate,Persian yakhchals perfected,"Persian engineers build yakhchals, insulated structures capable of storing ice through hot seasons.",4,Persia,,Encyclopaedia Britannica,https://www.britannica.com/technology/refrigeration,0.93,refrigeration;persia
Timeline of Refrigeration,refrigeration,"Major milestones in cooling, ice trade, and mechanical refrigeration.",technology,3,c. 200 BCE,approximate,Chinese cut and store winter ice,Chinese states organize seasonal ice harvesting and storage for elite and official use.,3,China,,Encyclopaedia Britannica,https://www.britannica.com/technology/refrigeration,0.9,refrigeration;china
Timeline of Refrigeration,refrigeration,"Major milestones in cooling, ice trade, and mechanical refrigeration.",technology,4,1626,year,Francis Bacon experiments with snow preservation,Bacon's reported experiment reflects growing early modern interest in artificial cooling.,2,England,,Encyclopaedia Britannica,https://www.britannica.com/technology/refrigeration,0.88,refrigeration;science
Timeline of Refrigeration,refrigeration,"Major milestones in cooling, ice trade, and mechanical refrigeration.",technology,5,1748,year,William Cullen demonstrates artificial refrigeration,"At the University of Glasgow, Cullen demonstrates cooling by evaporation under partial vacuum.",5,"Glasgow, Scotland",,Encyclopaedia Britannica,https://www.britannica.com/technology/refrigeration,0.97,refrigeration;science
Timeline of Refrigeration,refrigeration,"Major milestones in cooling, ice trade, and mechanical refrigeration.",technology,6,1805,year,Oliver Evans designs vapor-compression machine,"Evans outlines a closed-cycle refrigeration machine, though he does not build it.",4,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/refrigeration,0.96,refrigeration;engineering
Timeline of Refrigeration,refrigeration,"Major milestones in cooling, ice trade, and mechanical refrigeration.",technology,7,1834,year,Jacob Perkins patents practical refrigerator,Perkins patents a vapor-compression apparatus often regarded as the first practical refrigerator.,5,"London, England",,Encyclopaedia Britannica,https://www.britannica.com/technology/refrigeration,0.97,refrigeration;patents
Timeline of Refrigeration,refrigeration,"Major milestones in cooling, ice trade, and mechanical refrigeration.",technology,8,1842,year,John Gorrie builds an ice-making machine,Gorrie develops refrigeration to cool hospital rooms and make ice in humid climates.,5,"Apalachicola, Florida, United States",,Encyclopaedia Britannica,https://www.britannica.com/biography/John-Gorrie,0.96,refrigeration;medicine
Timeline of Refrigeration,refrigeration,"Major milestones in cooling, ice trade, and mechanical refrigeration.",technology,9,1851,year,James Harrison patents ether refrigerator,Harrison patents a mechanical ice-making machine that becomes important to brewing and food industries.,5,"Geelong, Australia",,Encyclopaedia Britannica,https://www.britannica.com/technology/refrigeration,0.97,refrigeration;industry
Timeline of Refrigeration,refrigeration,"Major milestones in cooling, ice trade, and mechanical refrigeration.",technology,10,1856,year,Commercial refrigeration begins in the United States,Alexander C. Twinning helps launch commercial refrigeration applications in American business.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/refrigeration,0.95,refrigeration;industry
Timeline of Refrigeration,refrigeration,"Major milestones in cooling, ice trade, and mechanical refrigeration.",technology,11,1859,year,Ferdinand Carré develops absorption machine,Carré's absorption refrigerator broadens refrigeration technology beyond compression systems.,4,France,,Encyclopaedia Britannica,https://www.britannica.com/technology/refrigeration,0.95,refrigeration;engineering
Timeline of Refrigeration,refrigeration,"Major milestones in cooling, ice trade, and mechanical refrigeration.",technology,12,1876,year,Refrigerated shipping proves viable,Trials of refrigerated sea transport open the way for global meat and produce trades.,5,Atlantic trade routes,,Encyclopaedia Britannica,https://www.britannica.com/technology/refrigeration,0.93,refrigeration;shipping
Timeline of Refrigeration,refrigeration,"Major milestones in cooling, ice trade, and mechanical refrigeration.",technology,13,1882,year,First successful frozen meat shipment arrives,A shipment from New Zealand to Britain demonstrates long-distance refrigerated export on a commercial scale.,5,New Zealand to United Kingdom,,New Zealand History,https://nzhistory.govt.nz/culture/refrigeration-shipping/frozen-shipment-departs,0.98,refrigeration;trade
Timeline of Refrigeration,refrigeration,"Major milestones in cooling, ice trade, and mechanical refrigeration.",technology,14,1913,year,Domestic electric refrigerator marketed,Fred W. Wolf introduces one of the first home electric refrigerators in the United States.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/refrigeration,0.94,refrigeration;consumer
Timeline of Refrigeration,refrigeration,"Major milestones in cooling, ice trade, and mechanical refrigeration.",technology,15,1928,year,Freon refrigerants introduced,Chlorofluorocarbon refrigerants are introduced as safer substitutes for toxic earlier gases.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/science/chlorofluorocarbon,0.96,refrigeration;chemistry
Timeline of Refrigeration,refrigeration,"Major milestones in cooling, ice trade, and mechanical refrigeration.",technology,16,c. 1935,approximate,Household refrigeration spreads widely,Electric refrigerators move from luxury goods toward mass-market household appliances.,4,North America and Europe,,Encyclopaedia Britannica,https://www.britannica.com/technology/refrigeration,0.93,refrigeration;consumer
Timeline of Refrigeration,refrigeration,"Major milestones in cooling, ice trade, and mechanical refrigeration.",technology,17,c. 1955,approximate,Cold chain expands globally,"Postwar logistics integrate refrigerated trucks, warehouses, and retail systems at larger scale.",4,Global,,Encyclopaedia Britannica,https://www.britannica.com/technology/refrigeration,0.9,refrigeration;logistics
Timeline of Refrigeration,refrigeration,"Major milestones in cooling, ice trade, and mechanical refrigeration.",technology,18,1987,year,Montreal Protocol targets ozone-depleting refrigerants,States agree to phase down substances including CFCs that had become central to refrigeration.,5,"Montreal, Canada",,United Nations Environment Programme,https://www.unep.org/ozonaction/who-we-are/about-montreal-protocol,0.99,refrigeration;environment
Timeline of Refrigeration,refrigeration,"Major milestones in cooling, ice trade, and mechanical refrigeration.",technology,19,c. 1995,approximate,Hydrofluorocarbons replace many CFCs,Industry shifts toward HFC refrigerants as CFC phaseouts accelerate.,3,Global,,U.S. Environmental Protection Agency,https://www.epa.gov/ozone-layer-protection/phaseout-class-i-ozone-depleting-substances,0.98,refrigeration;environment
Timeline of Refrigeration,refrigeration,"Major milestones in cooling, ice trade, and mechanical refrigeration.",technology,20,2016-10-15,day,Kigali Amendment approved,Parties adopt the Kigali Amendment to reduce HFCs and push refrigeration toward lower-climate-impact alternatives.,5,"Kigali, Rwanda",,United Nations Environment Programme,https://www.unep.org/ozonaction/who-we-are/about-montreal-protocol,0.99,refrigeration;climate
Timeline of Surveillance,surveillance,"Major milestones in the tools, institutions, and legal debates of surveillance from spies to digital monitoring.",politics,1,c. 500 BCE,approximate,Imperial spy systems documented,Ancient empires including Persia and China employ organized intelligence and observation networks.,3,Ancient Eurasia,,Encyclopaedia Britannica,https://www.britannica.com/topic/intelligence-international-relations,0.9,surveillance;intelligence
Timeline of Surveillance,surveillance,"Major milestones in the tools, institutions, and legal debates of surveillance from spies to digital monitoring.",politics,2,c. 200 BCE,approximate,Han state uses reporting bureaucracy,Imperial administration in China develops reporting structures that strengthen state oversight.,3,China,,Encyclopaedia Britannica,https://www.britannica.com/topic/intelligence-international-relations,0.88,surveillance;state
Timeline of Surveillance,surveillance,"Major milestones in the tools, institutions, and legal debates of surveillance from spies to digital monitoring.",politics,3,1667,year,Paris police centralization expands observation,The creation of a centralized urban police authority increases routine information-gathering in the city.,3,"Paris, France",,Encyclopaedia Britannica,https://www.britannica.com/topic/police,0.9,surveillance;policing
Timeline of Surveillance,surveillance,"Major milestones in the tools, institutions, and legal debates of surveillance from spies to digital monitoring.",politics,4,1791,year,Jeremy Bentham conceives the Panopticon,Bentham proposes a prison design that becomes a lasting metaphor for modern surveillance.,5,England,,Encyclopaedia Britannica,https://www.britannica.com/topic/Panopticon,0.97,surveillance;theory
Timeline of Surveillance,surveillance,"Major milestones in the tools, institutions, and legal debates of surveillance from spies to digital monitoring.",politics,5,1858,year,Modern fingerprinting research begins,"William Herschel starts using fingerprints administratively in colonial India, foreshadowing biometric surveillance.",4,India,,Encyclopaedia Britannica,https://www.britannica.com/science/fingerprint,0.95,surveillance;biometrics
Timeline of Surveillance,surveillance,"Major milestones in the tools, institutions, and legal debates of surveillance from spies to digital monitoring.",politics,6,1892,year,Bertillon system spreads,Anthropometric identification expands police record-keeping and bodily measurement.,4,France,,Encyclopaedia Britannica,https://www.britannica.com/biography/Alphonse-Bertillon,0.96,surveillance;biometrics
Timeline of Surveillance,surveillance,"Major milestones in the tools, institutions, and legal debates of surveillance from spies to digital monitoring.",politics,7,c. 1895,approximate,Wiretapping enters policing practice,Telephone networks create new opportunities for covert interception of private communications.,4,United States and Europe,,Encyclopaedia Britannica,https://www.britannica.com/topic/eavesdropping,0.9,surveillance;communications
Timeline of Surveillance,surveillance,"Major milestones in the tools, institutions, and legal debates of surveillance from spies to digital monitoring.",politics,8,1927,year,Theremin builds early CCTV system,Leon Theremin develops a closed-circuit television system used to monitor visitors at the Kremlin.,5,"Moscow, Soviet Union",,Encyclopaedia Britannica,https://www.britannica.com/technology/closed-circuit-television,0.97,surveillance;cctv
Timeline of Surveillance,surveillance,"Major milestones in the tools, institutions, and legal debates of surveillance from spies to digital monitoring.",politics,9,1942,year,German military uses CCTV for rocket tests,Walter Bruch develops a CCTV system used to monitor V-2 rocket launches.,4,Germany,,Encyclopaedia Britannica,https://www.britannica.com/technology/closed-circuit-television,0.97,surveillance;cctv;war
Timeline of Surveillance,surveillance,"Major milestones in the tools, institutions, and legal debates of surveillance from spies to digital monitoring.",politics,10,1947,year,U.S. national security apparatus reorganized,The National Security Act creates institutions that strengthen centralized intelligence collection.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/National-Security-Agency,0.9,surveillance;intelligence
Timeline of Surveillance,surveillance,"Major milestones in the tools, institutions, and legal debates of surveillance from spies to digital monitoring.",politics,11,1952,year,NSA established,The U.S. National Security Agency is created for signals intelligence and communications security.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/National-Security-Agency,0.98,surveillance;signals-intelligence
Timeline of Surveillance,surveillance,"Major milestones in the tools, institutions, and legal debates of surveillance from spies to digital monitoring.",politics,12,1967,year,Katz v. United States reshapes privacy doctrine,"The U.S. Supreme Court holds that the Fourth Amendment protects people, not places, in wiretapping cases.",5,United States,,Oyez,https://www.oyez.org/cases/1967/35,0.98,surveillance;privacy;law
Timeline of Surveillance,surveillance,"Major milestones in the tools, institutions, and legal debates of surveillance from spies to digital monitoring.",politics,13,1978,year,FISA creates judicial oversight framework,The United States establishes a special legal framework for foreign intelligence surveillance.,5,United States,,U.S. Congress,https://www.congress.gov/bill/95th-congress/house-bill/7308,0.99,surveillance;law
Timeline of Surveillance,surveillance,"Major milestones in the tools, institutions, and legal debates of surveillance from spies to digital monitoring.",politics,14,1984,year,DNA fingerprinting developed,"Alec Jeffreys pioneers DNA profiling, opening a new era in forensic identification and databases.",5,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/science/DNA-fingerprinting,0.97,surveillance;biometrics
Timeline of Surveillance,surveillance,"Major milestones in the tools, institutions, and legal debates of surveillance from spies to digital monitoring.",politics,15,c. 1995,approximate,Urban CCTV networks expand,"Many cities deploy camera systems at large scale for policing, traffic control, and public security.",4,Global,,Encyclopaedia Britannica,https://www.britannica.com/technology/closed-circuit-television,0.92,surveillance;cctv
Timeline of Surveillance,surveillance,"Major milestones in the tools, institutions, and legal debates of surveillance from spies to digital monitoring.",politics,16,2001-10-26,day,USA PATRIOT Act enacted,"After the September 11 attacks, the law broadens government surveillance powers in the United States.",5,United States,,U.S. Congress,https://www.congress.gov/bill/107th-congress/house-bill/3162,0.99,surveillance;law;security
Timeline of Surveillance,surveillance,"Major milestones in the tools, institutions, and legal debates of surveillance from spies to digital monitoring.",politics,17,2007,year,Smartphone era enables always-on location tracking,"Modern smartphones combine GPS, sensors, and apps that make continuous personal data collection routine.",5,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/smartphone,0.93,surveillance;mobile
Timeline of Surveillance,surveillance,"Major milestones in the tools, institutions, and legal debates of surveillance from spies to digital monitoring.",politics,18,2013,year,Snowden disclosures reveal mass digital surveillance,Leaked documents expose extensive surveillance programs run by the NSA and partner agencies.,5,Global,,Encyclopaedia Britannica,https://www.britannica.com/event/Edward-Snowden-leaks,0.96,surveillance;privacy;internet
Timeline of Surveillance,surveillance,"Major milestones in the tools, institutions, and legal debates of surveillance from spies to digital monitoring.",politics,19,2018-05-25,day,GDPR takes effect,The European Union's data-protection law strengthens rights over personal data and limits some surveillance practices.,5,European Union,,European Union,https://gdpr.eu/what-is-gdpr/,0.96,surveillance;privacy;law
Timeline of Surveillance,surveillance,"Major milestones in the tools, institutions, and legal debates of surveillance from spies to digital monitoring.",politics,20,c. 2023,approximate,AI-assisted facial recognition scales globally,Machine-learning systems make real-time facial recognition and automated video analysis more powerful and controversial.,5,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/facial-recognition-system,0.92,surveillance;ai;biometrics
Timeline of Concrete,concrete,Major milestones in concrete from ancient binders to modern low-carbon formulations.,technology,1,c. 3000 BCE,approximate,Early lime floors appear in the Levant,"Neolithic communities use lime-based flooring, an important precursor to later cementitious materials.",3,Levant,,Encyclopaedia Britannica,https://www.britannica.com/technology/cement-building-material/History-of-cement,0.9,concrete;ancient-world
Timeline of Concrete,concrete,Major milestones in concrete from ancient binders to modern low-carbon formulations.,technology,2,c. 3000 BCE,approximate,Egyptians use gypsum and lime mortars,Egyptian builders employ binders that anticipate later cement and concrete technologies.,3,Ancient Egypt,,Encyclopaedia Britannica,https://www.britannica.com/technology/concrete-building-material,0.93,concrete;egypt
Timeline of Concrete,concrete,Major milestones in concrete from ancient binders to modern low-carbon formulations.,technology,3,c. 2000 BCE,approximate,Mesopotamian builders use bitumen and clay binders,Builders in Mesopotamia use adhesive mineral binders in large construction works.,3,Mesopotamia,,Encyclopaedia Britannica,https://www.britannica.com/technology/concrete-building-material,0.9,concrete;mesopotamia
Timeline of Concrete,concrete,Major milestones in concrete from ancient binders to modern low-carbon formulations.,technology,4,c. 500 BCE,approximate,Greeks develop hydraulic lime mixtures,Greek builders use volcanic materials and lime in ways that help lead toward hydraulic cement.,4,Ancient Greece,,Encyclopaedia Britannica,https://www.britannica.com/technology/cement-building-material/History-of-cement,0.93,concrete;greece
Timeline of Concrete,concrete,Major milestones in concrete from ancient binders to modern low-carbon formulations.,technology,5,c. 200 BCE,approximate,Roman pozzolanic concrete matures,Roman builders combine lime with volcanic ash to create durable hydraulic concrete.,5,Roman Republic,,Encyclopaedia Britannica,https://www.britannica.com/technology/concrete-building-material,0.97,concrete;rome
Timeline of Concrete,concrete,Major milestones in concrete from ancient binders to modern low-carbon formulations.,technology,6,27 BCE,year,Augustan Rome expands concrete building,Imperial patronage helps concrete become central to Roman urban architecture and infrastructure.,4,Rome,,Encyclopaedia Britannica,https://www.britannica.com/technology/concrete-building-material,0.94,concrete;rome;architecture
Timeline of Concrete,concrete,Major milestones in concrete from ancient binders to modern low-carbon formulations.,technology,7,126,year,Pantheon dome completed,Rome's Pantheon demonstrates the extraordinary structural possibilities of ancient concrete.,5,Rome,,Encyclopaedia Britannica,https://www.britannica.com/topic/Pantheon-building-Rome-Italy,0.97,concrete;architecture
