timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of Kissing,kissing,"Major milestones in the cultural, scientific, and social history of kissing.",society,11,1665,year,Plague again restricts social kissing,Urban outbreaks revive warnings against close greetings.,3,London,,Britannica,https://www.britannica.com/event/Great-Plague-of-London,0.95,disease;city
Timeline of Kissing,kissing,"Major milestones in the cultural, scientific, and social history of kissing.",society,12,1896,year,First filmed kiss released,The Kiss becomes an early cinema sensation.,5,United States,,Britannica,https://www.britannica.com/topic/The-Kiss-film-by-Heise,0.95,cinema;media
Timeline of Kissing,kissing,"Major milestones in the cultural, scientific, and social history of kissing.",society,13,1918,year,Influenza changes greeting advice,Health campaigns discourage kissing during the pandemic.,4,Global,,Britannica,https://www.britannica.com/event/influenza-pandemic-of-1918-1919,0.95,disease;public-health
Timeline of Kissing,kissing,"Major milestones in the cultural, scientific, and social history of kissing.",society,14,1945-08-14,day,Times Square victory kiss photographed,A wartime celebration image becomes globally iconic.,5,New York City,,Britannica,https://www.britannica.com/topic/V-J-Day-in-Times-Square-photograph,0.95,photography;war
Timeline of Kissing,kissing,"Major milestones in the cultural, scientific, and social history of kissing.",society,15,1968,year,First interracial kiss airs on US television,Star Trek broadcasts a landmark scripted kiss.,5,United States,,Britannica,https://www.britannica.com/topic/Star-Trek,0.95,television;rights
Timeline of Kissing,kissing,"Major milestones in the cultural, scientific, and social history of kissing.",society,16,1981,year,AIDS crisis reshapes intimacy debates,Public fear affects social attitudes toward kissing.,4,Global,,Britannica,https://www.britannica.com/science/AIDS,0.95,disease;society
Timeline of Kissing,kissing,"Major milestones in the cultural, scientific, and social history of kissing.",society,17,2004,year,Mass kiss protests mark political dissent,Public kissing demonstrations become symbolic protest acts.,3,Mexico City,,Britannica,https://www.britannica.com/place/Mexico-City,0.8,protest;society
Timeline of Kissing,kissing,"Major milestones in the cultural, scientific, and social history of kissing.",society,18,2011,year,Anthropologists compare kissing cultures,Global survey highlights societies without romantic kissing.,4,Global,,Smithsonian,https://www.smithsonianmag.com/science-nature/why-do-we-kiss-90782579/,0.85,science;anthropology
Timeline of Kissing,kissing,"Major milestones in the cultural, scientific, and social history of kissing.",society,19,2020,year,COVID-19 reduces greeting kisses,Pandemic restrictions transform daily greeting customs.,5,Global,,WHO,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19-how-is-it-transmitted,0.98,pandemic;society
Timeline of Kissing,kissing,"Major milestones in the cultural, scientific, and social history of kissing.",society,20,2023,year,Genetic studies revisit kissing origins,Researchers link kissing to bonding and sensory selection.,3,Global,,Nature,https://www.nature.com/articles/d41586-023-02372-7,0.9,science;biology
Timeline of Pencils,pencils,Major milestones in the history of pencil manufacture and writing culture.,technology,1,1564,year,Borrowdale graphite discovered,A major graphite deposit enables early pencil production.,5,England,,Britannica,https://www.britannica.com/technology/pencil-writing-instrument,0.95,technology;writing
Timeline of Pencils,pencils,Major milestones in the history of pencil manufacture and writing culture.,technology,2,1565,year,First known graphite sticks wrapped,Simple holders protect graphite for marking.,4,England,,Britannica,https://www.britannica.com/technology/pencil-writing-instrument,0.95,technology;writing
Timeline of Pencils,pencils,Major milestones in the history of pencil manufacture and writing culture.,technology,3,1662,year,Nuremberg pencil craft expands,German workshops become major pencil producers.,4,Nuremberg,,Britannica,https://www.britannica.com/place/Nuremberg,0.9,industry;germany
Timeline of Pencils,pencils,Major milestones in the history of pencil manufacture and writing culture.,technology,4,1761,year,Faber pencil workshop founded,A future global pencil firm begins production.,5,Stein,,Britannica,https://www.britannica.com/topic/Faber-Castell-AG,0.95,industry;company
Timeline of Pencils,pencils,Major milestones in the history of pencil manufacture and writing culture.,technology,5,1795,year,Conté invents clay-graphite process,Mixed graphite and clay allow hardness grading.,5,France,,Britannica,https://www.britannica.com/biography/Nicolas-Jacques-Conte,0.95,invention;france
Timeline of Pencils,pencils,Major milestones in the history of pencil manufacture and writing culture.,technology,6,1812,year,First US pencil factory opens,American industrial pencil making begins.,4,Massachusetts,,Britannica,https://www.britannica.com/technology/pencil-writing-instrument,0.95,industry;united-states
Timeline of Pencils,pencils,Major milestones in the history of pencil manufacture and writing culture.,technology,7,1828,year,Thoreau family improves graphite milling,Precision methods raise American pencil quality.,4,Concord,,Britannica,https://www.britannica.com/biography/Henry-David-Thoreau,0.9,industry;writing
Timeline of Pencils,pencils,Major milestones in the history of pencil manufacture and writing culture.,technology,8,1858,year,Hymen Lipman patents eraser pencil,Eraser-tipped pencil gains patent protection.,5,United States,,Britannica,https://www.britannica.com/technology/pencil-writing-instrument,0.95,patent;writing
Timeline of Pencils,pencils,Major milestones in the history of pencil manufacture and writing culture.,technology,9,1861,year,Eberhard Faber factory established,Large-scale US branded pencil production grows.,4,New York,,Britannica,https://www.britannica.com/topic/Faber-Castell-AG,0.9,industry;brand
Timeline of Pencils,pencils,Major milestones in the history of pencil manufacture and writing culture.,technology,10,1889,year,Pencil shown at Paris Exposition,Industrial writing tools gain global attention.,3,Paris,,Britannica,https://www.britannica.com/event/Exposition-Universelle-of-1889,0.9,exhibition;technology
Timeline of Pencils,pencils,Major milestones in the history of pencil manufacture and writing culture.,technology,11,1900,year,Hexagonal pencils become standard,Factory shaping improves grip and packing.,3,Europe,,Britannica,https://www.britannica.com/technology/pencil-writing-instrument,0.9,design;industry
Timeline of Pencils,pencils,Major milestones in the history of pencil manufacture and writing culture.,technology,12,1905,year,Colored pencil mass production expands,School art materials spread internationally.,4,Germany,,Britannica,https://www.britannica.com/technology/pencil-writing-instrument,0.9,education;art
Timeline of Pencils,pencils,Major milestones in the history of pencil manufacture and writing culture.,technology,13,1913,year,Mechanical pencil patents broaden market,Refillable pencil designs reach consumers.,4,United States,,Britannica,https://www.britannica.com/technology/mechanical-pencil,0.95,invention;design
Timeline of Pencils,pencils,Major milestones in the history of pencil manufacture and writing culture.,technology,14,1938,year,Blackwing 602 introduced,Premium pencil gains later cult status.,4,United States,,Palomino,https://blackwing602.com/history/,0.8,design;brand
Timeline of Pencils,pencils,Major milestones in the history of pencil manufacture and writing culture.,technology,15,1942,year,War limits cedar supplies,Manufacturers adapt materials during wartime.,3,United States,,Britannica,https://www.britannica.com/event/World-War-II,0.85,war;industry
Timeline of Pencils,pencils,Major milestones in the history of pencil manufacture and writing culture.,technology,16,1955,year,Disposable ballpoints challenge pencils,Writing markets shift toward pens.,4,Global,,Britannica,https://www.britannica.com/technology/ballpoint-pen,0.95,technology;writing
Timeline of Pencils,pencils,Major milestones in the history of pencil manufacture and writing culture.,technology,17,1969,year,Pencils used on Apollo missions,Modified pencils accompany early space flights.,4,United States,,NASA,https://www.nasa.gov/history/apollo-spacecraft-writing-tools/,0.95,space;technology
Timeline of Pencils,pencils,Major milestones in the history of pencil manufacture and writing culture.,technology,18,1994,year,Forest certification affects cedar sourcing,Environmental standards reshape supply chains.,3,Global,,FSC,https://fsc.org/en/fsc-and-forests,0.9,environment;industry
Timeline of Pencils,pencils,Major milestones in the history of pencil manufacture and writing culture.,technology,19,2008,year,Blackwing brand revived,Classic premium pencils return to market.,3,United States,,Palomino,https://blackwing602.com/history/,0.8,brand;culture
Timeline of Pencils,pencils,Major milestones in the history of pencil manufacture and writing culture.,technology,20,2021,year,Sustainable pencil programs expand,Recycled and tree-planting pencil products grow.,3,Global,,UNEP,https://www.unep.org/,0.8,environment;education
Timeline of the Paralympic Movement,paralympic-movement,the global development of elite disability sport,sports,1,1888,year,Berlin sports club for deaf athletes founded,Berlin sports club for deaf athletes founded marks a notable milestone in the global development of elite disability sport.,4,Berlin,,Britannica,https://www.britannica.com/sports/Paralympic-Games,0.95,sports;disability
Timeline of the Paralympic Movement,paralympic-movement,the global development of elite disability sport,sports,2,1944,year,Stoke Mandeville center opens,Stoke Mandeville center opens marks a notable milestone in the global development of elite disability sport.,3,Aylesbury,,Britannica,https://www.britannica.com/sports/Paralympic-Games,0.95,sports;medicine
Timeline of the Paralympic Movement,paralympic-movement,the global development of elite disability sport,sports,3,1948,year,First Stoke Mandeville Games held,First Stoke Mandeville Games held marks a notable milestone in the global development of elite disability sport.,3,Aylesbury,,Britannica,https://www.britannica.com/sports/Paralympic-Games,0.95,sports;disability
Timeline of the Paralympic Movement,paralympic-movement,the global development of elite disability sport,sports,4,1952,year,Dutch team joins games,Dutch team joins games marks a notable milestone in the global development of elite disability sport.,3,Aylesbury,,Britannica,https://www.britannica.com/sports/Paralympic-Games,0.95,sports;europe
Timeline of the Paralympic Movement,paralympic-movement,the global development of elite disability sport,sports,5,1960,year,First Paralympic Games staged,First Paralympic Games staged marks a notable milestone in the global development of elite disability sport.,3,Rome,,Britannica,https://www.britannica.com/sports/Paralympic-Games,0.95,sports;paralympics
Timeline of the Paralympic Movement,paralympic-movement,the global development of elite disability sport,sports,6,1964,year,Tokyo hosts Paralympics,Tokyo hosts Paralympics marks a notable milestone in the global development of elite disability sport.,3,Tokyo,,Britannica,https://www.britannica.com/sports/Paralympic-Games,0.95,sports;asia
Timeline of the Paralympic Movement,paralympic-movement,the global development of elite disability sport,sports,7,1976,year,Winter Paralympics begin,Winter Paralympics begin marks a notable milestone in the global development of elite disability sport.,3,Ornskoldsvik,,Britannica,https://www.britannica.com/sports/Paralympic-Games,0.95,sports;winter
Timeline of the Paralympic Movement,paralympic-movement,the global development of elite disability sport,sports,8,1976,year,Toronto adds amputee events,Toronto adds amputee events marks a notable milestone in the global development of elite disability sport.,3,Toronto,,Britannica,https://www.britannica.com/sports/Paralympic-Games,0.95,sports;inclusion
Timeline of the Paralympic Movement,paralympic-movement,the global development of elite disability sport,sports,9,1982,year,International coordinating body formed,International coordinating body formed marks a notable milestone in the global development of elite disability sport.,3,Brussels,,Britannica,https://www.britannica.com/sports/Paralympic-Games,0.95,organization;sports
Timeline of the Paralympic Movement,paralympic-movement,the global development of elite disability sport,sports,10,1988,year,Seoul shares Olympic venues,Seoul shares Olympic venues marks a notable milestone in the global development of elite disability sport.,4,Seoul,,Britannica,https://www.britannica.com/sports/Paralympic-Games,0.95,sports;olympics
Timeline of the Paralympic Movement,paralympic-movement,the global development of elite disability sport,sports,11,1989,year,IPC founded,IPC founded marks a notable milestone in the global development of elite disability sport.,3,Bonn,,Britannica,https://www.britannica.com/sports/Paralympic-Games,0.95,organization;paralympics
Timeline of the Paralympic Movement,paralympic-movement,the global development of elite disability sport,sports,12,1992,year,Barcelona expands media coverage,Barcelona expands media coverage marks a notable milestone in the global development of elite disability sport.,3,Barcelona,,Britannica,https://www.britannica.com/sports/Paralympic-Games,0.95,media;sports
Timeline of the Paralympic Movement,paralympic-movement,the global development of elite disability sport,sports,13,2001,year,Host city agreement signed,Host city agreement signed marks a notable milestone in the global development of elite disability sport.,3,Lausanne,,Britannica,https://www.britannica.com/sports/Paralympic-Games,0.95,organization;olympics
Timeline of the Paralympic Movement,paralympic-movement,the global development of elite disability sport,sports,14,2008,year,Beijing Paralympics reach large audience,Beijing Paralympics reach large audience marks a notable milestone in the global development of elite disability sport.,3,Beijing,,Britannica,https://www.britannica.com/sports/Paralympic-Games,0.95,media;asia
Timeline of the Paralympic Movement,paralympic-movement,the global development of elite disability sport,sports,15,2012,year,London boosts public profile,London boosts public profile marks a notable milestone in the global development of elite disability sport.,3,London,,Britannica,https://www.britannica.com/sports/Paralympic-Games,0.95,sports;britain
Timeline of the Paralympic Movement,paralympic-movement,the global development of elite disability sport,sports,16,2016,year,Refugee representation highlighted,Refugee representation highlighted marks a notable milestone in the global development of elite disability sport.,3,Rio de Janeiro,,Britannica,https://www.britannica.com/sports/Paralympic-Games,0.95,sports;rights
Timeline of the Paralympic Movement,paralympic-movement,the global development of elite disability sport,sports,17,2021,year,Tokyo Games delayed by pandemic,Tokyo Games delayed by pandemic marks a notable milestone in the global development of elite disability sport.,3,Tokyo,,Britannica,https://www.britannica.com/sports/Paralympic-Games,0.95,pandemic;sports
Timeline of the Paralympic Movement,paralympic-movement,the global development of elite disability sport,sports,18,2022,year,Beijing Winter accessibility focus,Beijing Winter accessibility focus marks a notable milestone in the global development of elite disability sport.,3,Beijing,,Britannica,https://www.britannica.com/sports/Paralympic-Games,0.95,winter;accessibility
Timeline of the Paralympic Movement,paralympic-movement,the global development of elite disability sport,sports,19,2024,year,Paris plans urban accessibility legacy,Paris plans urban accessibility legacy marks a notable milestone in the global development of elite disability sport.,3,Paris,,Britannica,https://www.britannica.com/sports/Paralympic-Games,0.95,city;sports
Timeline of the Paralympic Movement,paralympic-movement,the global development of elite disability sport,sports,20,2028,year,Los Angeles preparations begin,Los Angeles preparations begin marks a notable milestone in the global development of elite disability sport.,4,Los Angeles,,Britannica,https://www.britannica.com/sports/Paralympic-Games,0.95,planning;sports
Timeline of the History of Democracy,democracy-global-history,major milestones in democratic development,politics,1,508 BCE,year,Athenian reforms of Cleisthenes,Athenian reforms of Cleisthenes marks a notable milestone in major milestones in democratic development.,4,Athens,,Britannica,https://www.britannica.com/topic/democracy,0.95,democracy;greece
Timeline of the History of Democracy,democracy-global-history,major milestones in democratic development,politics,2,1215,year,Magna Carta sealed,Magna Carta sealed marks a notable milestone in major milestones in democratic development.,3,Runnymede,,Britannica,https://www.britannica.com/topic/democracy,0.95,law;rights
Timeline of the History of Democracy,democracy-global-history,major milestones in democratic development,politics,3,1265,year,English Parliament summoned,English Parliament summoned marks a notable milestone in major milestones in democratic development.,3,London,,Britannica,https://www.britannica.com/topic/democracy,0.95,parliament;england
Timeline of the History of Democracy,democracy-global-history,major milestones in democratic development,politics,4,1649,year,English republic declared,English republic declared marks a notable milestone in major milestones in democratic development.,3,London,,Britannica,https://www.britannica.com/topic/democracy,0.95,revolution;england
Timeline of the History of Democracy,democracy-global-history,major milestones in democratic development,politics,5,1689,year,Bill of Rights enacted,Bill of Rights enacted marks a notable milestone in major milestones in democratic development.,3,London,,Britannica,https://www.britannica.com/topic/democracy,0.95,law;rights
Timeline of the History of Democracy,democracy-global-history,major milestones in democratic development,politics,6,1776,year,American Declaration adopted,American Declaration adopted marks a notable milestone in major milestones in democratic development.,3,Philadelphia,,Britannica,https://www.britannica.com/topic/democracy,0.95,revolution;rights
Timeline of the History of Democracy,democracy-global-history,major milestones in democratic development,politics,7,1789,year,French National Assembly transforms sovereignty,French National Assembly transforms sovereignty marks a notable milestone in major milestones in democratic development.,3,Paris,,Britannica,https://www.britannica.com/topic/democracy,0.95,revolution;france
Timeline of the History of Democracy,democracy-global-history,major milestones in democratic development,politics,8,1804,year,Haiti declares independence,Haiti declares independence marks a notable milestone in major milestones in democratic development.,3,Gonaives,,Britannica,https://www.britannica.com/topic/democracy,0.95,rights;haiti
Timeline of the History of Democracy,democracy-global-history,major milestones in democratic development,politics,9,1832,year,Reform Act widens electorate,Reform Act widens electorate marks a notable milestone in major milestones in democratic development.,3,London,,Britannica,https://www.britannica.com/topic/democracy,0.95,reform;britain
Timeline of the History of Democracy,democracy-global-history,major milestones in democratic development,politics,10,1848,year,European revolutions demand representation,European revolutions demand representation marks a notable milestone in major milestones in democratic development.,4,Europe,,Britannica,https://www.britannica.com/topic/democracy,0.95,revolution;europe
Timeline of the History of Democracy,democracy-global-history,major milestones in democratic development,politics,11,1867,year,Second Reform Act passes,Second Reform Act passes marks a notable milestone in major milestones in democratic development.,3,London,,Britannica,https://www.britannica.com/topic/democracy,0.95,reform;britain
Timeline of the History of Democracy,democracy-global-history,major milestones in democratic development,politics,12,1893,year,New Zealand women vote nationally,New Zealand women vote nationally marks a notable milestone in major milestones in democratic development.,3,Wellington,,Britannica,https://www.britannica.com/topic/democracy,0.95,women;rights
Timeline of the History of Democracy,democracy-global-history,major milestones in democratic development,politics,13,1918,year,Many women gain vote in Britain,Many women gain vote in Britain marks a notable milestone in major milestones in democratic development.,3,London,,Britannica,https://www.britannica.com/topic/democracy,0.95,women;rights
Timeline of the History of Democracy,democracy-global-history,major milestones in democratic development,politics,14,1945,year,UN Charter affirms self-government,UN Charter affirms self-government marks a notable milestone in major milestones in democratic development.,3,San Francisco,,Britannica,https://www.britannica.com/topic/democracy,0.95,organization;rights
Timeline of the History of Democracy,democracy-global-history,major milestones in democratic development,politics,15,1948,year,Universal Declaration adopted,Universal Declaration adopted marks a notable milestone in major milestones in democratic development.,3,Paris,,Britannica,https://www.britannica.com/topic/democracy,0.95,rights;un
Timeline of the History of Democracy,democracy-global-history,major milestones in democratic development,politics,16,1974,year,Portugal restores electoral democracy,Portugal restores electoral democracy marks a notable milestone in major milestones in democratic development.,3,Lisbon,,Britannica,https://www.britannica.com/topic/democracy,0.95,transition;europe
Timeline of the History of Democracy,democracy-global-history,major milestones in democratic development,politics,17,1989,year,Eastern bloc transitions accelerate,Eastern bloc transitions accelerate marks a notable milestone in major milestones in democratic development.,3,Berlin,,Britannica,https://www.britannica.com/topic/democracy,0.95,transition;europe
Timeline of the History of Democracy,democracy-global-history,major milestones in democratic development,politics,18,1994,year,South Africa holds inclusive election,South Africa holds inclusive election marks a notable milestone in major milestones in democratic development.,3,Pretoria,,Britannica,https://www.britannica.com/topic/democracy,0.95,rights;africa
Timeline of the History of Democracy,democracy-global-history,major milestones in democratic development,politics,19,2011,year,Arab protest movements demand accountability,Arab protest movements demand accountability marks a notable milestone in major milestones in democratic development.,3,Cairo,,Britannica,https://www.britannica.com/topic/democracy,0.95,protest;politics
Timeline of the History of Democracy,democracy-global-history,major milestones in democratic development,politics,20,2021,year,Global democracy monitoring intensifies,Global democracy monitoring intensifies marks a notable milestone in major milestones in democratic development.,4,Global,,Britannica,https://www.britannica.com/topic/democracy,0.95,monitoring;politics
Timeline of Ocean Conservation,ocean-conservation,major milestones in marine protection,environment,1,1872,year,Yellowstone inspires conservation thinking,Yellowstone inspires conservation thinking marks a notable milestone in major milestones in marine protection.,4,United States,,Britannica,https://www.britannica.com/science/marine-conservation,0.95,environment;conservation
Timeline of Ocean Conservation,ocean-conservation,major milestones in marine protection,environment,2,1946,year,International Whaling Commission created,International Whaling Commission created marks a notable milestone in major milestones in marine protection.,3,Washington,,Britannica,https://www.britannica.com/science/marine-conservation,0.95,organization;marine
Timeline of Ocean Conservation,ocean-conservation,major milestones in marine protection,environment,3,1958,year,High seas conventions signed,High seas conventions signed marks a notable milestone in major milestones in marine protection.,3,Geneva,,Britannica,https://www.britannica.com/science/marine-conservation,0.95,law;ocean
Timeline of Ocean Conservation,ocean-conservation,major milestones in marine protection,environment,4,1961,year,WWF founded,WWF founded marks a notable milestone in major milestones in marine protection.,3,Morges,,Britannica,https://www.britannica.com/science/marine-conservation,0.95,organization;environment
Timeline of Ocean Conservation,ocean-conservation,major milestones in marine protection,environment,5,1972,year,London Convention signed,London Convention signed marks a notable milestone in major milestones in marine protection.,3,London,,Britannica,https://www.britannica.com/science/marine-conservation,0.95,law;pollution
Timeline of Ocean Conservation,ocean-conservation,major milestones in marine protection,environment,6,1982,year,UNCLOS adopted,UNCLOS adopted marks a notable milestone in major milestones in marine protection.,3,Montego Bay,,Britannica,https://www.britannica.com/science/marine-conservation,0.95,law;ocean
Timeline of Ocean Conservation,ocean-conservation,major milestones in marine protection,environment,7,1986,year,Commercial whaling moratorium begins,Commercial whaling moratorium begins marks a notable milestone in major milestones in marine protection.,3,Global,,Britannica,https://www.britannica.com/science/marine-conservation,0.95,marine;law
Timeline of Ocean Conservation,ocean-conservation,major milestones in marine protection,environment,8,1992,year,Rio Summit advances marine agenda,Rio Summit advances marine agenda marks a notable milestone in major milestones in marine protection.,3,Rio de Janeiro,,Britannica,https://www.britannica.com/science/marine-conservation,0.95,environment;un
Timeline of Ocean Conservation,ocean-conservation,major milestones in marine protection,environment,9,1997,year,Great Pacific Garbage Patch identified,Great Pacific Garbage Patch identified marks a notable milestone in major milestones in marine protection.,3,Pacific Ocean,,Britannica,https://www.britannica.com/science/marine-conservation,0.95,pollution;science
Timeline of Ocean Conservation,ocean-conservation,major milestones in marine protection,environment,10,2000,year,Coral bleaching alarms intensify,Coral bleaching alarms intensify marks a notable milestone in major milestones in marine protection.,4,Global,,Britannica,https://www.britannica.com/science/marine-conservation,0.95,climate;reef
Timeline of Ocean Conservation,ocean-conservation,major milestones in marine protection,environment,11,2004,year,Marine protected areas expand sharply,Marine protected areas expand sharply marks a notable milestone in major milestones in marine protection.,3,Global,,Britannica,https://www.britannica.com/science/marine-conservation,0.95,conservation;marine
Timeline of Ocean Conservation,ocean-conservation,major milestones in marine protection,environment,12,2006,year,Papahanaumokuakea declared,Papahanaumokuakea declared marks a notable milestone in major milestones in marine protection.,3,Hawaii,,Britannica,https://www.britannica.com/science/marine-conservation,0.95,protected-area;marine
Timeline of Ocean Conservation,ocean-conservation,major milestones in marine protection,environment,13,2010,year,Deepwater Horizon spill response reforms,Deepwater Horizon spill response reforms marks a notable milestone in major milestones in marine protection.,3,Gulf of Mexico,,Britannica,https://www.britannica.com/science/marine-conservation,0.95,oil;environment
Timeline of Ocean Conservation,ocean-conservation,major milestones in marine protection,environment,14,2015,year,Paris climate accord aids oceans,Paris climate accord aids oceans marks a notable milestone in major milestones in marine protection.,3,Paris,,Britannica,https://www.britannica.com/science/marine-conservation,0.95,climate;policy
Timeline of Ocean Conservation,ocean-conservation,major milestones in marine protection,environment,15,2016,year,Ross Sea reserve agreed,Ross Sea reserve agreed marks a notable milestone in major milestones in marine protection.,3,Antarctica,,Britannica,https://www.britannica.com/science/marine-conservation,0.95,protected-area;antarctica
Timeline of Ocean Conservation,ocean-conservation,major milestones in marine protection,environment,16,2018,year,Plastic ban movements spread,Plastic ban movements spread marks a notable milestone in major milestones in marine protection.,3,Global,,Britannica,https://www.britannica.com/science/marine-conservation,0.95,plastic;policy
Timeline of Ocean Conservation,ocean-conservation,major milestones in marine protection,environment,17,2021,year,UN decade of ocean science starts,UN decade of ocean science starts marks a notable milestone in major milestones in marine protection.,3,Global,,Britannica,https://www.britannica.com/science/marine-conservation,0.95,science;un
Timeline of Ocean Conservation,ocean-conservation,major milestones in marine protection,environment,18,2022,year,High seas treaty talks advance,High seas treaty talks advance marks a notable milestone in major milestones in marine protection.,3,New York,,Britannica,https://www.britannica.com/science/marine-conservation,0.95,law;un
Timeline of Ocean Conservation,ocean-conservation,major milestones in marine protection,environment,19,2023,year,High seas treaty adopted,High seas treaty adopted marks a notable milestone in major milestones in marine protection.,3,New York,,Britannica,https://www.britannica.com/science/marine-conservation,0.95,law;ocean
Timeline of Ocean Conservation,ocean-conservation,major milestones in marine protection,environment,20,2024,year,Deep-sea mining debate intensifies,Deep-sea mining debate intensifies marks a notable milestone in major milestones in marine protection.,4,Global,,Britannica,https://www.britannica.com/science/marine-conservation,0.95,mining;policy
Timeline of Antibiotics,antibiotics,major milestones in antibiotic discovery and use,science,1,1909,year,Salvarsan introduced,Salvarsan introduced marks a notable milestone in major milestones in antibiotic discovery and use.,4,Germany,,Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;chemistry
Timeline of Antibiotics,antibiotics,major milestones in antibiotic discovery and use,science,2,1928,year,Penicillin observed,Penicillin observed marks a notable milestone in major milestones in antibiotic discovery and use.,3,London,,Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;discovery
Timeline of Antibiotics,antibiotics,major milestones in antibiotic discovery and use,science,3,1932,year,Prontosil developed,Prontosil developed marks a notable milestone in major milestones in antibiotic discovery and use.,3,Germany,,Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;chemistry
Timeline of Antibiotics,antibiotics,major milestones in antibiotic discovery and use,science,4,1940,year,Penicillin purified for mice,Penicillin purified for mice marks a notable milestone in major milestones in antibiotic discovery and use.,3,Oxford,,Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;research
Timeline of Antibiotics,antibiotics,major milestones in antibiotic discovery and use,science,5,1941,year,First penicillin patient treated,First penicillin patient treated marks a notable milestone in major milestones in antibiotic discovery and use.,3,Oxford,,Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;hospital
Timeline of Antibiotics,antibiotics,major milestones in antibiotic discovery and use,science,6,1943,year,Streptomycin discovered,Streptomycin discovered marks a notable milestone in major milestones in antibiotic discovery and use.,3,United States,,Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;discovery
Timeline of Antibiotics,antibiotics,major milestones in antibiotic discovery and use,science,7,1945,year,Penicillin mass production celebrated,Penicillin mass production celebrated marks a notable milestone in major milestones in antibiotic discovery and use.,3,Global,,Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;industry
Timeline of Antibiotics,antibiotics,major milestones in antibiotic discovery and use,science,8,1948,year,Chloramphenicol introduced,Chloramphenicol introduced marks a notable milestone in major milestones in antibiotic discovery and use.,3,United States,,Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;drug
Timeline of Antibiotics,antibiotics,major milestones in antibiotic discovery and use,science,9,1952,year,Erythromycin isolated,Erythromycin isolated marks a notable milestone in major milestones in antibiotic discovery and use.,3,Philippines,,Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;drug
