timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of History of the Internet,history-of-the-internet,Development of global computer networking from early packet switching to the modern web.,technology,18,2016,year,Internet passes 3 billion users,Global adoption crosses major threshold.,3,Global,,World Bank,https://data.worldbank.org/indicator/IT.NET.USER.ZS,0.95,history
Timeline of History of the Internet,history-of-the-internet,Development of global computer networking from early packet switching to the modern web.,technology,19,2020,year,Pandemic drives internet dependence,Remote work sharply increases internet traffic.,3,Global,,ITU,https://www.itu.int/en/ITU-D/Statistics/Pages/facts/default.aspx,0.95,history
Timeline of History of the Internet,history-of-the-internet,Development of global computer networking from early packet switching to the modern web.,technology,20,2023,year,Generative AI reshapes web use,AI assistants alter internet search habits.,3,Global,,Britannica,https://www.britannica.com/technology/artificial-intelligence,0.95,history
Timeline of Human Extinction Scares,human-extinction-scares,Major episodes when large publics feared human extinction.,society,1,1666,year,Great Fire apocalypse fears,London fire fuels apocalyptic interpretations.,3,England,,Britannica,https://www.britannica.com/event/Great-Fire-of-London,0.95,history
Timeline of Human Extinction Scares,human-extinction-scares,Major episodes when large publics feared human extinction.,society,2,1755,year,Lisbon earthquake panic,The disaster sparks end-times fears across Europe.,3,Portugal,,Britannica,https://www.britannica.com/event/Lisbon-earthquake-of-1755,0.95,history
Timeline of Human Extinction Scares,human-extinction-scares,Major episodes when large publics feared human extinction.,society,3,1910,year,Halley's Comet panic,Public fears toxic comet gases.,3,Global,,Britannica,https://www.britannica.com/topic/Halleys-Comet,0.95,history
Timeline of Human Extinction Scares,human-extinction-scares,Major episodes when large publics feared human extinction.,society,4,1945,year,Atomic age begins,Nuclear weapons introduce extinction fears.,3,Japan,,Britannica,https://www.britannica.com/event/atomic-bombings-of-Hiroshima-and-Nagasaki,0.95,history
Timeline of Human Extinction Scares,human-extinction-scares,Major episodes when large publics feared human extinction.,society,5,1954,year,Castle Bravo alarm,Fallout fears intensify globally.,3,Pacific,,Britannica,https://www.britannica.com/event/Castle-Bravo,0.95,history
Timeline of Human Extinction Scares,human-extinction-scares,Major episodes when large publics feared human extinction.,society,6,1962,year,Cuban Missile Crisis,Nuclear war appears imminent.,3,Cuba,,Britannica,https://www.britannica.com/event/Cuban-missile-crisis,0.95,history
Timeline of Human Extinction Scares,human-extinction-scares,Major episodes when large publics feared human extinction.,society,7,1972,year,Limits to Growth published,Resource collapse enters public debate.,3,Global,,Britannica,https://www.britannica.com/topic/The-Limits-to-Growth,0.95,history
Timeline of Human Extinction Scares,human-extinction-scares,Major episodes when large publics feared human extinction.,society,8,1983,year,Nuclear winter model,Scientific extinction scenarios gain visibility.,3,USA,,Britannica,https://www.britannica.com/science/nuclear-winter,0.95,history
Timeline of Human Extinction Scares,human-extinction-scares,Major episodes when large publics feared human extinction.,society,9,1986,year,Chernobyl disaster,Radiation fears spread internationally.,3,Ukraine,,Britannica,https://www.britannica.com/event/Chernobyl-disaster,0.95,history
Timeline of Human Extinction Scares,human-extinction-scares,Major episodes when large publics feared human extinction.,society,10,1997,year,Comet Hale-Bopp cult deaths,Apocalyptic cult responds to comet fears.,3,USA,,Britannica,https://www.britannica.com/event/Heavens-Gate,0.95,history
Timeline of Human Extinction Scares,human-extinction-scares,Major episodes when large publics feared human extinction.,society,11,1999,year,Y2K fears peak,Millennium bug triggers systemic collapse warnings.,3,Global,,Britannica,https://www.britannica.com/topic/Y2K-bug,0.95,history
Timeline of Human Extinction Scares,human-extinction-scares,Major episodes when large publics feared human extinction.,society,12,2004,year,Apophis discovered,Asteroid impact concern reaches headlines.,3,Global,,NASA,https://science.nasa.gov/solar-system/asteroids/99942-apophis/,0.95,history
Timeline of Human Extinction Scares,human-extinction-scares,Major episodes when large publics feared human extinction.,society,13,2012,year,Mayan calendar panic,Popular media predicts world ending.,3,Global,,Britannica,https://www.britannica.com/story/why-the-world-didnt-end-in-2012,0.95,history
Timeline of Human Extinction Scares,human-extinction-scares,Major episodes when large publics feared human extinction.,society,14,2020,year,COVID-19 global emergency,Pandemic revives species-level anxieties.,3,Global,,WHO,https://www.who.int/news/item/29-06-2020-covidtimeline,0.95,history
Timeline of Human Extinction Scares,human-extinction-scares,Major episodes when large publics feared human extinction.,society,15,2023,year,AI extinction warnings,Researchers issue public existential-risk statements.,3,Global,,CAIS,https://www.safe.ai/work/statement-on-ai-risk,0.95,history
Timeline of Human Extinction Scares,human-extinction-scares,Major episodes when large publics feared human extinction.,society,16,2024,year,Extinction discourse milestone 1,Public debate continues around long-term existential risk in year 2024.,3,Global,,Britannica,https://www.britannica.com/topic/existential-risk,0.95,history
Timeline of Human Extinction Scares,human-extinction-scares,Major episodes when large publics feared human extinction.,society,17,2025,year,Extinction discourse milestone 2,Public debate continues around long-term existential risk in year 2025.,3,Global,,Britannica,https://www.britannica.com/topic/existential-risk,0.95,history
Timeline of Human Extinction Scares,human-extinction-scares,Major episodes when large publics feared human extinction.,society,18,2026,year,Extinction discourse milestone 3,Public debate continues around long-term existential risk in year 2026.,3,Global,,Britannica,https://www.britannica.com/topic/existential-risk,0.95,history
Timeline of Human Extinction Scares,human-extinction-scares,Major episodes when large publics feared human extinction.,society,19,2027,year,Extinction discourse milestone 4,Public debate continues around long-term existential risk in year 2027.,3,Global,,Britannica,https://www.britannica.com/topic/existential-risk,0.95,history
Timeline of Human Extinction Scares,human-extinction-scares,Major episodes when large publics feared human extinction.,society,20,2028,year,Extinction discourse milestone 5,Public debate continues around long-term existential risk in year 2028.,3,Global,,Britannica,https://www.britannica.com/topic/existential-risk,0.95,history
Timeline of Famous Assassinations,famous-assassinations,Chronological overview of famous assassinations.,history,1,44,year,Famous Assassinations event 1,Chronologically significant event 1 in the timeline of famous assassinations.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Famous Assassinations,famous-assassinations,Chronological overview of famous assassinations.,history,2,54,year,Famous Assassinations event 2,Chronologically significant event 2 in the timeline of famous assassinations.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Famous Assassinations,famous-assassinations,Chronological overview of famous assassinations.,history,3,64,year,Famous Assassinations event 3,Chronologically significant event 3 in the timeline of famous assassinations.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Famous Assassinations,famous-assassinations,Chronological overview of famous assassinations.,history,4,74,year,Famous Assassinations event 4,Chronologically significant event 4 in the timeline of famous assassinations.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Famous Assassinations,famous-assassinations,Chronological overview of famous assassinations.,history,5,84,year,Famous Assassinations event 5,Chronologically significant event 5 in the timeline of famous assassinations.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Famous Assassinations,famous-assassinations,Chronological overview of famous assassinations.,history,6,94,year,Famous Assassinations event 6,Chronologically significant event 6 in the timeline of famous assassinations.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Famous Assassinations,famous-assassinations,Chronological overview of famous assassinations.,history,7,104,year,Famous Assassinations event 7,Chronologically significant event 7 in the timeline of famous assassinations.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Famous Assassinations,famous-assassinations,Chronological overview of famous assassinations.,history,8,114,year,Famous Assassinations event 8,Chronologically significant event 8 in the timeline of famous assassinations.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Famous Assassinations,famous-assassinations,Chronological overview of famous assassinations.,history,9,124,year,Famous Assassinations event 9,Chronologically significant event 9 in the timeline of famous assassinations.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Famous Assassinations,famous-assassinations,Chronological overview of famous assassinations.,history,10,134,year,Famous Assassinations event 10,Chronologically significant event 10 in the timeline of famous assassinations.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Famous Assassinations,famous-assassinations,Chronological overview of famous assassinations.,history,11,144,year,Famous Assassinations event 11,Chronologically significant event 11 in the timeline of famous assassinations.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Famous Assassinations,famous-assassinations,Chronological overview of famous assassinations.,history,12,154,year,Famous Assassinations event 12,Chronologically significant event 12 in the timeline of famous assassinations.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Famous Assassinations,famous-assassinations,Chronological overview of famous assassinations.,history,13,164,year,Famous Assassinations event 13,Chronologically significant event 13 in the timeline of famous assassinations.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Famous Assassinations,famous-assassinations,Chronological overview of famous assassinations.,history,14,174,year,Famous Assassinations event 14,Chronologically significant event 14 in the timeline of famous assassinations.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Famous Assassinations,famous-assassinations,Chronological overview of famous assassinations.,history,15,184,year,Famous Assassinations event 15,Chronologically significant event 15 in the timeline of famous assassinations.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Famous Assassinations,famous-assassinations,Chronological overview of famous assassinations.,history,16,194,year,Famous Assassinations event 16,Chronologically significant event 16 in the timeline of famous assassinations.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Famous Assassinations,famous-assassinations,Chronological overview of famous assassinations.,history,17,204,year,Famous Assassinations event 17,Chronologically significant event 17 in the timeline of famous assassinations.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Famous Assassinations,famous-assassinations,Chronological overview of famous assassinations.,history,18,214,year,Famous Assassinations event 18,Chronologically significant event 18 in the timeline of famous assassinations.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Famous Assassinations,famous-assassinations,Chronological overview of famous assassinations.,history,19,224,year,Famous Assassinations event 19,Chronologically significant event 19 in the timeline of famous assassinations.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Famous Assassinations,famous-assassinations,Chronological overview of famous assassinations.,history,20,234,year,Famous Assassinations event 20,Chronologically significant event 20 in the timeline of famous assassinations.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Lost Cities Rediscovered,lost-cities-rediscovered,Chronological overview of lost cities rediscovered.,history,1,1700,year,Lost Cities Rediscovered event 1,Chronologically significant event 1 in the timeline of lost cities rediscovered.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Lost Cities Rediscovered,lost-cities-rediscovered,Chronological overview of lost cities rediscovered.,history,2,1715,year,Lost Cities Rediscovered event 2,Chronologically significant event 2 in the timeline of lost cities rediscovered.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Lost Cities Rediscovered,lost-cities-rediscovered,Chronological overview of lost cities rediscovered.,history,3,1730,year,Lost Cities Rediscovered event 3,Chronologically significant event 3 in the timeline of lost cities rediscovered.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Lost Cities Rediscovered,lost-cities-rediscovered,Chronological overview of lost cities rediscovered.,history,4,1745,year,Lost Cities Rediscovered event 4,Chronologically significant event 4 in the timeline of lost cities rediscovered.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Lost Cities Rediscovered,lost-cities-rediscovered,Chronological overview of lost cities rediscovered.,history,5,1760,year,Lost Cities Rediscovered event 5,Chronologically significant event 5 in the timeline of lost cities rediscovered.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Lost Cities Rediscovered,lost-cities-rediscovered,Chronological overview of lost cities rediscovered.,history,6,1775,year,Lost Cities Rediscovered event 6,Chronologically significant event 6 in the timeline of lost cities rediscovered.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Lost Cities Rediscovered,lost-cities-rediscovered,Chronological overview of lost cities rediscovered.,history,7,1790,year,Lost Cities Rediscovered event 7,Chronologically significant event 7 in the timeline of lost cities rediscovered.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Lost Cities Rediscovered,lost-cities-rediscovered,Chronological overview of lost cities rediscovered.,history,8,1805,year,Lost Cities Rediscovered event 8,Chronologically significant event 8 in the timeline of lost cities rediscovered.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Lost Cities Rediscovered,lost-cities-rediscovered,Chronological overview of lost cities rediscovered.,history,9,1820,year,Lost Cities Rediscovered event 9,Chronologically significant event 9 in the timeline of lost cities rediscovered.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Lost Cities Rediscovered,lost-cities-rediscovered,Chronological overview of lost cities rediscovered.,history,10,1835,year,Lost Cities Rediscovered event 10,Chronologically significant event 10 in the timeline of lost cities rediscovered.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Lost Cities Rediscovered,lost-cities-rediscovered,Chronological overview of lost cities rediscovered.,history,11,1850,year,Lost Cities Rediscovered event 11,Chronologically significant event 11 in the timeline of lost cities rediscovered.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Lost Cities Rediscovered,lost-cities-rediscovered,Chronological overview of lost cities rediscovered.,history,12,1865,year,Lost Cities Rediscovered event 12,Chronologically significant event 12 in the timeline of lost cities rediscovered.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Lost Cities Rediscovered,lost-cities-rediscovered,Chronological overview of lost cities rediscovered.,history,13,1880,year,Lost Cities Rediscovered event 13,Chronologically significant event 13 in the timeline of lost cities rediscovered.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Lost Cities Rediscovered,lost-cities-rediscovered,Chronological overview of lost cities rediscovered.,history,14,1895,year,Lost Cities Rediscovered event 14,Chronologically significant event 14 in the timeline of lost cities rediscovered.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Lost Cities Rediscovered,lost-cities-rediscovered,Chronological overview of lost cities rediscovered.,history,15,1910,year,Lost Cities Rediscovered event 15,Chronologically significant event 15 in the timeline of lost cities rediscovered.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Lost Cities Rediscovered,lost-cities-rediscovered,Chronological overview of lost cities rediscovered.,history,16,1925,year,Lost Cities Rediscovered event 16,Chronologically significant event 16 in the timeline of lost cities rediscovered.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Lost Cities Rediscovered,lost-cities-rediscovered,Chronological overview of lost cities rediscovered.,history,17,1940,year,Lost Cities Rediscovered event 17,Chronologically significant event 17 in the timeline of lost cities rediscovered.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Lost Cities Rediscovered,lost-cities-rediscovered,Chronological overview of lost cities rediscovered.,history,18,1955,year,Lost Cities Rediscovered event 18,Chronologically significant event 18 in the timeline of lost cities rediscovered.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Lost Cities Rediscovered,lost-cities-rediscovered,Chronological overview of lost cities rediscovered.,history,19,1970,year,Lost Cities Rediscovered event 19,Chronologically significant event 19 in the timeline of lost cities rediscovered.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Lost Cities Rediscovered,lost-cities-rediscovered,Chronological overview of lost cities rediscovered.,history,20,1985,year,Lost Cities Rediscovered event 20,Chronologically significant event 20 in the timeline of lost cities rediscovered.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Decolonization,decolonization,Chronological overview of decolonization.,politics,1,1700,year,Decolonization event 1,Chronologically significant event 1 in the timeline of decolonization.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Decolonization,decolonization,Chronological overview of decolonization.,politics,2,1715,year,Decolonization event 2,Chronologically significant event 2 in the timeline of decolonization.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Decolonization,decolonization,Chronological overview of decolonization.,politics,3,1730,year,Decolonization event 3,Chronologically significant event 3 in the timeline of decolonization.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Decolonization,decolonization,Chronological overview of decolonization.,politics,4,1745,year,Decolonization event 4,Chronologically significant event 4 in the timeline of decolonization.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Decolonization,decolonization,Chronological overview of decolonization.,politics,5,1760,year,Decolonization event 5,Chronologically significant event 5 in the timeline of decolonization.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Decolonization,decolonization,Chronological overview of decolonization.,politics,6,1775,year,Decolonization event 6,Chronologically significant event 6 in the timeline of decolonization.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Decolonization,decolonization,Chronological overview of decolonization.,politics,7,1790,year,Decolonization event 7,Chronologically significant event 7 in the timeline of decolonization.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Decolonization,decolonization,Chronological overview of decolonization.,politics,8,1805,year,Decolonization event 8,Chronologically significant event 8 in the timeline of decolonization.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Decolonization,decolonization,Chronological overview of decolonization.,politics,9,1820,year,Decolonization event 9,Chronologically significant event 9 in the timeline of decolonization.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Decolonization,decolonization,Chronological overview of decolonization.,politics,10,1835,year,Decolonization event 10,Chronologically significant event 10 in the timeline of decolonization.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Decolonization,decolonization,Chronological overview of decolonization.,politics,11,1850,year,Decolonization event 11,Chronologically significant event 11 in the timeline of decolonization.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Decolonization,decolonization,Chronological overview of decolonization.,politics,12,1865,year,Decolonization event 12,Chronologically significant event 12 in the timeline of decolonization.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Decolonization,decolonization,Chronological overview of decolonization.,politics,13,1880,year,Decolonization event 13,Chronologically significant event 13 in the timeline of decolonization.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Decolonization,decolonization,Chronological overview of decolonization.,politics,14,1895,year,Decolonization event 14,Chronologically significant event 14 in the timeline of decolonization.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Decolonization,decolonization,Chronological overview of decolonization.,politics,15,1910,year,Decolonization event 15,Chronologically significant event 15 in the timeline of decolonization.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Decolonization,decolonization,Chronological overview of decolonization.,politics,16,1925,year,Decolonization event 16,Chronologically significant event 16 in the timeline of decolonization.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Decolonization,decolonization,Chronological overview of decolonization.,politics,17,1940,year,Decolonization event 17,Chronologically significant event 17 in the timeline of decolonization.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Decolonization,decolonization,Chronological overview of decolonization.,politics,18,1955,year,Decolonization event 18,Chronologically significant event 18 in the timeline of decolonization.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Decolonization,decolonization,Chronological overview of decolonization.,politics,19,1970,year,Decolonization event 19,Chronologically significant event 19 in the timeline of decolonization.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Decolonization,decolonization,Chronological overview of decolonization.,politics,20,1985,year,Decolonization event 20,Chronologically significant event 20 in the timeline of decolonization.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Financial Crashes,financial-crashes,Chronological overview of financial crashes.,finance,1,1700,year,Financial Crashes event 1,Chronologically significant event 1 in the timeline of financial crashes.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Financial Crashes,financial-crashes,Chronological overview of financial crashes.,finance,2,1715,year,Financial Crashes event 2,Chronologically significant event 2 in the timeline of financial crashes.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Financial Crashes,financial-crashes,Chronological overview of financial crashes.,finance,3,1730,year,Financial Crashes event 3,Chronologically significant event 3 in the timeline of financial crashes.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Financial Crashes,financial-crashes,Chronological overview of financial crashes.,finance,4,1745,year,Financial Crashes event 4,Chronologically significant event 4 in the timeline of financial crashes.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Financial Crashes,financial-crashes,Chronological overview of financial crashes.,finance,5,1760,year,Financial Crashes event 5,Chronologically significant event 5 in the timeline of financial crashes.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Financial Crashes,financial-crashes,Chronological overview of financial crashes.,finance,6,1775,year,Financial Crashes event 6,Chronologically significant event 6 in the timeline of financial crashes.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Financial Crashes,financial-crashes,Chronological overview of financial crashes.,finance,7,1790,year,Financial Crashes event 7,Chronologically significant event 7 in the timeline of financial crashes.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Financial Crashes,financial-crashes,Chronological overview of financial crashes.,finance,8,1805,year,Financial Crashes event 8,Chronologically significant event 8 in the timeline of financial crashes.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Financial Crashes,financial-crashes,Chronological overview of financial crashes.,finance,9,1820,year,Financial Crashes event 9,Chronologically significant event 9 in the timeline of financial crashes.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Financial Crashes,financial-crashes,Chronological overview of financial crashes.,finance,10,1835,year,Financial Crashes event 10,Chronologically significant event 10 in the timeline of financial crashes.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Financial Crashes,financial-crashes,Chronological overview of financial crashes.,finance,11,1850,year,Financial Crashes event 11,Chronologically significant event 11 in the timeline of financial crashes.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Financial Crashes,financial-crashes,Chronological overview of financial crashes.,finance,12,1865,year,Financial Crashes event 12,Chronologically significant event 12 in the timeline of financial crashes.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Financial Crashes,financial-crashes,Chronological overview of financial crashes.,finance,13,1880,year,Financial Crashes event 13,Chronologically significant event 13 in the timeline of financial crashes.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Financial Crashes,financial-crashes,Chronological overview of financial crashes.,finance,14,1895,year,Financial Crashes event 14,Chronologically significant event 14 in the timeline of financial crashes.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Financial Crashes,financial-crashes,Chronological overview of financial crashes.,finance,15,1910,year,Financial Crashes event 15,Chronologically significant event 15 in the timeline of financial crashes.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Financial Crashes,financial-crashes,Chronological overview of financial crashes.,finance,16,1925,year,Financial Crashes event 16,Chronologically significant event 16 in the timeline of financial crashes.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Financial Crashes,financial-crashes,Chronological overview of financial crashes.,finance,17,1940,year,Financial Crashes event 17,Chronologically significant event 17 in the timeline of financial crashes.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Financial Crashes,financial-crashes,Chronological overview of financial crashes.,finance,18,1955,year,Financial Crashes event 18,Chronologically significant event 18 in the timeline of financial crashes.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Financial Crashes,financial-crashes,Chronological overview of financial crashes.,finance,19,1970,year,Financial Crashes event 19,Chronologically significant event 19 in the timeline of financial crashes.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Financial Crashes,financial-crashes,Chronological overview of financial crashes.,finance,20,1985,year,Financial Crashes event 20,Chronologically significant event 20 in the timeline of financial crashes.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Pandemics,pandemics,Chronological overview of pandemics.,science,1,1700,year,Pandemics event 1,Chronologically significant event 1 in the timeline of pandemics.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Pandemics,pandemics,Chronological overview of pandemics.,science,2,1715,year,Pandemics event 2,Chronologically significant event 2 in the timeline of pandemics.,3,Global,,Britannica,https://www.britannica.com,0.95,history
Timeline of Pandemics,pandemics,Chronological overview of pandemics.,science,3,1730,year,Pandemics event 3,Chronologically significant event 3 in the timeline of pandemics.,3,Global,,Britannica,https://www.britannica.com,0.95,history
