timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of the History of Railways,history-of-railways,"A timeline of major milestones in the development of railways, from early wagonways to high-speed and magnetic-levitation rail transport.",technology,11,1883,year,Orient Express begins service,"The Orient Express starts running between Paris and eastern Europe, becoming an emblem of luxury international rail travel.",3,Europe,,Encyclopaedia Britannica,https://www.britannica.com/technology/railroad,0.95,railways;culture
Timeline of the History of Railways,history-of-railways,"A timeline of major milestones in the development of railways, from early wagonways to high-speed and magnetic-levitation rail transport.",technology,12,1890,year,City and South London Railway electrifies deep-level transit,The City and South London Railway opens as the first successful deep-level electric underground railway.,4,"London, United Kingdom",,Encyclopaedia Britannica,https://www.britannica.com/technology/railroad,0.95,railways;electricity
Timeline of the History of Railways,history-of-railways,"A timeline of major milestones in the development of railways, from early wagonways to high-speed and magnetic-levitation rail transport.",technology,13,1904-10-27,day,New York City subway opens,"New York opens its first subway line, expanding the model of rapid urban rail transit on a massive scale.",4,"New York City, United States",,Encyclopaedia Britannica,https://www.britannica.com/technology/railroad,0.95,railways;urbanization
Timeline of the History of Railways,history-of-railways,"A timeline of major milestones in the development of railways, from early wagonways to high-speed and magnetic-levitation rail transport.",technology,14,1934,year,Zephyr showcases streamlined diesel rail travel,The Burlington Zephyr demonstrates the commercial promise of streamlined diesel-powered passenger trains.,3,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/railroad,0.95,railways;design
Timeline of the History of Railways,history-of-railways,"A timeline of major milestones in the development of railways, from early wagonways to high-speed and magnetic-levitation rail transport.",technology,15,1964-10-01,day,Shinkansen begins high-speed service,"Japan opens the Tokaido Shinkansen between Tokyo and Osaka, inaugurating the modern age of high-speed rail.",5,Japan,,Encyclopaedia Britannica,https://www.britannica.com/technology/railroad,0.95,railways;technology
Timeline of the History of Railways,history-of-railways,"A timeline of major milestones in the development of railways, from early wagonways to high-speed and magnetic-levitation rail transport.",technology,16,1981-09-27,day,TGV enters service in France,"France launches Train a Grande Vitesse service, helping to globalize high-speed rail as a transport model.",5,France,,Encyclopaedia Britannica,https://www.britannica.com/technology/railroad,0.95,railways;technology
Timeline of the History of Railways,history-of-railways,"A timeline of major milestones in the development of railways, from early wagonways to high-speed and magnetic-levitation rail transport.",technology,17,1994-11-14,day,Channel Tunnel opens to rail traffic,"The Channel Tunnel opens, creating a fixed rail link between Great Britain and continental Europe.",5,United Kingdom and France,,Encyclopaedia Britannica,https://www.britannica.com/technology/railroad,0.95,railways;infrastructure
Timeline of the History of Railways,history-of-railways,"A timeline of major milestones in the development of railways, from early wagonways to high-speed and magnetic-levitation rail transport.",technology,18,2003,year,Shanghai maglev opens,Shanghai begins commercial operation of a high-speed magnetic-levitation rail line.,4,"Shanghai, China",,Encyclopaedia Britannica,https://www.britannica.com/technology/railroad,0.95,railways;engineering
Timeline of the History of Railways,history-of-railways,"A timeline of major milestones in the development of railways, from early wagonways to high-speed and magnetic-levitation rail transport.",technology,19,2008-08-01,day,Beijing-Tianjin high-speed railway opens,"China opens a dedicated high-speed line between Beijing and Tianjin, a major step in the rapid expansion of its national network.",4,China,,Encyclopaedia Britannica,https://www.britannica.com/technology/railroad,0.95,railways;infrastructure
Timeline of the History of Railways,history-of-railways,"A timeline of major milestones in the development of railways, from early wagonways to high-speed and magnetic-levitation rail transport.",technology,20,2022-05-24,day,Elizabeth line opens in London,"London opens the Elizabeth line, one of Europe's largest recent urban rail projects and a major addition to cross-city rail capacity.",3,"London, United Kingdom",,Encyclopaedia Britannica,https://www.britannica.com/technology/railroad,0.95,railways;urbanization
Timeline of the Theory of Evolution,theory-of-evolution,"A timeline of major milestones in the development of evolutionary theory, from early classification and transformist ideas to modern genetics and genomic evidence.",science,1,1735,year,Linnaeus publishes Systema Naturae,"Carl Linnaeus introduces a systematic method of classifying living things, shaping later debates about commonality and difference among species.",3,Sweden,,Encyclopaedia Britannica,https://www.britannica.com/science/evolution-scientific-theory,0.95,science;biology
Timeline of the Theory of Evolution,theory-of-evolution,"A timeline of major milestones in the development of evolutionary theory, from early classification and transformist ideas to modern genetics and genomic evidence.",science,2,1749,year,Buffon begins Histoire naturelle,"Georges-Louis Leclerc, comte de Buffon, publishes the first volumes of Histoire naturelle and questions fixed views of species and Earth's age.",3,France,,Encyclopaedia Britannica,https://www.britannica.com/science/evolution-scientific-theory,0.95,science;biology
Timeline of the Theory of Evolution,theory-of-evolution,"A timeline of major milestones in the development of evolutionary theory, from early classification and transformist ideas to modern genetics and genomic evidence.",science,3,1794,year,Erasmus Darwin publishes Zoonomia,Erasmus Darwin presents early evolutionary ideas about the transformation of living forms.,2,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/science/evolution-scientific-theory,0.95,science;evolution
Timeline of the Theory of Evolution,theory-of-evolution,"A timeline of major milestones in the development of evolutionary theory, from early classification and transformist ideas to modern genetics and genomic evidence.",science,4,1798,year,Malthus publishes Essay on Population,Thomas Robert Malthus's essay later influences Charles Darwin's thinking about competition and survival.,4,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/science/evolution-scientific-theory,0.95,science;demography
Timeline of the Theory of Evolution,theory-of-evolution,"A timeline of major milestones in the development of evolutionary theory, from early classification and transformist ideas to modern genetics and genomic evidence.",science,5,1809,year,Lamarck publishes Philosophie zoologique,Jean-Baptiste Lamarck offers one of the first coherent theories of species transformation.,4,France,,Encyclopaedia Britannica,https://www.britannica.com/science/evolution-scientific-theory,0.95,science;evolution
Timeline of the Theory of Evolution,theory-of-evolution,"A timeline of major milestones in the development of evolutionary theory, from early classification and transformist ideas to modern genetics and genomic evidence.",science,6,1830,year,Lyell begins Principles of Geology,"Charles Lyell argues for gradual geological change over deep time, strengthening the temporal framework needed for evolution.",4,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/science/evolution-scientific-theory,0.95,science;geology
Timeline of the Theory of Evolution,theory-of-evolution,"A timeline of major milestones in the development of evolutionary theory, from early classification and transformist ideas to modern genetics and genomic evidence.",science,7,1831-12-27,day,Darwin sails on HMS Beagle,"Charles Darwin departs on the Beagle voyage, gathering observations that later contribute to his theory of evolution by natural selection.",5,"Plymouth, England",,Encyclopaedia Britannica,https://www.britannica.com/science/evolution-scientific-theory,0.95,science;exploration
Timeline of the Theory of Evolution,theory-of-evolution,"A timeline of major milestones in the development of evolutionary theory, from early classification and transformist ideas to modern genetics and genomic evidence.",science,8,1838,year,Darwin formulates natural selection,"After reading Malthus, Darwin develops the core idea of natural selection as a mechanism of evolutionary change.",5,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/science/evolution-scientific-theory,0.95,science;evolution
Timeline of the Theory of Evolution,theory-of-evolution,"A timeline of major milestones in the development of evolutionary theory, from early classification and transformist ideas to modern genetics and genomic evidence.",science,9,1858-07-01,day,Darwin and Wallace papers are presented,Papers by Charles Darwin and Alfred Russel Wallace on natural selection are presented to the Linnean Society of London.,5,"London, United Kingdom",,Encyclopaedia Britannica,https://www.britannica.com/science/evolution-scientific-theory,0.95,science;evolution
Timeline of the Theory of Evolution,theory-of-evolution,"A timeline of major milestones in the development of evolutionary theory, from early classification and transformist ideas to modern genetics and genomic evidence.",science,10,1859-11-24,day,On the Origin of Species is published,"Darwin publishes On the Origin of Species, the foundational text of modern evolutionary biology.",5,"London, United Kingdom",,Encyclopaedia Britannica,https://www.britannica.com/science/evolution-scientific-theory,0.95,science;evolution
Timeline of the Theory of Evolution,theory-of-evolution,"A timeline of major milestones in the development of evolutionary theory, from early classification and transformist ideas to modern genetics and genomic evidence.",science,11,1865,year,Mendel presents work on inheritance,"Gregor Mendel reports experimental results on inheritance in pea plants, laying a foundation for later evolutionary genetics.",5,Brno,,Encyclopaedia Britannica,https://www.britannica.com/science/evolution-scientific-theory,0.95,science;genetics
Timeline of the Theory of Evolution,theory-of-evolution,"A timeline of major milestones in the development of evolutionary theory, from early classification and transformist ideas to modern genetics and genomic evidence.",science,12,1883,year,Weismann advances germ-plasm theory,August Weismann argues against the inheritance of acquired characteristics and strengthens a heredity-based account of evolution.,3,Germany,,Encyclopaedia Britannica,https://www.britannica.com/science/evolution-scientific-theory,0.95,science;genetics
Timeline of the Theory of Evolution,theory-of-evolution,"A timeline of major milestones in the development of evolutionary theory, from early classification and transformist ideas to modern genetics and genomic evidence.",science,13,1900,year,Mendel's work is rediscovered,"Researchers including Hugo de Vries, Carl Correns, and Erich von Tschermak revive Mendelian genetics, reshaping evolutionary debate.",4,Europe,,Encyclopaedia Britannica,https://www.britannica.com/science/evolution-scientific-theory,0.95,science;genetics
Timeline of the Theory of Evolution,theory-of-evolution,"A timeline of major milestones in the development of evolutionary theory, from early classification and transformist ideas to modern genetics and genomic evidence.",science,14,1908,year,Hardy-Weinberg principle is formulated,"G. H. Hardy and Wilhelm Weinberg show how allele frequencies behave under ideal conditions, creating a baseline for population genetics.",4,United Kingdom and Germany,,Encyclopaedia Britannica,https://www.britannica.com/science/evolution-scientific-theory,0.95,science;genetics
Timeline of the Theory of Evolution,theory-of-evolution,"A timeline of major milestones in the development of evolutionary theory, from early classification and transformist ideas to modern genetics and genomic evidence.",science,15,1918,year,Fisher unites Mendelian genetics and biometrics,R. A. Fisher's work on the correlation between relatives helps bridge discrete inheritance and continuous variation.,4,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/science/evolution-scientific-theory,0.95,science;genetics
Timeline of the Theory of Evolution,theory-of-evolution,"A timeline of major milestones in the development of evolutionary theory, from early classification and transformist ideas to modern genetics and genomic evidence.",science,16,1930,year,Fisher publishes The Genetical Theory of Natural Selection,Fisher deepens the mathematical basis of evolutionary theory and helps establish population genetics.,4,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/science/evolution-scientific-theory,0.95,science;evolution
Timeline of the Theory of Evolution,theory-of-evolution,"A timeline of major milestones in the development of evolutionary theory, from early classification and transformist ideas to modern genetics and genomic evidence.",science,17,1937,year,Dobzhansky publishes Genetics and the Origin of Species,Theodosius Dobzhansky's book becomes a central text in the modern evolutionary synthesis.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/science/evolution-scientific-theory,0.95,science;evolution
Timeline of the Theory of Evolution,theory-of-evolution,"A timeline of major milestones in the development of evolutionary theory, from early classification and transformist ideas to modern genetics and genomic evidence.",science,18,1942,year,Huxley names the modern synthesis,"Julian Huxley publishes Evolution: The Modern Synthesis, consolidating genetics, systematics, and natural selection into a common framework.",5,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/science/evolution-scientific-theory,0.95,science;evolution
Timeline of the Theory of Evolution,theory-of-evolution,"A timeline of major milestones in the development of evolutionary theory, from early classification and transformist ideas to modern genetics and genomic evidence.",science,19,1953,year,DNA double helix is described,"James Watson and Francis Crick, drawing on key evidence including Rosalind Franklin's work, describe the structure of DNA and transform evolutionary biology.",5,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/science/evolution-scientific-theory,0.95,science;genetics
Timeline of the Theory of Evolution,theory-of-evolution,"A timeline of major milestones in the development of evolutionary theory, from early classification and transformist ideas to modern genetics and genomic evidence.",science,20,1968,year,Kimura proposes neutral theory,"Motoo Kimura introduces the neutral theory of molecular evolution, expanding debate over the causes of genetic change.",4,Japan,,Encyclopaedia Britannica,https://www.britannica.com/science/evolution-scientific-theory,0.95,science;evolution
Timeline of the Labor Movement,labor-movement,"A timeline of major milestones in the development of organized labor, trade unionism, and workers' rights in the modern world.",society,1,1768,year,New York journeymen tailors strike,Journeymen tailors in New York stage one of the earliest recorded worker strikes in North America.,2,"New York City, United States",,Encyclopaedia Britannica,https://www.britannica.com/money/organized-labor,0.95,labor;rights
Timeline of the Labor Movement,labor-movement,"A timeline of major milestones in the development of organized labor, trade unionism, and workers' rights in the modern world.",society,2,1799,year,Britain passes the Combination Act,"The British government outlaws combinations of workers, seeking to suppress collective labor action.",3,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/money/organized-labor,0.95,labor;law
Timeline of the Labor Movement,labor-movement,"A timeline of major milestones in the development of organized labor, trade unionism, and workers' rights in the modern world.",society,3,1824,year,Combination Acts are repealed,"Britain repeals the Combination Acts, opening greater legal space for trade union activity.",4,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/money/organized-labor,0.95,labor;law
Timeline of the Labor Movement,labor-movement,"A timeline of major milestones in the development of organized labor, trade unionism, and workers' rights in the modern world.",society,4,1834,year,Tolpuddle Martyrs are convicted,"Six agricultural laborers are convicted for forming a friendly society, turning their case into an international labor cause.",4,"Dorset, England",,Encyclopaedia Britannica,https://www.britannica.com/money/organized-labor,0.95,labor;rights
Timeline of the Labor Movement,labor-movement,"A timeline of major milestones in the development of organized labor, trade unionism, and workers' rights in the modern world.",society,5,1842,year,Plug Plot strikes spread in Britain,A wave of strikes and protests by industrial workers links political reform demands with labor grievances.,3,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/money/organized-labor,0.95,labor;protest
Timeline of the Labor Movement,labor-movement,"A timeline of major milestones in the development of organized labor, trade unionism, and workers' rights in the modern world.",society,6,1864-09-28,day,First International is founded,The International Workingmen's Association is established in London to coordinate labor and socialist movements across borders.,4,"London, United Kingdom",,Encyclopaedia Britannica,https://www.britannica.com/money/organized-labor,0.95,labor;internationalism
Timeline of the Labor Movement,labor-movement,"A timeline of major milestones in the development of organized labor, trade unionism, and workers' rights in the modern world.",society,7,1866,year,National Labor Union is created,"Delegates in the United States organize the National Labor Union, an early national federation of workers.",3,United States,,Encyclopaedia Britannica,https://www.britannica.com/money/organized-labor,0.95,labor;unionism
Timeline of the Labor Movement,labor-movement,"A timeline of major milestones in the development of organized labor, trade unionism, and workers' rights in the modern world.",society,8,1869,year,Knights of Labor are founded,The Noble and Holy Order of the Knights of Labor begins as a major inclusive labor organization in the United States.,4,"Philadelphia, United States",,Encyclopaedia Britannica,https://www.britannica.com/money/organized-labor,0.95,labor;unionism
Timeline of the Labor Movement,labor-movement,"A timeline of major milestones in the development of organized labor, trade unionism, and workers' rights in the modern world.",society,9,1886-05-04,day,Haymarket affair shocks labor politics,Violence at a labor rally in Chicago after the Haymarket bombing becomes a defining event in global labor history.,5,"Chicago, United States",,Encyclopaedia Britannica,https://www.britannica.com/money/organized-labor,0.95,labor;protest
Timeline of the Labor Movement,labor-movement,"A timeline of major milestones in the development of organized labor, trade unionism, and workers' rights in the modern world.",society,10,1886-12,month,American Federation of Labor is formed,Craft unions establish the American Federation of Labor under Samuel Gompers.,5,"Columbus, United States",,Encyclopaedia Britannica,https://www.britannica.com/money/organized-labor,0.95,labor;unionism
Timeline of the Labor Movement,labor-movement,"A timeline of major milestones in the development of organized labor, trade unionism, and workers' rights in the modern world.",society,11,1894,year,Pullman Strike disrupts U.S. rail traffic,"The Pullman Strike becomes a major confrontation between organized labor, employers, and the federal government.",4,United States,,Encyclopaedia Britannica,https://www.britannica.com/money/organized-labor,0.95,labor;industry
Timeline of the Labor Movement,labor-movement,"A timeline of major milestones in the development of organized labor, trade unionism, and workers' rights in the modern world.",society,12,1905,year,Industrial Workers of the World is founded,The IWW is established in Chicago with a vision of industrial unionism that crosses trades and skill divisions.,4,"Chicago, United States",,Encyclopaedia Britannica,https://www.britannica.com/money/organized-labor,0.95,labor;unionism
Timeline of the Labor Movement,labor-movement,"A timeline of major milestones in the development of organized labor, trade unionism, and workers' rights in the modern world.",society,13,1911-03-25,day,Triangle Shirtwaist fire intensifies reform,The Triangle Shirtwaist Factory fire kills 146 people and strengthens demands for labor regulation and workplace safety.,5,"New York City, United States",,Encyclopaedia Britannica,https://www.britannica.com/money/organized-labor,0.95,labor;safety
Timeline of the Labor Movement,labor-movement,"A timeline of major milestones in the development of organized labor, trade unionism, and workers' rights in the modern world.",society,14,1919,year,International Labour Organization is established,The Treaty of Versailles creates the International Labour Organization to promote labor standards internationally.,5,"Paris, France",,Encyclopaedia Britannica,https://www.britannica.com/money/organized-labor,0.95,labor;internationalism
Timeline of the Labor Movement,labor-movement,"A timeline of major milestones in the development of organized labor, trade unionism, and workers' rights in the modern world.",society,15,1935-07-05,day,Wagner Act becomes law,The U.S. National Labor Relations Act protects collective bargaining and creates a federal framework for union elections.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/money/organized-labor,0.95,labor;law
Timeline of the Labor Movement,labor-movement,"A timeline of major milestones in the development of organized labor, trade unionism, and workers' rights in the modern world.",society,16,1935-11,month,Congress of Industrial Organizations emerges,The CIO takes shape to organize mass-production industries and expand industrial unionism.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/money/organized-labor,0.95,labor;unionism
Timeline of the Labor Movement,labor-movement,"A timeline of major milestones in the development of organized labor, trade unionism, and workers' rights in the modern world.",society,17,1936-12,month,Flint sit-down strike begins,Workers at General Motors plants in Flint launch a sit-down strike that becomes a landmark labor victory.,5,"Michigan, United States",,Encyclopaedia Britannica,https://www.britannica.com/money/organized-labor,0.95,labor;industry
Timeline of the Labor Movement,labor-movement,"A timeline of major milestones in the development of organized labor, trade unionism, and workers' rights in the modern world.",society,18,1947-06-23,day,Taft-Hartley Act restricts union power,"The U.S. Congress passes the Taft-Hartley Act over President Truman's veto, curbing parts of organized labor's legal power.",4,United States,,Encyclopaedia Britannica,https://www.britannica.com/money/organized-labor,0.95,labor;law
Timeline of the Labor Movement,labor-movement,"A timeline of major milestones in the development of organized labor, trade unionism, and workers' rights in the modern world.",society,19,1955-12-05,day,AFL and CIO merge,"The AFL and CIO merge into a single federation, consolidating much of organized labor in the United States.",4,"New York City, United States",,Encyclopaedia Britannica,https://www.britannica.com/money/organized-labor,0.95,labor;unionism
Timeline of the Labor Movement,labor-movement,"A timeline of major milestones in the development of organized labor, trade unionism, and workers' rights in the modern world.",society,20,1980-08,month,Gdansk strikes lead to Solidarity,"Strikes at the Lenin Shipyard help give rise to Solidarity, a major independent trade union movement in communist Eastern Europe.",5,"Gdansk, Poland",,Encyclopaedia Britannica,https://www.britannica.com/money/organized-labor,0.95,labor;politics
Timeline of Robotics,robotics,"A timeline of major milestones in the history of robotics, from early automata to industrial, service, and planetary robots.",technology,1,c. 350 BCE,approximate,Archytas is credited with a mechanical pigeon,"Ancient accounts describe Archytas of Tarentum as creating a steam- or air-powered wooden pigeon, an early automaton tradition.",1,Tarentum,,Encyclopaedia Britannica,https://www.britannica.com/technology/robot-technology,0.95,robotics;engineering
Timeline of Robotics,robotics,"A timeline of major milestones in the history of robotics, from early automata to industrial, service, and planetary robots.",technology,2,1206,year,Al-Jazari describes programmable automata,Al-Jazari's Book of Knowledge of Ingenious Mechanical Devices includes sophisticated automata and water-powered mechanisms.,3,Upper Mesopotamia,,Encyclopaedia Britannica,https://www.britannica.com/technology/robot-technology,0.95,robotics;engineering
Timeline of Robotics,robotics,"A timeline of major milestones in the history of robotics, from early automata to industrial, service, and planetary robots.",technology,3,1495,year,Leonardo designs a mechanical knight,"Leonardo da Vinci sketches a humanoid mechanical knight, showing the enduring ambition to imitate human motion.",2,Italy,,Encyclopaedia Britannica,https://www.britannica.com/technology/robot-technology,0.95,robotics;design
Timeline of Robotics,robotics,"A timeline of major milestones in the history of robotics, from early automata to industrial, service, and planetary robots.",technology,4,1738,year,Vaucanson builds celebrated automata,"Jacques de Vaucanson presents mechanical figures, including his famous duck, demonstrating advanced eighteenth-century automaton design.",3,France,,Encyclopaedia Britannica,https://www.britannica.com/technology/robot-technology,0.95,robotics;engineering
Timeline of Robotics,robotics,"A timeline of major milestones in the history of robotics, from early automata to industrial, service, and planetary robots.",technology,5,1801,year,Jacquard loom uses punched cards,Joseph-Marie Jacquard's loom automates weaving patterns and foreshadows later machine programmability.,4,France,,Encyclopaedia Britannica,https://www.britannica.com/technology/robot-technology,0.95,robotics;automation
Timeline of Robotics,robotics,"A timeline of major milestones in the history of robotics, from early automata to industrial, service, and planetary robots.",technology,6,1921,year,R.U.R. introduces the word robot,Karel Capek's play R.U.R. popularizes the term robot in modern culture.,5,Czechoslovakia,,Encyclopaedia Britannica,https://www.britannica.com/technology/robot-technology,0.95,robotics;culture
Timeline of Robotics,robotics,"A timeline of major milestones in the history of robotics, from early automata to industrial, service, and planetary robots.",technology,7,1942,year,Asimov formulates the Three Laws of Robotics,"Isaac Asimov introduces the Three Laws, profoundly shaping public and ethical discussions of robots.",4,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/robot-technology,0.95,robotics;ethics
Timeline of Robotics,robotics,"A timeline of major milestones in the history of robotics, from early automata to industrial, service, and planetary robots.",technology,8,1948,year,Grey Walter builds autonomous tortoises,William Grey Walter creates simple autonomous mobile robots that react to light and obstacles.,4,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/technology/robot-technology,0.95,robotics;automation
Timeline of Robotics,robotics,"A timeline of major milestones in the history of robotics, from early automata to industrial, service, and planetary robots.",technology,9,1954,year,George Devol patents a programmable manipulator,"George Devol patents a programmable article-transfer device, a key step toward industrial robotics.",5,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/robot-technology,0.95,robotics;industry
Timeline of Robotics,robotics,"A timeline of major milestones in the history of robotics, from early automata to industrial, service, and planetary robots.",technology,10,1961,year,Unimate begins work at General Motors,Unimate becomes the first industrial robot installed on a factory production line.,5,"New Jersey, United States",,Encyclopaedia Britannica,https://www.britannica.com/technology/robot-technology,0.95,robotics;industry
Timeline of Robotics,robotics,"A timeline of major milestones in the history of robotics, from early automata to industrial, service, and planetary robots.",technology,11,1966,year,Shakey project begins,"Researchers at SRI launch work on Shakey, an early mobile robot able to perceive and reason about its environment.",5,"California, United States",,Encyclopaedia Britannica,https://www.britannica.com/technology/robot-technology,0.95,robotics;ai
Timeline of Robotics,robotics,"A timeline of major milestones in the history of robotics, from early automata to industrial, service, and planetary robots.",technology,12,1973,year,WABOT-1 is unveiled,"Waseda University introduces WABOT-1, often described as the first full-scale humanoid robot.",4,"Tokyo, Japan",,Encyclopaedia Britannica,https://www.britannica.com/technology/robot-technology,0.95,robotics;humanoids
Timeline of Robotics,robotics,"A timeline of major milestones in the history of robotics, from early automata to industrial, service, and planetary robots.",technology,13,1985,year,PUMA 560 is used in surgery,"A PUMA robotic arm is used in a surgical procedure, signaling the future importance of medical robotics.",4,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/robot-technology,0.95,robotics;medicine
Timeline of Robotics,robotics,"A timeline of major milestones in the history of robotics, from early automata to industrial, service, and planetary robots.",technology,14,1986,year,Honda begins humanoid robotics program,Honda starts a long-term research program that eventually produces the ASIMO humanoid robot line.,3,Japan,,Encyclopaedia Britannica,https://www.britannica.com/technology/robot-technology,0.95,robotics;humanoids
Timeline of Robotics,robotics,"A timeline of major milestones in the history of robotics, from early automata to industrial, service, and planetary robots.",technology,15,1997,year,Sojourner explores Mars,"NASA's Sojourner rover operates on Mars, proving the value of robotic planetary exploration.",5,Mars,,Encyclopaedia Britannica,https://www.britannica.com/technology/robot-technology,0.95,robotics;space
Timeline of Robotics,robotics,"A timeline of major milestones in the history of robotics, from early automata to industrial, service, and planetary robots.",technology,16,2000,year,ASIMO is introduced,"Honda unveils ASIMO, a widely recognized humanoid robot capable of walking and interacting in structured settings.",4,Japan,,Encyclopaedia Britannica,https://www.britannica.com/technology/robot-technology,0.95,robotics;humanoids
Timeline of Robotics,robotics,"A timeline of major milestones in the history of robotics, from early automata to industrial, service, and planetary robots.",technology,17,2002,year,Roomba enters consumer markets,The Roomba helps normalize domestic service robots for mass consumers.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/robot-technology,0.95,robotics;consumer
Timeline of Robotics,robotics,"A timeline of major milestones in the history of robotics, from early automata to industrial, service, and planetary robots.",technology,18,2004,year,DARPA Grand Challenge accelerates autonomous vehicles,DARPA's desert race stimulates rapid innovation in robotic navigation and self-driving systems.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/robot-technology,0.95,robotics;automation
