timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of the Korean War,korean-war,Major military and diplomatic events of the Korean War.,war,12,1952,year,Eisenhower elected,Eisenhower elected.,4,USA,,Encyclopaedia Britannica,https://www.britannica.com/event/Korean-War,0.95,war;korea;cold-war
Timeline of the Korean War,korean-war,Major military and diplomatic events of the Korean War.,war,13,1953-03,month,Stalin dies,Stalin dies.,4,Moscow,,Encyclopaedia Britannica,https://www.britannica.com/event/Korean-War,0.95,war;korea;cold-war
Timeline of the Korean War,korean-war,Major military and diplomatic events of the Korean War.,war,14,1953-04,month,Prisoner exchange begins,Prisoner exchange begins.,4,Panmunjom,,Encyclopaedia Britannica,https://www.britannica.com/event/Korean-War,0.95,war;korea;cold-war
Timeline of the Korean War,korean-war,Major military and diplomatic events of the Korean War.,war,15,1953-07-27,day,Armistice signed,Armistice signed.,4,Panmunjom,,Encyclopaedia Britannica,https://www.britannica.com/event/Korean-War,0.95,war;korea;cold-war
Timeline of the Korean War,korean-war,Major military and diplomatic events of the Korean War.,war,16,1953,year,DMZ established,DMZ established.,4,Korea,,Encyclopaedia Britannica,https://www.britannica.com/event/Korean-War,0.95,war;korea;cold-war
Timeline of the Korean War,korean-war,Major military and diplomatic events of the Korean War.,war,17,1954,year,Geneva conference held,Geneva conference held.,4,Geneva,,Encyclopaedia Britannica,https://www.britannica.com/event/Korean-War,0.95,war;korea;cold-war
Timeline of the Korean War,korean-war,Major military and diplomatic events of the Korean War.,war,18,1966,year,DMZ conflict rises,DMZ conflict rises.,4,Korea,,Encyclopaedia Britannica,https://www.britannica.com/event/Korean-War,0.95,war;korea;cold-war
Timeline of the Korean War,korean-war,Major military and diplomatic events of the Korean War.,war,19,1991,year,Both Koreas join UN,Both Koreas join UN.,4,New York,,Encyclopaedia Britannica,https://www.britannica.com/event/Korean-War,0.95,war;korea;cold-war
Timeline of the Korean War,korean-war,Major military and diplomatic events of the Korean War.,war,20,2018,year,Inter-Korean summit held,Inter-Korean summit held.,4,Panmunjom,,Encyclopaedia Britannica,https://www.britannica.com/event/Korean-War,0.95,war;korea;cold-war
Timeline of the European Union,european-union,Institutional milestones of European integration.,politics,1,1951,year,ECSC created,ECSC created.,4,Paris,,Encyclopaedia Britannica,https://www.britannica.com/topic/European-Union,0.95,europe;politics;integration
Timeline of the European Union,european-union,Institutional milestones of European integration.,politics,2,1957,year,Treaty of Rome signed,Treaty of Rome signed.,4,Rome,,Encyclopaedia Britannica,https://www.britannica.com/topic/European-Union,0.95,europe;politics;integration
Timeline of the European Union,european-union,Institutional milestones of European integration.,politics,3,1967,year,European Communities merge,European Communities merge.,4,Brussels,,Encyclopaedia Britannica,https://www.britannica.com/topic/European-Union,0.95,europe;politics;integration
Timeline of the European Union,european-union,Institutional milestones of European integration.,politics,4,1973,year,First enlargement,First enlargement.,4,Europe,,Encyclopaedia Britannica,https://www.britannica.com/topic/European-Union,0.95,europe;politics;integration
Timeline of the European Union,european-union,Institutional milestones of European integration.,politics,5,1979,year,Direct elections held,Direct elections held.,4,Europe,,Encyclopaedia Britannica,https://www.britannica.com/topic/European-Union,0.95,europe;politics;integration
Timeline of the European Union,european-union,Institutional milestones of European integration.,politics,6,1985,year,Schengen signed,Schengen signed.,4,Luxembourg,,Encyclopaedia Britannica,https://www.britannica.com/topic/European-Union,0.95,europe;politics;integration
Timeline of the European Union,european-union,Institutional milestones of European integration.,politics,7,1986,year,Single European Act,Single European Act.,4,Luxembourg,,Encyclopaedia Britannica,https://www.britannica.com/topic/European-Union,0.95,europe;politics;integration
Timeline of the European Union,european-union,Institutional milestones of European integration.,politics,8,1992,year,Maastricht Treaty signed,Maastricht Treaty signed.,4,Maastricht,,Encyclopaedia Britannica,https://www.britannica.com/topic/European-Union,0.95,europe;politics;integration
Timeline of the European Union,european-union,Institutional milestones of European integration.,politics,9,1995,year,Austria joins,Austria joins.,4,Europe,,Encyclopaedia Britannica,https://www.britannica.com/topic/European-Union,0.95,europe;politics;integration
Timeline of the European Union,european-union,Institutional milestones of European integration.,politics,10,1999,year,Euro launched,Euro launched.,4,Europe,,Encyclopaedia Britannica,https://www.britannica.com/topic/European-Union,0.95,europe;politics;integration
Timeline of the European Union,european-union,Institutional milestones of European integration.,politics,11,2002,year,Euro notes introduced,Euro notes introduced.,4,Europe,,Encyclopaedia Britannica,https://www.britannica.com/topic/European-Union,0.95,europe;politics;integration
Timeline of the European Union,european-union,Institutional milestones of European integration.,politics,12,2004,year,Eastern enlargement,Eastern enlargement.,4,Europe,,Encyclopaedia Britannica,https://www.britannica.com/topic/European-Union,0.95,europe;politics;integration
Timeline of the European Union,european-union,Institutional milestones of European integration.,politics,13,2007,year,Lisbon Treaty signed,Lisbon Treaty signed.,4,Lisbon,,Encyclopaedia Britannica,https://www.britannica.com/topic/European-Union,0.95,europe;politics;integration
Timeline of the European Union,european-union,Institutional milestones of European integration.,politics,14,2009,year,Lisbon enters force,Lisbon enters force.,4,Europe,,Encyclopaedia Britannica,https://www.britannica.com/topic/European-Union,0.95,europe;politics;integration
Timeline of the European Union,european-union,Institutional milestones of European integration.,politics,15,2012,year,EU wins Nobel Peace Prize,EU wins Nobel Peace Prize.,4,Oslo,,Encyclopaedia Britannica,https://www.britannica.com/topic/European-Union,0.95,europe;politics;integration
Timeline of the European Union,european-union,Institutional milestones of European integration.,politics,16,2016,year,Brexit referendum,Brexit referendum.,4,UK,,Encyclopaedia Britannica,https://www.britannica.com/topic/European-Union,0.95,europe;politics;integration
Timeline of the European Union,european-union,Institutional milestones of European integration.,politics,17,2020,year,UK leaves EU,UK leaves EU.,4,Europe,,Encyclopaedia Britannica,https://www.britannica.com/topic/European-Union,0.95,europe;politics;integration
Timeline of the European Union,european-union,Institutional milestones of European integration.,politics,18,2021,year,Recovery fund begins,Recovery fund begins.,4,Europe,,Encyclopaedia Britannica,https://www.britannica.com/topic/European-Union,0.95,europe;politics;integration
Timeline of the European Union,european-union,Institutional milestones of European integration.,politics,19,2022,year,Ukraine candidate status,Ukraine candidate status.,4,Brussels,,Encyclopaedia Britannica,https://www.britannica.com/topic/European-Union,0.95,europe;politics;integration
Timeline of the European Union,european-union,Institutional milestones of European integration.,politics,20,2024,year,Parliament elections held,Parliament elections held.,4,Europe,,Encyclopaedia Britannica,https://www.britannica.com/topic/European-Union,0.95,europe;politics;integration
Timeline of the History of Antibiotics,history-of-antibiotics,Scientific milestones in antibiotics.,science,1,1909,year,Salvarsan introduced,Salvarsan introduced.,4,Germany,,Encyclopaedia Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;antibiotics;science
Timeline of the History of Antibiotics,history-of-antibiotics,Scientific milestones in antibiotics.,science,2,1928,year,Penicillin observed,Penicillin observed.,4,London,,Encyclopaedia Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;antibiotics;science
Timeline of the History of Antibiotics,history-of-antibiotics,Scientific milestones in antibiotics.,science,3,1932,year,Prontosil discovered,Prontosil discovered.,4,Germany,,Encyclopaedia Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;antibiotics;science
Timeline of the History of Antibiotics,history-of-antibiotics,Scientific milestones in antibiotics.,science,4,1939,year,Penicillin purified,Penicillin purified.,4,Oxford,,Encyclopaedia Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;antibiotics;science
Timeline of the History of Antibiotics,history-of-antibiotics,Scientific milestones in antibiotics.,science,5,1941,year,First penicillin patient treated,First penicillin patient treated.,4,Oxford,,Encyclopaedia Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;antibiotics;science
Timeline of the History of Antibiotics,history-of-antibiotics,Scientific milestones in antibiotics.,science,6,1943,year,Streptomycin discovered,Streptomycin discovered.,4,USA,,Encyclopaedia Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;antibiotics;science
Timeline of the History of Antibiotics,history-of-antibiotics,Scientific milestones in antibiotics.,science,7,1945,year,Penicillin Nobel awarded,Penicillin Nobel awarded.,4,Stockholm,,Encyclopaedia Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;antibiotics;science
Timeline of the History of Antibiotics,history-of-antibiotics,Scientific milestones in antibiotics.,science,8,1948,year,Chloramphenicol introduced,Chloramphenicol introduced.,4,USA,,Encyclopaedia Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;antibiotics;science
Timeline of the History of Antibiotics,history-of-antibiotics,Scientific milestones in antibiotics.,science,9,1952,year,Erythromycin isolated,Erythromycin isolated.,4,USA,,Encyclopaedia Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;antibiotics;science
Timeline of the History of Antibiotics,history-of-antibiotics,Scientific milestones in antibiotics.,science,10,1955,year,Tetracycline expands,Tetracycline expands.,4,USA,,Encyclopaedia Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;antibiotics;science
Timeline of the History of Antibiotics,history-of-antibiotics,Scientific milestones in antibiotics.,science,11,1961,year,Methicillin introduced,Methicillin introduced.,4,UK,,Encyclopaedia Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;antibiotics;science
Timeline of the History of Antibiotics,history-of-antibiotics,Scientific milestones in antibiotics.,science,12,1967,year,Gentamicin introduced,Gentamicin introduced.,4,USA,,Encyclopaedia Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;antibiotics;science
Timeline of the History of Antibiotics,history-of-antibiotics,Scientific milestones in antibiotics.,science,13,1972,year,Vancomycin refined,Vancomycin refined.,4,USA,,Encyclopaedia Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;antibiotics;science
Timeline of the History of Antibiotics,history-of-antibiotics,Scientific milestones in antibiotics.,science,14,1980,year,Resistance concerns rise,Resistance concerns rise.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;antibiotics;science
Timeline of the History of Antibiotics,history-of-antibiotics,Scientific milestones in antibiotics.,science,15,1987,year,First carbapenem approved,First carbapenem approved.,4,USA,,Encyclopaedia Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;antibiotics;science
Timeline of the History of Antibiotics,history-of-antibiotics,Scientific milestones in antibiotics.,science,16,2000,year,Linezolid approved,Linezolid approved.,4,USA,,Encyclopaedia Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;antibiotics;science
Timeline of the History of Antibiotics,history-of-antibiotics,Scientific milestones in antibiotics.,science,17,2010,year,NDM-1 reported,NDM-1 reported.,4,India,,Encyclopaedia Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;antibiotics;science
Timeline of the History of Antibiotics,history-of-antibiotics,Scientific milestones in antibiotics.,science,18,2016,year,WHO resistance warning,WHO resistance warning.,4,Geneva,,Encyclopaedia Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;antibiotics;science
Timeline of the History of Antibiotics,history-of-antibiotics,Scientific milestones in antibiotics.,science,19,2019,year,New antibiotic incentives debated,New antibiotic incentives debated.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;antibiotics;science
Timeline of the History of Antibiotics,history-of-antibiotics,Scientific milestones in antibiotics.,science,20,2023,year,AMR surveillance expands,AMR surveillance expands.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/antibiotic,0.95,medicine;antibiotics;science
Timeline of the History of Coffee,history-of-coffee,Global milestones in coffee history.,culture,1,15th century,approximate,Coffee used in Yemen,Coffee used in Yemen.,4,Yemen,,Encyclopaedia Britannica,https://www.britannica.com/topic/coffee,0.95,coffee;culture;trade
Timeline of the History of Coffee,history-of-coffee,Global milestones in coffee history.,culture,2,1511,year,Coffee banned in Mecca,Coffee banned in Mecca.,4,Mecca,,Encyclopaedia Britannica,https://www.britannica.com/topic/coffee,0.95,coffee;culture;trade
Timeline of the History of Coffee,history-of-coffee,Global milestones in coffee history.,culture,3,1554,year,Coffeehouse opens in Istanbul,Coffeehouse opens in Istanbul.,4,Istanbul,,Encyclopaedia Britannica,https://www.britannica.com/topic/coffee,0.95,coffee;culture;trade
Timeline of the History of Coffee,history-of-coffee,Global milestones in coffee history.,culture,4,1615,year,Coffee reaches Venice,Coffee reaches Venice.,4,Venice,,Encyclopaedia Britannica,https://www.britannica.com/topic/coffee,0.95,coffee;culture;trade
Timeline of the History of Coffee,history-of-coffee,Global milestones in coffee history.,culture,5,1652,year,First London coffeehouse,First London coffeehouse.,4,London,,Encyclopaedia Britannica,https://www.britannica.com/topic/coffee,0.95,coffee;culture;trade
Timeline of the History of Coffee,history-of-coffee,Global milestones in coffee history.,culture,6,1683,year,Coffee popular in Vienna,Coffee popular in Vienna.,4,Vienna,,Encyclopaedia Britannica,https://www.britannica.com/topic/coffee,0.95,coffee;culture;trade
Timeline of the History of Coffee,history-of-coffee,Global milestones in coffee history.,culture,7,1727,year,Coffee reaches Brazil,Coffee reaches Brazil.,4,Brazil,,Encyclopaedia Britannica,https://www.britannica.com/topic/coffee,0.95,coffee;culture;trade
Timeline of the History of Coffee,history-of-coffee,Global milestones in coffee history.,culture,8,1773,year,Tea boycott boosts coffee,Tea boycott boosts coffee.,4,Boston,,Encyclopaedia Britannica,https://www.britannica.com/topic/coffee,0.95,coffee;culture;trade
Timeline of the History of Coffee,history-of-coffee,Global milestones in coffee history.,culture,9,1822,year,Espresso prototype described,Espresso prototype described.,4,France,,Encyclopaedia Britannica,https://www.britannica.com/topic/coffee,0.95,coffee;culture;trade
Timeline of the History of Coffee,history-of-coffee,Global milestones in coffee history.,culture,10,1865,year,Maxwell House origins,Maxwell House origins.,4,USA,,Encyclopaedia Britannica,https://www.britannica.com/topic/coffee,0.95,coffee;culture;trade
Timeline of the History of Coffee,history-of-coffee,Global milestones in coffee history.,culture,11,1901,year,Instant coffee patented,Instant coffee patented.,4,Japan,,Encyclopaedia Britannica,https://www.britannica.com/topic/coffee,0.95,coffee;culture;trade
Timeline of the History of Coffee,history-of-coffee,Global milestones in coffee history.,culture,12,1938,year,Nescafé launched,Nescafé launched.,4,Switzerland,,Encyclopaedia Britannica,https://www.britannica.com/topic/coffee,0.95,coffee;culture;trade
Timeline of the History of Coffee,history-of-coffee,Global milestones in coffee history.,culture,13,1971,year,Starbucks founded,Starbucks founded.,4,Seattle,,Encyclopaedia Britannica,https://www.britannica.com/topic/coffee,0.95,coffee;culture;trade
Timeline of the History of Coffee,history-of-coffee,Global milestones in coffee history.,culture,14,1984,year,Specialty coffee expands,Specialty coffee expands.,4,USA,,Encyclopaedia Britannica,https://www.britannica.com/topic/coffee,0.95,coffee;culture;trade
Timeline of the History of Coffee,history-of-coffee,Global milestones in coffee history.,culture,15,1999,year,Fair trade coffee grows,Fair trade coffee grows.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/coffee,0.95,coffee;culture;trade
Timeline of the History of Coffee,history-of-coffee,Global milestones in coffee history.,culture,16,2003,year,Third-wave movement rises,Third-wave movement rises.,4,USA,,Encyclopaedia Britannica,https://www.britannica.com/topic/coffee,0.95,coffee;culture;trade
Timeline of the History of Coffee,history-of-coffee,Global milestones in coffee history.,culture,17,2010,year,Single-origin trend expands,Single-origin trend expands.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/coffee,0.95,coffee;culture;trade
Timeline of the History of Coffee,history-of-coffee,Global milestones in coffee history.,culture,18,2015,year,Cold brew mainstreams,Cold brew mainstreams.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/coffee,0.95,coffee;culture;trade
Timeline of the History of Coffee,history-of-coffee,Global milestones in coffee history.,culture,19,2020,year,Pandemic shifts coffee retail,Pandemic shifts coffee retail.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/coffee,0.95,coffee;culture;trade
Timeline of the History of Coffee,history-of-coffee,Global milestones in coffee history.,culture,20,2023,year,Climate concerns intensify,Climate concerns intensify.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/coffee,0.95,coffee;culture;trade
Timeline of the Chernobyl Disaster,chernobyl-disaster,Chronology of the Chernobyl disaster and aftermath.,disaster,1,1986-04-25,day,Safety test begins,Safety test begins.,4,Chernobyl,,Encyclopaedia Britannica,https://www.britannica.com/event/Chernobyl-disaster,0.95,nuclear;disaster;ukraine
Timeline of the Chernobyl Disaster,chernobyl-disaster,Chronology of the Chernobyl disaster and aftermath.,disaster,2,1986-04-26,day,Reactor 4 explodes,Reactor 4 explodes.,4,Chernobyl,,Encyclopaedia Britannica,https://www.britannica.com/event/Chernobyl-disaster,0.95,nuclear;disaster;ukraine
Timeline of the Chernobyl Disaster,chernobyl-disaster,Chronology of the Chernobyl disaster and aftermath.,disaster,3,1986-04-26,day,Pripyat exposed,Pripyat exposed.,4,Pripyat,,Encyclopaedia Britannica,https://www.britannica.com/event/Chernobyl-disaster,0.95,nuclear;disaster;ukraine
Timeline of the Chernobyl Disaster,chernobyl-disaster,Chronology of the Chernobyl disaster and aftermath.,disaster,4,1986-04-27,day,Pripyat evacuated,Pripyat evacuated.,4,Pripyat,,Encyclopaedia Britannica,https://www.britannica.com/event/Chernobyl-disaster,0.95,nuclear;disaster;ukraine
Timeline of the Chernobyl Disaster,chernobyl-disaster,Chronology of the Chernobyl disaster and aftermath.,disaster,5,1986-04-28,day,Sweden detects radiation,Sweden detects radiation.,4,Sweden,,Encyclopaedia Britannica,https://www.britannica.com/event/Chernobyl-disaster,0.95,nuclear;disaster;ukraine
Timeline of the Chernobyl Disaster,chernobyl-disaster,Chronology of the Chernobyl disaster and aftermath.,disaster,6,1986-04-28,day,USSR admits accident,USSR admits accident.,4,Moscow,,Encyclopaedia Britannica,https://www.britannica.com/event/Chernobyl-disaster,0.95,nuclear;disaster;ukraine
Timeline of the Chernobyl Disaster,chernobyl-disaster,Chronology of the Chernobyl disaster and aftermath.,disaster,7,1986-05,month,Helicopter containment starts,Helicopter containment starts.,4,Chernobyl,,Encyclopaedia Britannica,https://www.britannica.com/event/Chernobyl-disaster,0.95,nuclear;disaster;ukraine
Timeline of the Chernobyl Disaster,chernobyl-disaster,Chronology of the Chernobyl disaster and aftermath.,disaster,8,1986-05,month,Firefighters die from exposure,Firefighters die from exposure.,4,Ukraine,,Encyclopaedia Britannica,https://www.britannica.com/event/Chernobyl-disaster,0.95,nuclear;disaster;ukraine
Timeline of the Chernobyl Disaster,chernobyl-disaster,Chronology of the Chernobyl disaster and aftermath.,disaster,9,1986-06,month,Sarcophagus planning begins,Sarcophagus planning begins.,4,Chernobyl,,Encyclopaedia Britannica,https://www.britannica.com/event/Chernobyl-disaster,0.95,nuclear;disaster;ukraine
Timeline of the Chernobyl Disaster,chernobyl-disaster,Chronology of the Chernobyl disaster and aftermath.,disaster,10,1986-11,month,Sarcophagus completed,Sarcophagus completed.,4,Chernobyl,,Encyclopaedia Britannica,https://www.britannica.com/event/Chernobyl-disaster,0.95,nuclear;disaster;ukraine
Timeline of the Chernobyl Disaster,chernobyl-disaster,Chronology of the Chernobyl disaster and aftermath.,disaster,11,1987,year,Plant officials tried,Plant officials tried.,4,Kyiv,,Encyclopaedia Britannica,https://www.britannica.com/event/Chernobyl-disaster,0.95,nuclear;disaster;ukraine
Timeline of the Chernobyl Disaster,chernobyl-disaster,Chronology of the Chernobyl disaster and aftermath.,disaster,12,1991,year,Reactor 2 fire,Reactor 2 fire.,4,Chernobyl,,Encyclopaedia Britannica,https://www.britannica.com/event/Chernobyl-disaster,0.95,nuclear;disaster;ukraine
Timeline of the Chernobyl Disaster,chernobyl-disaster,Chronology of the Chernobyl disaster and aftermath.,disaster,13,1996,year,Reactor 1 closes,Reactor 1 closes.,4,Chernobyl,,Encyclopaedia Britannica,https://www.britannica.com/event/Chernobyl-disaster,0.95,nuclear;disaster;ukraine
Timeline of the Chernobyl Disaster,chernobyl-disaster,Chronology of the Chernobyl disaster and aftermath.,disaster,14,2000,year,Final reactor shuts,Final reactor shuts.,4,Chernobyl,,Encyclopaedia Britannica,https://www.britannica.com/event/Chernobyl-disaster,0.95,nuclear;disaster;ukraine
Timeline of the Chernobyl Disaster,chernobyl-disaster,Chronology of the Chernobyl disaster and aftermath.,disaster,15,2006,year,20th anniversary reviews,20th anniversary reviews.,4,Ukraine,,Encyclopaedia Britannica,https://www.britannica.com/event/Chernobyl-disaster,0.95,nuclear;disaster;ukraine
Timeline of the Chernobyl Disaster,chernobyl-disaster,Chronology of the Chernobyl disaster and aftermath.,disaster,16,2011,year,New shelter moved forward,New shelter moved forward.,4,Chernobyl,,Encyclopaedia Britannica,https://www.britannica.com/event/Chernobyl-disaster,0.95,nuclear;disaster;ukraine
