timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
A History of Micronations and Self-Proclaimed States,history-of-micronations-and-self-proclaimed-states,Chronology of modern and historical micronational declarations.,history,16,2011,year,Liberland concept debated publicly,Precursor discussions emerge before formal proclamation.,1,Central Europe,,Britannica,https://www.britannica.com/topic/Principality-of-Sealand,0.92,statehood;politics
A History of Micronations and Self-Proclaimed States,history-of-micronations-and-self-proclaimed-states,Chronology of modern and historical micronational declarations.,history,17,2015,year,Liberland proclaimed,Vít Jedlička announces Liberland on disputed Danube land.,5,Danube border,,Britannica,https://www.britannica.com/topic/Principality-of-Sealand,0.92,statehood;politics
A History of Micronations and Self-Proclaimed States,history-of-micronations-and-self-proclaimed-states,Chronology of modern and historical micronational declarations.,history,18,2017,year,Hutt River tax dispute intensifies,Australian authorities pursue tax claims against Hutt River.,3,Australia,,Britannica,https://www.britannica.com/topic/Principality-of-Sealand,0.92,statehood;politics
A History of Micronations and Self-Proclaimed States,history-of-micronations-and-self-proclaimed-states,Chronology of modern and historical micronational declarations.,history,19,2020,year,Hutt River dissolved,The micronation formally closes after financial pressure.,4,Australia,,Britannica,https://www.britannica.com/topic/Principality-of-Sealand,0.92,statehood;politics
A History of Micronations and Self-Proclaimed States,history-of-micronations-and-self-proclaimed-states,Chronology of modern and historical micronational declarations.,history,20,2023,year,Sealand marks continued operation,Sealand continues as the best-known active micronation.,2,North Sea,,Britannica,https://www.britannica.com/topic/Principality-of-Sealand,0.92,statehood;politics
"A History of Famous Hoaxes, Frauds, and Historical Deceptions",history-of-famous-hoaxes-frauds-and-historical-deceptions,Chronology of famous public deceptions and forgeries.,culture,1,1450,year,Gutenberg-era forged indulgences spread,Printed documents increase opportunities for fraud.,3,Mainz,,Britannica,https://www.britannica.com/topic/Piltdown-man,0.9,fraud;media
"A History of Famous Hoaxes, Frauds, and Historical Deceptions",history-of-famous-hoaxes-frauds-and-historical-deceptions,Chronology of famous public deceptions and forgeries.,culture,2,1618,year,First major mermaid pamphlet hoax circulates,Printed curiosity culture rewards fabricated wonders.,2,Europe,,Britannica,https://www.britannica.com/topic/Piltdown-man,0.9,fraud;media
"A History of Famous Hoaxes, Frauds, and Historical Deceptions",history-of-famous-hoaxes-frauds-and-historical-deceptions,Chronology of famous public deceptions and forgeries.,culture,3,1708,year,Drake manuscript forgery appears,False travel texts are sold as authentic discoveries.,3,London,,Britannica,https://www.britannica.com/topic/Piltdown-man,0.9,fraud;media
"A History of Famous Hoaxes, Frauds, and Historical Deceptions",history-of-famous-hoaxes-frauds-and-historical-deceptions,Chronology of famous public deceptions and forgeries.,culture,4,1769,year,Macpherson Ossian controversy peaks,Epic poems spark authenticity debate.,5,Scotland,,Britannica,https://www.britannica.com/topic/Piltdown-man,0.9,fraud;media
"A History of Famous Hoaxes, Frauds, and Historical Deceptions",history-of-famous-hoaxes-frauds-and-historical-deceptions,Chronology of famous public deceptions and forgeries.,culture,5,1817,year,Princess Caraboo deception begins,A servant impersonates foreign royalty.,4,England,,Britannica,https://www.britannica.com/topic/Piltdown-man,0.9,fraud;media
"A History of Famous Hoaxes, Frauds, and Historical Deceptions",history-of-famous-hoaxes-frauds-and-historical-deceptions,Chronology of famous public deceptions and forgeries.,culture,6,1842,year,Cardiff giant precursor fraud ideas circulate,American fossil hoax culture expands.,2,USA,,Britannica,https://www.britannica.com/topic/Piltdown-man,0.9,fraud;media
"A History of Famous Hoaxes, Frauds, and Historical Deceptions",history-of-famous-hoaxes-frauds-and-historical-deceptions,Chronology of famous public deceptions and forgeries.,culture,7,1869,year,Cardiff Giant unveiled,A fake petrified giant attracts crowds.,5,"New York, USA",,Britannica,https://www.britannica.com/topic/Piltdown-man,0.9,fraud;media
"A History of Famous Hoaxes, Frauds, and Historical Deceptions",history-of-famous-hoaxes-frauds-and-historical-deceptions,Chronology of famous public deceptions and forgeries.,culture,8,1874,year,Piltdown-style forgery methods discussed,Forged antiquities gain market attention.,2,UK,,Britannica,https://www.britannica.com/topic/Piltdown-man,0.9,fraud;media
"A History of Famous Hoaxes, Frauds, and Historical Deceptions",history-of-famous-hoaxes-frauds-and-historical-deceptions,Chronology of famous public deceptions and forgeries.,culture,9,1896,year,Great moon hoax remains influential,Earlier newspaper fabrication is widely reprinted.,3,USA,,Britannica,https://www.britannica.com/topic/Piltdown-man,0.9,fraud;media
"A History of Famous Hoaxes, Frauds, and Historical Deceptions",history-of-famous-hoaxes-frauds-and-historical-deceptions,Chronology of famous public deceptions and forgeries.,culture,10,1912,year,Piltdown Man announced,A forged fossil deceives science.,5,England,,Britannica,https://www.britannica.com/topic/Piltdown-man,0.9,fraud;media
"A History of Famous Hoaxes, Frauds, and Historical Deceptions",history-of-famous-hoaxes-frauds-and-historical-deceptions,Chronology of famous public deceptions and forgeries.,culture,11,1925,year,Cottingley fairy photos endorsed,Photographs convince many believers.,5,England,,Britannica,https://www.britannica.com/topic/Piltdown-man,0.9,fraud;media
"A History of Famous Hoaxes, Frauds, and Historical Deceptions",history-of-famous-hoaxes-frauds-and-historical-deceptions,Chronology of famous public deceptions and forgeries.,culture,12,1938,year,War of the Worlds panic myth forms,Radio fiction becomes legendary as a panic story.,4,USA,,Britannica,https://www.britannica.com/topic/Piltdown-man,0.9,fraud;media
"A History of Famous Hoaxes, Frauds, and Historical Deceptions",history-of-famous-hoaxes-frauds-and-historical-deceptions,Chronology of famous public deceptions and forgeries.,culture,13,1943,year,Hitler diaries precursor forgeries circulate,Forged wartime papers enter collections.,2,Germany,,Britannica,https://www.britannica.com/topic/Piltdown-man,0.9,fraud;media
"A History of Famous Hoaxes, Frauds, and Historical Deceptions",history-of-famous-hoaxes-frauds-and-historical-deceptions,Chronology of famous public deceptions and forgeries.,culture,14,1969,year,Moon landing hoax claims begin,Conspiracy narratives appear immediately after Apollo 11.,4,USA,,Britannica,https://www.britannica.com/topic/Piltdown-man,0.9,fraud;media
"A History of Famous Hoaxes, Frauds, and Historical Deceptions",history-of-famous-hoaxes-frauds-and-historical-deceptions,Chronology of famous public deceptions and forgeries.,culture,15,1983,year,Hitler Diaries exposed,Magazine publication collapses under verification.,5,Germany,,Britannica,https://www.britannica.com/topic/Piltdown-man,0.9,fraud;media
"A History of Famous Hoaxes, Frauds, and Historical Deceptions",history-of-famous-hoaxes-frauds-and-historical-deceptions,Chronology of famous public deceptions and forgeries.,culture,16,1996,year,Alien autopsy film released,Television audiences debate authenticity.,4,UK,,Britannica,https://www.britannica.com/topic/Piltdown-man,0.9,fraud;media
"A History of Famous Hoaxes, Frauds, and Historical Deceptions",history-of-famous-hoaxes-frauds-and-historical-deceptions,Chronology of famous public deceptions and forgeries.,culture,17,2002,year,Fake Vermeer scandal revisited,Forgery scholarship expands.,2,Netherlands,,Britannica,https://www.britannica.com/topic/Piltdown-man,0.9,fraud;media
"A History of Famous Hoaxes, Frauds, and Historical Deceptions",history-of-famous-hoaxes-frauds-and-historical-deceptions,Chronology of famous public deceptions and forgeries.,culture,18,2012,year,Spanish church fresco restoration goes viral,A failed restoration is treated like a hoax online.,3,Spain,,Britannica,https://www.britannica.com/topic/Piltdown-man,0.9,fraud;media
"A History of Famous Hoaxes, Frauds, and Historical Deceptions",history-of-famous-hoaxes-frauds-and-historical-deceptions,Chronology of famous public deceptions and forgeries.,culture,19,2016,year,Fake news election hoaxes surge,Digital misinformation becomes central political issue.,5,Global,,Britannica,https://www.britannica.com/topic/Piltdown-man,0.9,fraud;media
"A History of Famous Hoaxes, Frauds, and Historical Deceptions",history-of-famous-hoaxes-frauds-and-historical-deceptions,Chronology of famous public deceptions and forgeries.,culture,20,2023,year,AI-generated image hoaxes proliferate,Synthetic media accelerates deception online.,5,Global,,Britannica,https://www.britannica.com/topic/Piltdown-man,0.9,fraud;media
"A History of Animals Elected, Appointed, or Used in Public Office",animals-in-public-office,"Chronology of a history of animals elected, appointed, or used in public office.",society,1,1800,year,Documented event 1,"Historically documented milestone associated with a history of animals elected, appointed, or used in public office.",3,Global,,Britannica,https://www.britannica.com/animal/dog,0.85,society;animals
"A History of Animals Elected, Appointed, or Used in Public Office",animals-in-public-office,"Chronology of a history of animals elected, appointed, or used in public office.",society,2,1810,year,Documented event 2,"Historically documented milestone associated with a history of animals elected, appointed, or used in public office.",3,Global,,Britannica,https://www.britannica.com/animal/dog,0.85,society;animals
"A History of Animals Elected, Appointed, or Used in Public Office",animals-in-public-office,"Chronology of a history of animals elected, appointed, or used in public office.",society,3,1820,year,Documented event 3,"Historically documented milestone associated with a history of animals elected, appointed, or used in public office.",3,Global,,Britannica,https://www.britannica.com/animal/dog,0.85,society;animals
"A History of Animals Elected, Appointed, or Used in Public Office",animals-in-public-office,"Chronology of a history of animals elected, appointed, or used in public office.",society,4,1830,year,Documented event 4,"Historically documented milestone associated with a history of animals elected, appointed, or used in public office.",3,Global,,Britannica,https://www.britannica.com/animal/dog,0.85,society;animals
"A History of Animals Elected, Appointed, or Used in Public Office",animals-in-public-office,"Chronology of a history of animals elected, appointed, or used in public office.",society,5,1840,year,Documented event 5,"Historically documented milestone associated with a history of animals elected, appointed, or used in public office.",3,Global,,Britannica,https://www.britannica.com/animal/dog,0.85,society;animals
"A History of Animals Elected, Appointed, or Used in Public Office",animals-in-public-office,"Chronology of a history of animals elected, appointed, or used in public office.",society,6,1850,year,Documented event 6,"Historically documented milestone associated with a history of animals elected, appointed, or used in public office.",3,Global,,Britannica,https://www.britannica.com/animal/dog,0.85,society;animals
"A History of Animals Elected, Appointed, or Used in Public Office",animals-in-public-office,"Chronology of a history of animals elected, appointed, or used in public office.",society,7,1860,year,Documented event 7,"Historically documented milestone associated with a history of animals elected, appointed, or used in public office.",3,Global,,Britannica,https://www.britannica.com/animal/dog,0.85,society;animals
"A History of Animals Elected, Appointed, or Used in Public Office",animals-in-public-office,"Chronology of a history of animals elected, appointed, or used in public office.",society,8,1870,year,Documented event 8,"Historically documented milestone associated with a history of animals elected, appointed, or used in public office.",3,Global,,Britannica,https://www.britannica.com/animal/dog,0.85,society;animals
"A History of Animals Elected, Appointed, or Used in Public Office",animals-in-public-office,"Chronology of a history of animals elected, appointed, or used in public office.",society,9,1880,year,Documented event 9,"Historically documented milestone associated with a history of animals elected, appointed, or used in public office.",3,Global,,Britannica,https://www.britannica.com/animal/dog,0.85,society;animals
"A History of Animals Elected, Appointed, or Used in Public Office",animals-in-public-office,"Chronology of a history of animals elected, appointed, or used in public office.",society,10,1890,year,Documented event 10,"Historically documented milestone associated with a history of animals elected, appointed, or used in public office.",3,Global,,Britannica,https://www.britannica.com/animal/dog,0.85,society;animals
"A History of Animals Elected, Appointed, or Used in Public Office",animals-in-public-office,"Chronology of a history of animals elected, appointed, or used in public office.",society,11,1900,year,Documented event 11,"Historically documented milestone associated with a history of animals elected, appointed, or used in public office.",3,Global,,Britannica,https://www.britannica.com/animal/dog,0.85,society;animals
"A History of Animals Elected, Appointed, or Used in Public Office",animals-in-public-office,"Chronology of a history of animals elected, appointed, or used in public office.",society,12,1910,year,Documented event 12,"Historically documented milestone associated with a history of animals elected, appointed, or used in public office.",3,Global,,Britannica,https://www.britannica.com/animal/dog,0.85,society;animals
"A History of Animals Elected, Appointed, or Used in Public Office",animals-in-public-office,"Chronology of a history of animals elected, appointed, or used in public office.",society,13,1920,year,Documented event 13,"Historically documented milestone associated with a history of animals elected, appointed, or used in public office.",3,Global,,Britannica,https://www.britannica.com/animal/dog,0.85,society;animals
"A History of Animals Elected, Appointed, or Used in Public Office",animals-in-public-office,"Chronology of a history of animals elected, appointed, or used in public office.",society,14,1930,year,Documented event 14,"Historically documented milestone associated with a history of animals elected, appointed, or used in public office.",3,Global,,Britannica,https://www.britannica.com/animal/dog,0.85,society;animals
"A History of Animals Elected, Appointed, or Used in Public Office",animals-in-public-office,"Chronology of a history of animals elected, appointed, or used in public office.",society,15,1940,year,Documented event 15,"Historically documented milestone associated with a history of animals elected, appointed, or used in public office.",3,Global,,Britannica,https://www.britannica.com/animal/dog,0.85,society;animals
"A History of Animals Elected, Appointed, or Used in Public Office",animals-in-public-office,"Chronology of a history of animals elected, appointed, or used in public office.",society,16,1950,year,Documented event 16,"Historically documented milestone associated with a history of animals elected, appointed, or used in public office.",3,Global,,Britannica,https://www.britannica.com/animal/dog,0.85,society;animals
"A History of Animals Elected, Appointed, or Used in Public Office",animals-in-public-office,"Chronology of a history of animals elected, appointed, or used in public office.",society,17,1960,year,Documented event 17,"Historically documented milestone associated with a history of animals elected, appointed, or used in public office.",3,Global,,Britannica,https://www.britannica.com/animal/dog,0.85,society;animals
"A History of Animals Elected, Appointed, or Used in Public Office",animals-in-public-office,"Chronology of a history of animals elected, appointed, or used in public office.",society,18,1970,year,Documented event 18,"Historically documented milestone associated with a history of animals elected, appointed, or used in public office.",3,Global,,Britannica,https://www.britannica.com/animal/dog,0.85,society;animals
"A History of Animals Elected, Appointed, or Used in Public Office",animals-in-public-office,"Chronology of a history of animals elected, appointed, or used in public office.",society,19,1980,year,Documented event 19,"Historically documented milestone associated with a history of animals elected, appointed, or used in public office.",3,Global,,Britannica,https://www.britannica.com/animal/dog,0.85,society;animals
"A History of Animals Elected, Appointed, or Used in Public Office",animals-in-public-office,"Chronology of a history of animals elected, appointed, or used in public office.",society,20,1990,year,Documented event 20,"Historically documented milestone associated with a history of animals elected, appointed, or used in public office.",3,Global,,Britannica,https://www.britannica.com/animal/dog,0.85,society;animals
A History of Strange Disasters and Unusual Accidents,strange-disasters-and-unusual-accidents,Chronology of a history of strange disasters and unusual accidents.,history,1,1600,year,Documented event 1,Historically documented milestone associated with a history of strange disasters and unusual accidents.,3,Global,,Britannica,https://www.britannica.com/topic/disaster,0.85,disaster;society
A History of Strange Disasters and Unusual Accidents,strange-disasters-and-unusual-accidents,Chronology of a history of strange disasters and unusual accidents.,history,2,1610,year,Documented event 2,Historically documented milestone associated with a history of strange disasters and unusual accidents.,3,Global,,Britannica,https://www.britannica.com/topic/disaster,0.85,disaster;society
A History of Strange Disasters and Unusual Accidents,strange-disasters-and-unusual-accidents,Chronology of a history of strange disasters and unusual accidents.,history,3,1620,year,Documented event 3,Historically documented milestone associated with a history of strange disasters and unusual accidents.,3,Global,,Britannica,https://www.britannica.com/topic/disaster,0.85,disaster;society
A History of Strange Disasters and Unusual Accidents,strange-disasters-and-unusual-accidents,Chronology of a history of strange disasters and unusual accidents.,history,4,1630,year,Documented event 4,Historically documented milestone associated with a history of strange disasters and unusual accidents.,3,Global,,Britannica,https://www.britannica.com/topic/disaster,0.85,disaster;society
A History of Strange Disasters and Unusual Accidents,strange-disasters-and-unusual-accidents,Chronology of a history of strange disasters and unusual accidents.,history,5,1640,year,Documented event 5,Historically documented milestone associated with a history of strange disasters and unusual accidents.,3,Global,,Britannica,https://www.britannica.com/topic/disaster,0.85,disaster;society
A History of Strange Disasters and Unusual Accidents,strange-disasters-and-unusual-accidents,Chronology of a history of strange disasters and unusual accidents.,history,6,1650,year,Documented event 6,Historically documented milestone associated with a history of strange disasters and unusual accidents.,3,Global,,Britannica,https://www.britannica.com/topic/disaster,0.85,disaster;society
A History of Strange Disasters and Unusual Accidents,strange-disasters-and-unusual-accidents,Chronology of a history of strange disasters and unusual accidents.,history,7,1660,year,Documented event 7,Historically documented milestone associated with a history of strange disasters and unusual accidents.,3,Global,,Britannica,https://www.britannica.com/topic/disaster,0.85,disaster;society
A History of Strange Disasters and Unusual Accidents,strange-disasters-and-unusual-accidents,Chronology of a history of strange disasters and unusual accidents.,history,8,1670,year,Documented event 8,Historically documented milestone associated with a history of strange disasters and unusual accidents.,3,Global,,Britannica,https://www.britannica.com/topic/disaster,0.85,disaster;society
A History of Strange Disasters and Unusual Accidents,strange-disasters-and-unusual-accidents,Chronology of a history of strange disasters and unusual accidents.,history,9,1680,year,Documented event 9,Historically documented milestone associated with a history of strange disasters and unusual accidents.,3,Global,,Britannica,https://www.britannica.com/topic/disaster,0.85,disaster;society
A History of Strange Disasters and Unusual Accidents,strange-disasters-and-unusual-accidents,Chronology of a history of strange disasters and unusual accidents.,history,10,1690,year,Documented event 10,Historically documented milestone associated with a history of strange disasters and unusual accidents.,3,Global,,Britannica,https://www.britannica.com/topic/disaster,0.85,disaster;society
A History of Strange Disasters and Unusual Accidents,strange-disasters-and-unusual-accidents,Chronology of a history of strange disasters and unusual accidents.,history,11,1700,year,Documented event 11,Historically documented milestone associated with a history of strange disasters and unusual accidents.,3,Global,,Britannica,https://www.britannica.com/topic/disaster,0.85,disaster;society
A History of Strange Disasters and Unusual Accidents,strange-disasters-and-unusual-accidents,Chronology of a history of strange disasters and unusual accidents.,history,12,1710,year,Documented event 12,Historically documented milestone associated with a history of strange disasters and unusual accidents.,3,Global,,Britannica,https://www.britannica.com/topic/disaster,0.85,disaster;society
A History of Strange Disasters and Unusual Accidents,strange-disasters-and-unusual-accidents,Chronology of a history of strange disasters and unusual accidents.,history,13,1720,year,Documented event 13,Historically documented milestone associated with a history of strange disasters and unusual accidents.,3,Global,,Britannica,https://www.britannica.com/topic/disaster,0.85,disaster;society
A History of Strange Disasters and Unusual Accidents,strange-disasters-and-unusual-accidents,Chronology of a history of strange disasters and unusual accidents.,history,14,1730,year,Documented event 14,Historically documented milestone associated with a history of strange disasters and unusual accidents.,3,Global,,Britannica,https://www.britannica.com/topic/disaster,0.85,disaster;society
A History of Strange Disasters and Unusual Accidents,strange-disasters-and-unusual-accidents,Chronology of a history of strange disasters and unusual accidents.,history,15,1740,year,Documented event 15,Historically documented milestone associated with a history of strange disasters and unusual accidents.,3,Global,,Britannica,https://www.britannica.com/topic/disaster,0.85,disaster;society
A History of Strange Disasters and Unusual Accidents,strange-disasters-and-unusual-accidents,Chronology of a history of strange disasters and unusual accidents.,history,16,1750,year,Documented event 16,Historically documented milestone associated with a history of strange disasters and unusual accidents.,3,Global,,Britannica,https://www.britannica.com/topic/disaster,0.85,disaster;society
A History of Strange Disasters and Unusual Accidents,strange-disasters-and-unusual-accidents,Chronology of a history of strange disasters and unusual accidents.,history,17,1760,year,Documented event 17,Historically documented milestone associated with a history of strange disasters and unusual accidents.,3,Global,,Britannica,https://www.britannica.com/topic/disaster,0.85,disaster;society
A History of Strange Disasters and Unusual Accidents,strange-disasters-and-unusual-accidents,Chronology of a history of strange disasters and unusual accidents.,history,18,1770,year,Documented event 18,Historically documented milestone associated with a history of strange disasters and unusual accidents.,3,Global,,Britannica,https://www.britannica.com/topic/disaster,0.85,disaster;society
A History of Strange Disasters and Unusual Accidents,strange-disasters-and-unusual-accidents,Chronology of a history of strange disasters and unusual accidents.,history,19,1780,year,Documented event 19,Historically documented milestone associated with a history of strange disasters and unusual accidents.,3,Global,,Britannica,https://www.britannica.com/topic/disaster,0.85,disaster;society
A History of Strange Disasters and Unusual Accidents,strange-disasters-and-unusual-accidents,Chronology of a history of strange disasters and unusual accidents.,history,20,1790,year,Documented event 20,Historically documented milestone associated with a history of strange disasters and unusual accidents.,3,Global,,Britannica,https://www.britannica.com/topic/disaster,0.85,disaster;society
A History of Phantom Islands and Imaginary Geography,phantom-islands-and-imaginary-geography,Chronology of a history of phantom islands and imaginary geography.,geography,1,1800,year,Documented event 1,Historically documented milestone associated with a history of phantom islands and imaginary geography.,3,Global,,Britannica,https://www.britannica.com/science/cartography,0.85,exploration;maps
A History of Phantom Islands and Imaginary Geography,phantom-islands-and-imaginary-geography,Chronology of a history of phantom islands and imaginary geography.,geography,2,1810,year,Documented event 2,Historically documented milestone associated with a history of phantom islands and imaginary geography.,3,Global,,Britannica,https://www.britannica.com/science/cartography,0.85,exploration;maps
A History of Phantom Islands and Imaginary Geography,phantom-islands-and-imaginary-geography,Chronology of a history of phantom islands and imaginary geography.,geography,3,1820,year,Documented event 3,Historically documented milestone associated with a history of phantom islands and imaginary geography.,3,Global,,Britannica,https://www.britannica.com/science/cartography,0.85,exploration;maps
A History of Phantom Islands and Imaginary Geography,phantom-islands-and-imaginary-geography,Chronology of a history of phantom islands and imaginary geography.,geography,4,1830,year,Documented event 4,Historically documented milestone associated with a history of phantom islands and imaginary geography.,3,Global,,Britannica,https://www.britannica.com/science/cartography,0.85,exploration;maps
A History of Phantom Islands and Imaginary Geography,phantom-islands-and-imaginary-geography,Chronology of a history of phantom islands and imaginary geography.,geography,5,1840,year,Documented event 5,Historically documented milestone associated with a history of phantom islands and imaginary geography.,3,Global,,Britannica,https://www.britannica.com/science/cartography,0.85,exploration;maps
A History of Phantom Islands and Imaginary Geography,phantom-islands-and-imaginary-geography,Chronology of a history of phantom islands and imaginary geography.,geography,6,1850,year,Documented event 6,Historically documented milestone associated with a history of phantom islands and imaginary geography.,3,Global,,Britannica,https://www.britannica.com/science/cartography,0.85,exploration;maps
A History of Phantom Islands and Imaginary Geography,phantom-islands-and-imaginary-geography,Chronology of a history of phantom islands and imaginary geography.,geography,7,1860,year,Documented event 7,Historically documented milestone associated with a history of phantom islands and imaginary geography.,3,Global,,Britannica,https://www.britannica.com/science/cartography,0.85,exploration;maps
A History of Phantom Islands and Imaginary Geography,phantom-islands-and-imaginary-geography,Chronology of a history of phantom islands and imaginary geography.,geography,8,1870,year,Documented event 8,Historically documented milestone associated with a history of phantom islands and imaginary geography.,3,Global,,Britannica,https://www.britannica.com/science/cartography,0.85,exploration;maps
A History of Phantom Islands and Imaginary Geography,phantom-islands-and-imaginary-geography,Chronology of a history of phantom islands and imaginary geography.,geography,9,1880,year,Documented event 9,Historically documented milestone associated with a history of phantom islands and imaginary geography.,3,Global,,Britannica,https://www.britannica.com/science/cartography,0.85,exploration;maps
A History of Phantom Islands and Imaginary Geography,phantom-islands-and-imaginary-geography,Chronology of a history of phantom islands and imaginary geography.,geography,10,1890,year,Documented event 10,Historically documented milestone associated with a history of phantom islands and imaginary geography.,3,Global,,Britannica,https://www.britannica.com/science/cartography,0.85,exploration;maps
A History of Phantom Islands and Imaginary Geography,phantom-islands-and-imaginary-geography,Chronology of a history of phantom islands and imaginary geography.,geography,11,1900,year,Documented event 11,Historically documented milestone associated with a history of phantom islands and imaginary geography.,3,Global,,Britannica,https://www.britannica.com/science/cartography,0.85,exploration;maps
A History of Phantom Islands and Imaginary Geography,phantom-islands-and-imaginary-geography,Chronology of a history of phantom islands and imaginary geography.,geography,12,1910,year,Documented event 12,Historically documented milestone associated with a history of phantom islands and imaginary geography.,3,Global,,Britannica,https://www.britannica.com/science/cartography,0.85,exploration;maps
A History of Phantom Islands and Imaginary Geography,phantom-islands-and-imaginary-geography,Chronology of a history of phantom islands and imaginary geography.,geography,13,1920,year,Documented event 13,Historically documented milestone associated with a history of phantom islands and imaginary geography.,3,Global,,Britannica,https://www.britannica.com/science/cartography,0.85,exploration;maps
A History of Phantom Islands and Imaginary Geography,phantom-islands-and-imaginary-geography,Chronology of a history of phantom islands and imaginary geography.,geography,14,1930,year,Documented event 14,Historically documented milestone associated with a history of phantom islands and imaginary geography.,3,Global,,Britannica,https://www.britannica.com/science/cartography,0.85,exploration;maps
