timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of the Suez Canal,suez-canal,"Major political, engineering, and geopolitical milestones in the history of the Suez Canal.",history,11,1875,year,Britain buys Egyptian canal shares,The purchase gave Britain a major financial stake in the canal.,5,London,,Encyclopaedia Britannica,https://www.britannica.com/place/Suez-Canal,0.95,canal;egypt;trade
Timeline of the Suez Canal,suez-canal,"Major political, engineering, and geopolitical milestones in the history of the Suez Canal.",history,12,1882,year,Britain occupies Egypt,British control over Egypt reinforced British influence over the canal.,5,Egypt,,Encyclopaedia Britannica,https://www.britannica.com/place/Suez-Canal,0.95,canal;egypt;trade
Timeline of the Suez Canal,suez-canal,"Major political, engineering, and geopolitical milestones in the history of the Suez Canal.",history,13,1888,year,Convention of Constantinople signed,The canal's international status and open navigation principles were formalized.,4,Constantinople,,Encyclopaedia Britannica,https://www.britannica.com/place/Suez-Canal,0.95,canal;egypt;trade
Timeline of the Suez Canal,suez-canal,"Major political, engineering, and geopolitical milestones in the history of the Suez Canal.",history,14,1914,year,Britain declares protectorate over Egypt,The canal became even more central to British wartime imperial strategy.,4,Egypt,,Encyclopaedia Britannica,https://www.britannica.com/place/Suez-Canal,0.95,canal;egypt;trade
Timeline of the Suez Canal,suez-canal,"Major political, engineering, and geopolitical milestones in the history of the Suez Canal.",history,15,1956-07-26,day,Nasser nationalizes the canal,Egypt's nationalization of the canal triggered the Suez Crisis.,5,Alexandria,,Encyclopaedia Britannica,https://www.britannica.com/place/Suez-Canal,0.95,canal;egypt;trade
Timeline of the Suez Canal,suez-canal,"Major political, engineering, and geopolitical milestones in the history of the Suez Canal.",history,16,1956-10,month,Suez Crisis erupts,"Britain, France, and Israel attacked Egypt after nationalization.",5,Egypt,,Encyclopaedia Britannica,https://www.britannica.com/place/Suez-Canal,0.95,canal;egypt;trade
Timeline of the Suez Canal,suez-canal,"Major political, engineering, and geopolitical milestones in the history of the Suez Canal.",history,17,1957,year,Canal reopens after crisis,Traffic resumed after war damage and political settlement.,4,Suez Canal,,Encyclopaedia Britannica,https://www.britannica.com/place/Suez-Canal,0.95,canal;egypt;trade
Timeline of the Suez Canal,suez-canal,"Major political, engineering, and geopolitical milestones in the history of the Suez Canal.",history,18,1967,year,Canal closes during Arab-Israeli war,The Six-Day War shut the canal for years.,5,Egypt,,Encyclopaedia Britannica,https://www.britannica.com/place/Suez-Canal,0.95,canal;egypt;trade
Timeline of the Suez Canal,suez-canal,"Major political, engineering, and geopolitical milestones in the history of the Suez Canal.",history,19,1975,year,Canal reopens after long closure,The reopening restored the waterway's global commercial role.,5,Egypt,,Encyclopaedia Britannica,https://www.britannica.com/place/Suez-Canal,0.95,canal;egypt;trade
Timeline of the Suez Canal,suez-canal,"Major political, engineering, and geopolitical milestones in the history of the Suez Canal.",history,20,2015,year,New Suez Canal expansion inaugurated,Egypt opened a major expansion intended to increase traffic capacity.,4,Egypt,,Encyclopaedia Britannica,https://www.britannica.com/place/Suez-Canal,0.95,canal;egypt;trade
Timeline of the Semiconductor Industry,semiconductor-industry,"Major scientific, manufacturing, and corporate milestones in the history of the semiconductor industry.",technology,1,1833,year,Faraday studies semiconductor-like behavior,Early work on electrical properties of materials helped frame later semiconductor science.,2,London,,Encyclopaedia Britannica,https://www.britannica.com/technology/semiconductor-device,0.95,semiconductors;technology;industry
Timeline of the Semiconductor Industry,semiconductor-industry,"Major scientific, manufacturing, and corporate milestones in the history of the semiconductor industry.",technology,2,1874,year,Karl Ferdinand Braun discovers rectification in crystals,Braun's work became foundational for semiconductor electronics.,4,Germany,,Encyclopaedia Britannica,https://www.britannica.com/technology/semiconductor-device,0.95,semiconductors;technology;industry
Timeline of the Semiconductor Industry,semiconductor-industry,"Major scientific, manufacturing, and corporate milestones in the history of the semiconductor industry.",technology,3,1904,year,Fleming valve patented,Vacuum electronics dominated before semiconductor devices displaced them.,3,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/technology/semiconductor-device,0.95,semiconductors;technology;industry
Timeline of the Semiconductor Industry,semiconductor-industry,"Major scientific, manufacturing, and corporate milestones in the history of the semiconductor industry.",technology,4,1906,year,Crystal detector improvements spread in radio,Semiconductor detectors became important in early wireless technology.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/technology/semiconductor-device,0.95,semiconductors;technology;industry
Timeline of the Semiconductor Industry,semiconductor-industry,"Major scientific, manufacturing, and corporate milestones in the history of the semiconductor industry.",technology,5,1940,year,Russell Ohl discovers the p-n junction effect in silicon,A key principle of semiconductor devices was identified.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/semiconductor-device,0.95,semiconductors;technology;industry
Timeline of the Semiconductor Industry,semiconductor-industry,"Major scientific, manufacturing, and corporate milestones in the history of the semiconductor industry.",technology,6,1947-12-23,day,Transistor demonstrated at Bell Labs,The first transistor ushered in the modern semiconductor age.,5,New Jersey,,Encyclopaedia Britannica,https://www.britannica.com/technology/semiconductor-device,0.95,semiconductors;technology;industry
Timeline of the Semiconductor Industry,semiconductor-industry,"Major scientific, manufacturing, and corporate milestones in the history of the semiconductor industry.",technology,7,1948,year,Transistor announced publicly,The invention became known beyond the laboratory and industry.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/semiconductor-device,0.95,semiconductors;technology;industry
Timeline of the Semiconductor Industry,semiconductor-industry,"Major scientific, manufacturing, and corporate milestones in the history of the semiconductor industry.",technology,8,1954,year,First commercial silicon transistor appears,Silicon began to replace earlier transistor materials in practical devices.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/semiconductor-device,0.95,semiconductors;technology;industry
Timeline of the Semiconductor Industry,semiconductor-industry,"Major scientific, manufacturing, and corporate milestones in the history of the semiconductor industry.",technology,9,1958,year,Jack Kilby demonstrates integrated circuit,Semiconductor miniaturization advanced dramatically with integrated circuitry.,5,Texas,,Encyclopaedia Britannica,https://www.britannica.com/technology/semiconductor-device,0.95,semiconductors;technology;industry
Timeline of the Semiconductor Industry,semiconductor-industry,"Major scientific, manufacturing, and corporate milestones in the history of the semiconductor industry.",technology,10,1959,year,Robert Noyce develops planar integrated circuit approach,Manufacturing methods for scalable chips were transformed.,5,California,,Encyclopaedia Britannica,https://www.britannica.com/technology/semiconductor-device,0.95,semiconductors;technology;industry
Timeline of the Semiconductor Industry,semiconductor-industry,"Major scientific, manufacturing, and corporate milestones in the history of the semiconductor industry.",technology,11,1960,year,MOSFET demonstrated,The metal-oxide-semiconductor transistor became central to modern electronics.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/semiconductor-device,0.95,semiconductors;technology;industry
Timeline of the Semiconductor Industry,semiconductor-industry,"Major scientific, manufacturing, and corporate milestones in the history of the semiconductor industry.",technology,12,1961,year,Fairchild and peers scale integrated circuit manufacturing,Commercial chip production accelerated.,4,California,,Encyclopaedia Britannica,https://www.britannica.com/technology/semiconductor-device,0.95,semiconductors;technology;industry
Timeline of the Semiconductor Industry,semiconductor-industry,"Major scientific, manufacturing, and corporate milestones in the history of the semiconductor industry.",technology,13,1965,year,Moore's Law articulated,Rapid growth in chip density became a guiding industry expectation.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/semiconductor-device,0.95,semiconductors;technology;industry
Timeline of the Semiconductor Industry,semiconductor-industry,"Major scientific, manufacturing, and corporate milestones in the history of the semiconductor industry.",technology,14,1968,year,Intel founded,A leading semiconductor company entered the market.,5,California,,Encyclopaedia Britannica,https://www.britannica.com/technology/semiconductor-device,0.95,semiconductors;technology;industry
Timeline of the Semiconductor Industry,semiconductor-industry,"Major scientific, manufacturing, and corporate milestones in the history of the semiconductor industry.",technology,15,1971,year,Intel 4004 released,Microprocessor development expanded the industry's reach into computing.,5,California,,Encyclopaedia Britannica,https://www.britannica.com/technology/semiconductor-device,0.95,semiconductors;technology;industry
Timeline of the Semiconductor Industry,semiconductor-industry,"Major scientific, manufacturing, and corporate milestones in the history of the semiconductor industry.",technology,16,1980,year,Japan challenges US memory leadership,Global competition intensified in semiconductors.,4,Japan,,Encyclopaedia Britannica,https://www.britannica.com/technology/semiconductor-device,0.95,semiconductors;technology;industry
Timeline of the Semiconductor Industry,semiconductor-industry,"Major scientific, manufacturing, and corporate milestones in the history of the semiconductor industry.",technology,17,1987,year,SEMATECH founded,The United States organized a strategic response to semiconductor manufacturing competition.,4,Texas,,Encyclopaedia Britannica,https://www.britannica.com/technology/semiconductor-device,0.95,semiconductors;technology;industry
Timeline of the Semiconductor Industry,semiconductor-industry,"Major scientific, manufacturing, and corporate milestones in the history of the semiconductor industry.",technology,18,1990,year,Foundry model grows with TSMC expansion,Specialized contract manufacturing reshaped industry structure.,5,Taiwan,,Encyclopaedia Britannica,https://www.britannica.com/technology/semiconductor-device,0.95,semiconductors;technology;industry
Timeline of the Semiconductor Industry,semiconductor-industry,"Major scientific, manufacturing, and corporate milestones in the history of the semiconductor industry.",technology,19,2010,year,Mobile chip demand transforms design priorities,Smartphones drove major shifts in semiconductor markets.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/technology/semiconductor-device,0.95,semiconductors;technology;industry
Timeline of the Semiconductor Industry,semiconductor-industry,"Major scientific, manufacturing, and corporate milestones in the history of the semiconductor industry.",technology,20,2022,year,US CHIPS and Science Act enacted,Governments moved aggressively to support domestic semiconductor capacity.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/semiconductor-device,0.95,semiconductors;technology;industry
Timeline of the History of Television,history-of-television,"Major technical, commercial, and cultural milestones in the history of television.",culture,1,1884,year,Nipkow patents scanning disk,A key early concept for mechanical television was introduced.,4,Germany,,Encyclopaedia Britannica,https://www.britannica.com/technology/television-technology,0.95,television;media;technology
Timeline of the History of Television,history-of-television,"Major technical, commercial, and cultural milestones in the history of television.",culture,2,1907,year,Campbell-Swinton proposes electronic television principles,Electronic television theory advanced beyond mechanical systems.,4,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/technology/television-technology,0.95,television;media;technology
Timeline of the History of Television,history-of-television,"Major technical, commercial, and cultural milestones in the history of television.",culture,3,1925,year,Baird demonstrates moving television images,One of the first public demonstrations of television took place in London.,5,London,,Encyclopaedia Britannica,https://www.britannica.com/technology/television-technology,0.95,television;media;technology
Timeline of the History of Television,history-of-television,"Major technical, commercial, and cultural milestones in the history of television.",culture,4,1927,year,Philo Farnsworth demonstrates electronic television,A fully electronic system moved television closer to modern form.,5,San Francisco,,Encyclopaedia Britannica,https://www.britannica.com/technology/television-technology,0.95,television;media;technology
Timeline of the History of Television,history-of-television,"Major technical, commercial, and cultural milestones in the history of television.",culture,5,1928,year,First transatlantic television experiments occur,Television became an international technical frontier.,3,United Kingdom and United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/television-technology,0.95,television;media;technology
Timeline of the History of Television,history-of-television,"Major technical, commercial, and cultural milestones in the history of television.",culture,6,1935,year,Germany begins regular television service,One of the first scheduled television services started.,4,Berlin,,Encyclopaedia Britannica,https://www.britannica.com/technology/television-technology,0.95,television;media;technology
Timeline of the History of Television,history-of-television,"Major technical, commercial, and cultural milestones in the history of television.",culture,7,1936,year,BBC launches regular high-definition television service,The BBC began one of the earliest sustained public television services.,5,London,,Encyclopaedia Britannica,https://www.britannica.com/technology/television-technology,0.95,television;media;technology
Timeline of the History of Television,history-of-television,"Major technical, commercial, and cultural milestones in the history of television.",culture,8,1939,year,Television showcased at New York World's Fair,RCA promoted television to a wider American audience.,4,New York,,Encyclopaedia Britannica,https://www.britannica.com/technology/television-technology,0.95,television;media;technology
Timeline of the History of Television,history-of-television,"Major technical, commercial, and cultural milestones in the history of television.",culture,9,1941,year,US television technical standards adopted,Standardization prepared the medium for postwar growth.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/television-technology,0.95,television;media;technology
Timeline of the History of Television,history-of-television,"Major technical, commercial, and cultural milestones in the history of television.",culture,10,1946,year,Postwar television boom begins,Television ownership and broadcasting expanded rapidly after World War II.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/television-technology,0.95,television;media;technology
Timeline of the History of Television,history-of-television,"Major technical, commercial, and cultural milestones in the history of television.",culture,11,1953,year,NTSC color television standard approved,Color broadcasting entered the U.S. system on a mass basis.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/television-technology,0.95,television;media;technology
Timeline of the History of Television,history-of-television,"Major technical, commercial, and cultural milestones in the history of television.",culture,12,1954,year,First widely sold color TV sets reach market,Color television began commercial adoption.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/television-technology,0.95,television;media;technology
Timeline of the History of Television,history-of-television,"Major technical, commercial, and cultural milestones in the history of television.",culture,13,1962,year,Telstar enables live transatlantic television,Satellite technology transformed television's global reach.,5,Atlantic Ocean,,Encyclopaedia Britannica,https://www.britannica.com/technology/television-technology,0.95,television;media;technology
Timeline of the History of Television,history-of-television,"Major technical, commercial, and cultural milestones in the history of television.",culture,14,1967,year,Color television spreads in Europe,European television systems moved further into the color era.,4,Europe,,Encyclopaedia Britannica,https://www.britannica.com/technology/television-technology,0.95,television;media;technology
Timeline of the History of Television,history-of-television,"Major technical, commercial, and cultural milestones in the history of television.",culture,15,1969,year,Moon landing becomes global TV event,Television demonstrated unparalleled power as a live world medium.,5,Global,,Encyclopaedia Britannica,https://www.britannica.com/technology/television-technology,0.95,television;media;technology
Timeline of the History of Television,history-of-television,"Major technical, commercial, and cultural milestones in the history of television.",culture,16,1981,year,MTV launches,Cable television and music video culture reshape broadcasting.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/television-technology,0.95,television;media;technology
Timeline of the History of Television,history-of-television,"Major technical, commercial, and cultural milestones in the history of television.",culture,17,1990,year,Satellite and cable multichannel era matures,Television becomes far more segmented and international.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/technology/television-technology,0.95,television;media;technology
Timeline of the History of Television,history-of-television,"Major technical, commercial, and cultural milestones in the history of television.",culture,18,1998,year,Digital television transition advances,Broadcasting technology moved toward digital transmission.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/technology/television-technology,0.95,television;media;technology
Timeline of the History of Television,history-of-television,"Major technical, commercial, and cultural milestones in the history of television.",culture,19,2007,year,Streaming video begins disrupting television habits,Internet distribution started transforming viewing patterns.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/technology/television-technology,0.95,television;media;technology
Timeline of the History of Television,history-of-television,"Major technical, commercial, and cultural milestones in the history of television.",culture,20,2020,year,Streaming overtakes many traditional television models,The definition of television broadened in the platform era.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/technology/television-technology,0.95,television;media;technology
Timeline of the Ming Treasure Voyages,ming-treasure-voyages,Major milestones in the early 15th-century Ming treasure voyages led by Zheng He.,history,1,1368,year,Ming dynasty founded,The new dynasty eventually sponsored the voyages as part of imperial strategy.,3,China,,Encyclopaedia Britannica,https://www.britannica.com/biography/Zheng-He,0.95,china;maritime;exploration
Timeline of the Ming Treasure Voyages,ming-treasure-voyages,Major milestones in the early 15th-century Ming treasure voyages led by Zheng He.,history,2,1402,year,Yongle Emperor takes the throne,The emperor became the main patron of the treasure voyages.,5,China,,Encyclopaedia Britannica,https://www.britannica.com/biography/Zheng-He,0.95,china;maritime;exploration
Timeline of the Ming Treasure Voyages,ming-treasure-voyages,Major milestones in the early 15th-century Ming treasure voyages led by Zheng He.,history,3,1403,year,Construction of treasure fleet begins,Shipbuilding and logistical preparation advanced for major overseas expeditions.,4,China,,Encyclopaedia Britannica,https://www.britannica.com/biography/Zheng-He,0.95,china;maritime;exploration
Timeline of the Ming Treasure Voyages,ming-treasure-voyages,Major milestones in the early 15th-century Ming treasure voyages led by Zheng He.,history,4,1405,year,First voyage departs,Zheng He led the first great maritime expedition into the Indian Ocean.,5,Nanjing,,Encyclopaedia Britannica,https://www.britannica.com/biography/Zheng-He,0.95,china;maritime;exploration
Timeline of the Ming Treasure Voyages,ming-treasure-voyages,Major milestones in the early 15th-century Ming treasure voyages led by Zheng He.,history,5,1407,year,First voyage returns,The fleet came back with tribute envoys and expanded diplomatic contacts.,4,China,,Encyclopaedia Britannica,https://www.britannica.com/biography/Zheng-He,0.95,china;maritime;exploration
Timeline of the Ming Treasure Voyages,ming-treasure-voyages,Major milestones in the early 15th-century Ming treasure voyages led by Zheng He.,history,6,1407,year,Second voyage begins,The Ming court continued its program of overseas projection.,4,China,,Encyclopaedia Britannica,https://www.britannica.com/biography/Zheng-He,0.95,china;maritime;exploration
Timeline of the Ming Treasure Voyages,ming-treasure-voyages,Major milestones in the early 15th-century Ming treasure voyages led by Zheng He.,history,7,1409,year,Third voyage reaches South Asia,The fleet deepened ties across the Indian Ocean world.,4,South Asia,,Encyclopaedia Britannica,https://www.britannica.com/biography/Zheng-He,0.95,china;maritime;exploration
Timeline of the Ming Treasure Voyages,ming-treasure-voyages,Major milestones in the early 15th-century Ming treasure voyages led by Zheng He.,history,8,1411,year,Ming forces intervene in Sri Lanka,The voyages could involve coercive as well as diplomatic power.,4,Sri Lanka,,Encyclopaedia Britannica,https://www.britannica.com/biography/Zheng-He,0.95,china;maritime;exploration
Timeline of the Ming Treasure Voyages,ming-treasure-voyages,Major milestones in the early 15th-century Ming treasure voyages led by Zheng He.,history,9,1413,year,Fourth voyage launches toward Arabia and East Africa,The geographic reach of the expeditions widened significantly.,5,China,,Encyclopaedia Britannica,https://www.britannica.com/biography/Zheng-He,0.95,china;maritime;exploration
Timeline of the Ming Treasure Voyages,ming-treasure-voyages,Major milestones in the early 15th-century Ming treasure voyages led by Zheng He.,history,10,1415,year,East African envoys reach Ming court,Contacts with African polities became one of the most famous results of the voyages.,4,China,,Encyclopaedia Britannica,https://www.britannica.com/biography/Zheng-He,0.95,china;maritime;exploration
Timeline of the Ming Treasure Voyages,ming-treasure-voyages,Major milestones in the early 15th-century Ming treasure voyages led by Zheng He.,history,11,1417,year,Fifth voyage departs,"The cycle of tribute, diplomacy, and maritime display continued.",4,China,,Encyclopaedia Britannica,https://www.britannica.com/biography/Zheng-He,0.95,china;maritime;exploration
Timeline of the Ming Treasure Voyages,ming-treasure-voyages,Major milestones in the early 15th-century Ming treasure voyages led by Zheng He.,history,12,1419,year,Giraffe brought to Ming court,An embassy gift from East Africa became a celebrated court event.,3,Nanjing,,Encyclopaedia Britannica,https://www.britannica.com/biography/Zheng-He,0.95,china;maritime;exploration
Timeline of the Ming Treasure Voyages,ming-treasure-voyages,Major milestones in the early 15th-century Ming treasure voyages led by Zheng He.,history,13,1421,year,Sixth voyage continues tribute network,The treasure fleet sustained links across the Indian Ocean.,4,Indian Ocean,,Encyclopaedia Britannica,https://www.britannica.com/biography/Zheng-He,0.95,china;maritime;exploration
Timeline of the Ming Treasure Voyages,ming-treasure-voyages,Major milestones in the early 15th-century Ming treasure voyages led by Zheng He.,history,14,1424,year,Yongle Emperor dies,Imperial support for the voyages weakened after the patron's death.,5,China,,Encyclopaedia Britannica,https://www.britannica.com/biography/Zheng-He,0.95,china;maritime;exploration
Timeline of the Ming Treasure Voyages,ming-treasure-voyages,Major milestones in the early 15th-century Ming treasure voyages led by Zheng He.,history,15,1425,year,Hongxi Emperor limits maritime activism,The new ruler curtailed the overseas program.,4,China,,Encyclopaedia Britannica,https://www.britannica.com/biography/Zheng-He,0.95,china;maritime;exploration
Timeline of the Ming Treasure Voyages,ming-treasure-voyages,Major milestones in the early 15th-century Ming treasure voyages led by Zheng He.,history,16,1430,year,Xuande Emperor authorizes final major voyage,The Ming court briefly revived the expeditions.,4,China,,Encyclopaedia Britannica,https://www.britannica.com/biography/Zheng-He,0.95,china;maritime;exploration
Timeline of the Ming Treasure Voyages,ming-treasure-voyages,Major milestones in the early 15th-century Ming treasure voyages led by Zheng He.,history,17,1431,year,Seventh voyage departs,Zheng He embarked on the last great treasure voyage.,5,China,,Encyclopaedia Britannica,https://www.britannica.com/biography/Zheng-He,0.95,china;maritime;exploration
Timeline of the Ming Treasure Voyages,ming-treasure-voyages,Major milestones in the early 15th-century Ming treasure voyages led by Zheng He.,history,18,1433,year,Seventh voyage returns,The era of major state-sponsored Ming voyages effectively ended.,5,China,,Encyclopaedia Britannica,https://www.britannica.com/biography/Zheng-He,0.95,china;maritime;exploration
Timeline of the Ming Treasure Voyages,ming-treasure-voyages,Major milestones in the early 15th-century Ming treasure voyages led by Zheng He.,history,19,1435,year,Zheng He's era closes with shifting court priorities,Maritime projection gave way to other strategic concerns.,3,China,,Encyclopaedia Britannica,https://www.britannica.com/biography/Zheng-He,0.95,china;maritime;exploration
Timeline of the Ming Treasure Voyages,ming-treasure-voyages,Major milestones in the early 15th-century Ming treasure voyages led by Zheng He.,history,20,1470,year,Records of the voyages survive as memory rather than policy,The expeditions remained famous but were no longer a living state program.,2,China,,Encyclopaedia Britannica,https://www.britannica.com/biography/Zheng-He,0.95,china;maritime;exploration
Timeline of the Fall of the Soviet Union,fall-of-the-soviet-union,"Major political, economic, and constitutional milestones in the collapse of the Soviet Union.",politics,1,1985,year,Mikhail Gorbachev becomes general secretary,A reformist leadership phase began in the Soviet Union.,5,Moscow,,Encyclopaedia Britannica,https://www.britannica.com/place/Soviet-Union,0.95,soviet-union;politics;cold-war
Timeline of the Fall of the Soviet Union,fall-of-the-soviet-union,"Major political, economic, and constitutional milestones in the collapse of the Soviet Union.",politics,2,1986,year,Chernobyl disaster undermines confidence,The catastrophe exposed systemic problems and damaged official credibility.,4,Ukraine,,Encyclopaedia Britannica,https://www.britannica.com/place/Soviet-Union,0.95,soviet-union;politics;cold-war
Timeline of the Fall of the Soviet Union,fall-of-the-soviet-union,"Major political, economic, and constitutional milestones in the collapse of the Soviet Union.",politics,3,1987,year,Perestroika and glasnost deepen,Reforms accelerated political openness and economic experimentation.,5,Soviet Union,,Encyclopaedia Britannica,https://www.britannica.com/place/Soviet-Union,0.95,soviet-union;politics;cold-war
Timeline of the Fall of the Soviet Union,fall-of-the-soviet-union,"Major political, economic, and constitutional milestones in the collapse of the Soviet Union.",politics,4,1988,year,Nationalist movements gain strength,Non-Russian republics pressed more strongly for sovereignty.,4,Soviet Union,,Encyclopaedia Britannica,https://www.britannica.com/place/Soviet-Union,0.95,soviet-union;politics;cold-war
Timeline of the Fall of the Soviet Union,fall-of-the-soviet-union,"Major political, economic, and constitutional milestones in the collapse of the Soviet Union.",politics,5,1989,year,Congress of People's Deputies opens public politics,Televised debate transformed Soviet political life.,4,Moscow,,Encyclopaedia Britannica,https://www.britannica.com/place/Soviet-Union,0.95,soviet-union;politics;cold-war
Timeline of the Fall of the Soviet Union,fall-of-the-soviet-union,"Major political, economic, and constitutional milestones in the collapse of the Soviet Union.",politics,6,1989,year,Eastern European communist regimes collapse,The weakening of Soviet control abroad fed change at home.,5,Eastern Europe,,Encyclopaedia Britannica,https://www.britannica.com/place/Soviet-Union,0.95,soviet-union;politics;cold-war
Timeline of the Fall of the Soviet Union,fall-of-the-soviet-union,"Major political, economic, and constitutional milestones in the collapse of the Soviet Union.",politics,7,1990-03,month,Lithuania declares restoration of independence,A union republic formally challenged Soviet integrity.,5,Lithuania,,Encyclopaedia Britannica,https://www.britannica.com/place/Soviet-Union,0.95,soviet-union;politics;cold-war
Timeline of the Fall of the Soviet Union,fall-of-the-soviet-union,"Major political, economic, and constitutional milestones in the collapse of the Soviet Union.",politics,8,1990,year,Russian republic asserts sovereignty,"The RSFSR adopted a sovereignty declaration, weakening the union center.",5,Russia,,Encyclopaedia Britannica,https://www.britannica.com/place/Soviet-Union,0.95,soviet-union;politics;cold-war
Timeline of the Fall of the Soviet Union,fall-of-the-soviet-union,"Major political, economic, and constitutional milestones in the collapse of the Soviet Union.",politics,9,1990,year,Article 6 monopoly of Communist Party removed,The Soviet political system moved away from one-party rule.,5,Moscow,,Encyclopaedia Britannica,https://www.britannica.com/place/Soviet-Union,0.95,soviet-union;politics;cold-war
Timeline of the Fall of the Soviet Union,fall-of-the-soviet-union,"Major political, economic, and constitutional milestones in the collapse of the Soviet Union.",politics,10,1991-01,month,Violence in Vilnius shocks the union,Crackdown attempts deepened the crisis of legitimacy.,4,Lithuania,,Encyclopaedia Britannica,https://www.britannica.com/place/Soviet-Union,0.95,soviet-union;politics;cold-war
Timeline of the Fall of the Soviet Union,fall-of-the-soviet-union,"Major political, economic, and constitutional milestones in the collapse of the Soviet Union.",politics,11,1991-03,month,Union referendum shows divided support for renewal,A reformed union still had backing in some republics but not all.,3,Soviet Union,,Encyclopaedia Britannica,https://www.britannica.com/place/Soviet-Union,0.95,soviet-union;politics;cold-war
